it,start,end,latency,sol,period
1,0,21524786,21524786,2,8753740
2,116795,30278526,30161731,2,8753740
3,358170,38363719,38005549,2,8553175
4,714707,45634949,44920242,2,8168592
5,1260045,51747737,50487692,2,7551850
6,1971766,57004430,55032664,2,6863303
7,2702472,61404501,58702029,2,6124333
8,3457814,64452928,60995114,2,5201561
9,4321799,66686143,62364344,2,4311057
10,5354711,68927545,63572834,2,3690161
11,6463507,70994433,64530926,2,3203179
12,7638586,73051233,65412647,2,2859265
13,9009272,75125360,66116088,2,2623723
14,10514707,77188498,66673791,2,2455548
15,12384665,79070109,66685444,2,2283366
16,14366619,80953636,66587017,2,2163414
17,16351331,82859690,66508359,2,2086206
18,18268874,84733141,66464267,2,2022379
19,20273260,86444197,66170937,2,1928982
20,22104879,88195833,66090954,2,1875778
21,24047866,89869104,65821238,2,1815026
22,25920748,91584418,65663670,2,1785112
23,27766708,93117275,65350567,2,1709435
24,29322202,94648178,65325976,2,1655876
25,31026709,96174430,65147721,2,1616988
26,32897884,97729319,64831435,2,1598358
27,34694510,99083749,64389239,2,1525180
28,36217821,100455958,64238137,2,1479288
29,37710708,101825258,64114550,2,1446292
30,39189312,103010297,63820985,2,1367916
31,40834529,104203608,63369079,2,1315534
32,42264241,105393484,63129243,2,1277837
33,43746707,106586342,62839635,2,1252343
34,45082709,107602975,62520266,2,1181630
35,46362691,108615389,62252698,2,1130865
36,47674707,109634520,61959813,2,1097345
37,49022707,110651202,61628495,2,1073146
38,50267927,111495429,61227502,2,1004470
39,51418707,112338570,60919863,2,956071
40,52616041,113175604,60559563,2,920360
41,53746708,114012855,60266147,2,895427
42,54844573,114686431,59841858,2,828872
43,55798709,115357075,59558366,2,781403
44,56741392,116025981,59284589,2,747654
45,57798707,116697169,58898462,2,724714
46,58819189,117190895,58371706,2,655417
47,59755250,117684269,57929019,2,606804
48,60478817,118177735,57698918,2,572803
49,61270708,118671499,57400791,2,549091
50,62027712,119102475,57074763,2,513656
