it,start,end,latency,sol,period
1,0,21263816,21263816,2,8604930
2,119579,29868746,29749167,2,8604930
3,325495,37769795,37444300,2,8393765
4,657166,44845354,44188188,2,7998303
5,1220784,51133888,49913104,2,7485372
6,1922029,56497756,54575727,2,6848921
7,2645496,60968414,58322918,2,6135442
8,3425498,64375645,60950147,2,5316978
9,4283195,66543492,62260297,2,4372239
10,5283610,68793461,63509851,2,3735558
11,6434663,70862493,64427830,2,3235600
12,7639823,72931010,65291187,2,2885475
13,9045496,74994046,65948550,2,2638743
14,10507367,77056129,66548762,2,2465745
15,12191695,78971917,66780222,2,2300758
16,14340338,80814823,66474485,2,2163402
17,16238280,82712573,66474293,2,2083706
18,18169832,84588374,66418542,2,2021335
19,20185831,86298597,66112766,2,1928001
20,22061723,88027933,65966210,2,1868401
21,23982239,89736967,65754728,2,1820591
22,25735587,91436798,65701211,2,1784363
23,27641496,92974613,65333117,2,1710398
24,29285496,94549570,65264074,2,1669766
25,30973497,96072090,65098593,2,1625592
26,32989767,97553898,64564131,2,1582457
27,34698234,98916905,64218671,2,1516622
28,36163792,100284203,64120411,2,1471824
29,37661068,101656504,63995436,2,1441967
30,39227612,102854312,63626700,2,1368719
31,40877509,104039687,63162178,2,1313716
32,42271879,105221005,62949126,2,1273996
33,43814063,106412394,62598331,2,1249214
34,45031435,107431697,62400262,2,1180241
35,46460189,108448657,61988468,2,1131256
36,47732690,109466974,61734284,2,1097374
37,49032555,110480569,61448014,2,1072240
38,50324569,111317858,60993289,2,1001755
39,51503833,112155644,60651811,2,952564
40,52729495,112993197,60263702,2,918061
41,53797495,113837770,60040275,2,896014
42,54963947,114509667,59545720,2,828779
43,55937619,115178635,59241016,2,780835
44,56883718,115847588,58963870,2,747271
45,58049496,116516938,58467442,2,723894
46,58967636,117010604,58042968,2,654826
47,59777495,117504124,57726629,2,606434
48,60597495,117998385,57400890,2,572782
49,61340717,118492294,57151577,2,549120
50,62152521,118919923,56767402,2,512672
