it,start,end,latency,sol,period
1,0,5189546,5189546,2,593332
2,99429,5782878,5683449,2,593332
3,200409,6342011,6141602,2,583072
4,288819,6885562,6596743,2,571215
5,370559,7377662,7007103,2,547481
6,462499,7833377,7370878,2,519951
7,549992,8275351,7725359,2,496558
8,637449,8716342,8078893,2,479887
9,724961,9158343,8433382,2,468521
10,856643,9597261,8740618,2,459640
11,4572565,10033800,5461235,2,452710
12,4845056,10760110,5915054,2,534790
13,5461000,11471116,6010116,2,587654
14,6078099,12398003,6319904,2,689424
15,6628497,13015233,6386736,2,667766
16,7162195,13572452,6410257,2,634602
17,7650920,14129690,6478770,2,611392
18,8113367,14650897,6537530,2,584337
19,8547744,15125435,6577691,2,551397
20,8991455,15632274,6640819,2,538029
21,9564093,16316662,6752569,2,581937
22,10413833,17238794,6824961,2,683995
23,11086892,17883703,6796811,2,672269
24,12004419,18441805,6437386,2,638019
25,12635694,18983577,6347883,2,609145
26,12964582,19471480,6506898,2,572772
27,13387034,19920599,6533565,2,535676
28,13841277,20424156,6582879,2,526040
29,14435952,21221408,6785456,2,607404
30,15366406,22104397,6737991,2,690079
31,16048418,22781874,6733456,2,686298
32,16893116,23341533,6448417,2,648306
33,17509007,23890829,6381822,2,618603
34,17964722,24386719,6421997,2,581789
35,18369258,24839113,6469855,2,542970
36,18774715,25308172,6533457,2,520797
37,19257396,26095118,6837722,2,600641
38,20156876,27068546,6911670,2,712477
39,20875467,27625759,6750292,2,665898
40,21720739,28183005,6462266,2,633302
41,22398973,28691900,6292927,2,595980
42,22843524,29161559,6318035,2,558083
43,23253262,29606525,6353263,2,524148
44,23684695,30036009,6351314,2,495749
45,24159978,30574178,6414200,2,508475
46,25039819,31335951,6296132,2,584464
47,25769177,31897862,6128685,2,577698
48,26683930,32432076,5748146,2,564653
49,27184580,32909120,5724540,2,538370
50,27665143,33349760,5684617,2,509051
