it,start,end,latency,sol,period
1,0,2112726,2112726,2,586650
2,99777,2699376,2599599,2,586650
3,211534,3257218,3045684,2,578007
4,319783,3763016,3443233,2,556344
5,417304,4241269,3823965,2,532917
6,544278,4701417,4157139,2,511086
7,643112,5152276,4509164,2,493018
8,770668,5605049,4834381,2,480944
9,934679,6056754,5122075,2,472172
10,1064504,6506958,5442454,2,465582
11,1733780,6958196,5224416,2,461278
12,1819626,7409535,5589909,2,458296
13,2383649,7874742,5491093,2,460369
14,2990283,8341858,5351575,2,462393
15,3552217,8845130,5292913,2,474657
16,4066089,9388048,5321959,2,495135
17,4498005,9952677,5454672,2,515983
18,4985681,10510639,5524958,2,528577
19,5396753,11068543,5671790,2,537375
20,5839661,11587011,5747350,2,531703
21,6315684,12056888,5741204,2,513155
22,6796345,12506675,5710330,2,494144
23,7228786,12952997,5724211,2,479797
24,7671928,13399136,5727208,2,469700
25,8155645,13900521,5744876,2,479205
26,8609839,14479038,5869199,2,508999
27,9099470,15053976,5954506,2,528780
28,9661607,15611911,5950304,2,537527
29,10217938,16171370,5953432,2,544106
30,10789401,16701902,5912501,2,540034
31,11300019,17178139,5878120,2,520895
32,11832303,17630008,5797705,2,500187
33,12303025,18077695,5774670,2,484437
34,12753436,18525580,5772144,2,473471
35,13184646,18975354,5790708,2,466362
36,13670164,19426861,5756697,2,461905
37,14165057,19875540,5710483,2,457937
38,14759045,20323428,5564383,2,454922
39,15287013,20769838,5482825,2,452368
40,15876176,21339066,5462890,2,487426
41,16442128,21899668,5457540,2,509379
42,16962212,22457694,5495482,2,523973
43,17454369,23006414,5552045,2,531397
44,17912643,23495703,5583060,2,518764
45,18342656,23945899,5603243,2,498194
46,18804217,24371682,5567465,2,476470
47,19240842,24797985,5557143,2,461420
48,19703215,25224263,5521048,2,450877
49,20149541,25651045,5501504,2,443649
50,20584351,26078784,5494433,2,438876
