it,start,end,latency,sol,period
1,0,1917786,1917786,2,613176
2,88964,2530962,2441998,2,613176
3,200969,3070639,2869670,2,591126
4,369402,3579434,3210032,2,566426
5,568964,4121217,3552253,2,559033
6,856964,4703298,3846334,2,565947
7,1148972,5240100,4091128,2,557204
8,1524970,5786061,4261091,2,553831
9,1868969,6324166,4455197,2,549113
10,2200964,6873024,4672060,2,549036
11,2639111,7414445,4775334,2,546752
12,3181232,7958235,4777003,2,545863
13,3726217,8495598,4769381,2,543313
14,4263566,9038622,4775056,2,543226
15,4809659,9563730,4754071,2,537790
16,5347454,10116197,4768743,2,542193
17,5912245,10653831,4741586,2,540825
18,6436689,11151749,4715060,2,527953
19,6977727,11751450,4773723,2,549477
20,7524687,12291035,4766348,2,546509
21,8061230,12834975,4773745,2,545738
22,8602758,13323832,4721074,2,528674
23,9150750,13918140,4767390,2,548364
24,9690750,14461890,4771140,2,546980
25,10230649,15003868,4773219,2,545479
26,10783956,15549728,4765772,2,545593
27,11317304,16039572,4722268,2,528868
28,11859945,16608005,4748060,2,540738
29,12405394,17157139,4751745,2,543256
30,12964432,17703565,4739133,2,544207
31,13484185,18247290,4763105,2,544062
32,14036695,18797722,4761027,2,545973
33,14576981,19327484,4750503,2,541110
34,15116799,19816682,4699883,2,525536
35,15660479,20424382,4763903,2,550185
36,16197274,20969966,4772692,2,548805
37,16746325,21452386,4706061,2,528889
38,17287954,22039565,4751611,2,546376
39,17820704,22567625,4746921,2,540881
40,18365342,23098129,4732787,2,537768
41,18911946,23668567,4756621,2,547569
42,19450000,24222427,4772427,2,549456
43,19991857,24777812,4785955,2,551234
44,20543952,25312972,4769020,2,546412
45,21100293,25869064,4768771,2,549316
46,21630728,26390281,4759553,2,540886
47,22171693,26872569,4700876,2,523306
48,22719948,27477726,4757778,2,547861
49,23267948,27991486,4723538,2,537631
50,23807958,28554313,4746355,2,545190
51,24348587,29105714,4757127,2,547053
52,24899948,29632566,4732618,2,540992
53,25443948,30181783,4737835,2,543460
54,25977340,30717783,4740443,2,541222
55,26527948,31264716,4736768,2,542935
56,27068409,31795412,4727003,2,539263
57,27607945,32355381,4747436,2,545475
58,28151948,32824743,4672795,2,522641
59,28696451,33372941,4676490,2,530308
60,29231948,33985784,4753836,2,555068
61,29776356,34492399,4716043,2,540532
62,30319949,35069724,4749775,2,551570
63,30863945,35563599,4699654,2,534261
64,31399948,36157721,4757773,2,552219
65,31943948,36697349,4753401,2,548442
66,32491947,37234503,4742556,2,545055
67,33027946,37779306,4751360,2,544979
68,33575945,38283112,4707167,2,532627
69,34119950,38869817,4749867,2,548850
70,34659949,39406929,4746980,2,545329
71,35199945,39943580,4743635,2,542725
72,35744073,40493114,4749041,2,544768
73,36277808,41034681,4756873,2,543807
74,36823946,41573730,4749784,2,542380
75,37371948,42121725,4749777,2,544064
76,37911947,42657052,4745105,2,541443
77,38448810,43188463,4739653,2,538433
78,38991948,43727572,4735624,2,538636
79,39531952,44287548,4755596,2,545038
80,40073416,44827184,4753768,2,543417
81,40619949,45327775,4707826,2,530569
82,41163948,45878127,4714179,2,536504
83,41708078,46456426,4748348,2,549042
84,42259945,47001709,4741764,2,547914
85,42780870,47540424,4759554,2,545154
86,43340208,48081714,4741506,2,543995
87,43869097,48618661,4749564,2,541880
88,44421122,49169172,4748050,2,544469
89,44957637,49717444,4759807,2,545610
90,45502753,50225217,4722464,2,534259
91,46041152,50782026,4740874,2,541024
92,46596542,51319681,4723139,2,540013
93,47127946,51835341,4707395,2,532707
94,47661296,52347014,4685718,2,526397
95,48205386,52855720,4650334,2,521089
96,48749845,53374439,4624594,2,520378
97,49291947,53864303,4572356,2,511224
98,49843948,54301701,4457753,2,489076
99,50384334,54543206,4158872,2,414804
100,50916618,54695310,3778692,2,335994
