it,start,end,latency,sol,period
1,0,102170,102170,1,62381
2,14927,164551,149624,1,62381
3,25208,216751,191543,1,59326
4,35524,267486,231962,1,56749
5,45819,318376,272557,1,54991
6,56079,369156,313077,1,53728
7,66256,420309,354053,1,52955
8,89918,470934,381016,1,52256
9,100106,521519,421413,1,51754
10,133400,572471,439071,1,51514
11,185522,623525,438003,1,51376
12,236915,674666,437751,1,51305
13,287802,725353,437551,1,51119
14,338598,776414,437816,1,51102
15,389517,827394,437877,1,51065
16,440296,878369,438073,1,51038
17,490894,929263,438369,1,50995
18,541795,980010,438215,1,50920
19,592698,1030957,438259,1,50928
20,644037,1081774,437737,1,50895
21,694752,1132579,437827,1,50868
22,745713,1183373,437660,1,50845
23,796627,1234958,438331,1,51067
24,847844,1285925,438081,1,51037
25,898636,1336529,437893,1,50907
26,949446,1387424,437978,1,50903
27,1000445,1438559,438114,1,50973
28,1051261,1489158,437897,1,50860
29,1101962,1539844,437882,1,50808
30,1152677,1590459,437782,1,50750
31,1204062,1641326,437264,1,50785
32,1255205,1692372,437167,1,50863
33,1305939,1743321,437382,1,50889
34,1356921,1794266,437345,1,50905
35,1407856,1845541,437685,1,51016
36,1458446,1896556,438110,1,51016
37,1509090,1947482,438392,1,50989
38,1559839,1998582,438743,1,51022
39,1610759,2049564,438805,1,51010
40,1661776,2100440,438664,1,50969
41,1712702,2151439,438737,1,50978
42,1763528,2202517,438989,1,51008
43,1814821,2253127,438306,1,50888
44,1865895,2303652,437757,1,50779
45,1917029,2354521,437492,1,50806
46,1967888,2405649,437761,1,50902
47,2018932,2456583,437651,1,50912
48,2069755,2507391,437636,1,50880
49,2120807,2558291,437484,1,50886
50,2171778,2609508,437730,1,50985
51,2222346,2660101,437755,1,50867
52,2273016,2710839,437823,1,50828
53,2323851,2761348,437497,1,50732
54,2374708,2812239,437531,1,50780
55,2426000,2863091,437091,1,50801
56,2476878,2913663,436785,1,50732
57,2527787,2964472,436685,1,50755
58,2578784,3015518,436734,1,50842
59,2629470,3066893,437423,1,51002
60,2680119,3117555,437436,1,50900
61,2730801,3168604,437803,1,50944
62,2781613,3219422,437809,1,50906
63,2832421,3270048,437627,1,50822
64,2883044,3320893,437849,1,50829
65,2933881,3371626,437745,1,50800
66,2984655,3422257,437602,1,50749
67,3036213,3472988,436775,1,50744
68,3086966,3523362,436396,1,50633
69,3137860,3574315,436455,1,50729
70,3188726,3625556,436830,1,50882
71,3239347,3676421,437074,1,50877
72,3290142,3727452,437310,1,50923
73,3340920,3778113,437193,1,50844
74,3391654,3828835,437181,1,50807
75,3442238,3879671,437433,1,50816
76,3492840,3930392,437552,1,50787
77,3543733,3981331,437598,1,50833
78,3594661,4032213,437552,1,50847
79,3645854,4083022,437168,1,50836
80,3696728,4133575,436847,1,50751
81,3747411,4184585,437174,1,50828
82,3798123,4235523,437400,1,50861
83,3849006,4286203,437197,1,50807
84,3899678,4337022,437344,1,50810
85,3950584,4388302,437718,1,50951
86,4001547,4438849,437302,1,50830
87,4052256,4489794,437538,1,50864
88,4103032,4540637,437605,1,50858
89,4153853,4591198,437345,1,50768
90,4204781,4642065,437284,1,50798
91,4255578,4692692,437114,1,50746
92,4306420,4743312,436892,1,50708
93,4357531,4794069,436538,1,50723
94,4408330,4845464,437134,1,50924
95,4459158,4896807,437649,1,51050
96,4509971,4947638,437667,1,50984
97,4560519,4998668,438149,1,50998
98,4611369,5050622,439253,1,51284
99,4662012,5102382,440370,1,51427
100,4712748,5153885,441137,1,51450
101,4763547,5205522,441975,1,51506
102,4814684,5256876,442192,1,51460
103,4866042,5308357,442315,1,51466
104,4917078,5359462,442384,1,51358
105,4967872,5410647,442775,1,51306
106,5019435,5461830,442395,1,51269
107,5071270,5512184,440914,1,50994
108,5512974,5590002,77028,1,59041
109,5522973,5642271,119298,1,57009
110,5533475,5694579,161104,1,55599
111,5543910,5745795,201885,1,54284
112,5556385,5796673,240288,1,53262
113,5566711,5847438,280727,1,52513
114,5577050,5898033,320983,1,51937
115,5589445,5948632,359187,1,51536
116,5599674,5999309,399635,1,51278
117,5642275,6050886,408611,1,51367
118,5684272,6101566,417294,1,51161
119,5735500,6152299,416799,1,51033
120,5786358,6203225,416867,1,51000
121,5837151,6253810,416659,1,50876
122,5887724,6304279,416555,1,50753
