it,start,end,latency,sol,period
1,0,87272,87272,1,50591
2,15110,137863,122753,1,50591
3,25259,188471,163212,1,50596
4,35893,239135,203242,1,50616
5,66754,288498,221744,1,50240
6,117494,337872,220378,1,49980
7,168101,387221,219120,1,49791
8,218715,436652,217937,1,49683
9,268166,486158,217992,1,49629
10,317556,535680,218124,1,49597
11,366954,585113,218159,1,49548
12,416323,635579,219256,1,49823
13,465789,685443,219654,1,49835
14,515321,735298,219977,1,49841
15,564863,784649,219786,1,49694
16,615209,834067,218858,1,49611
17,665139,883475,218336,1,49550
18,715011,932868,217857,1,49503
19,764398,982266,217868,1,49471
20,813738,1031780,218042,1,49484
21,863151,1081163,218012,1,49453
22,912575,1130542,217967,1,49431
23,961966,1179884,217918,1,49404
24,1011431,1230222,218791,1,49684
25,1060863,1280032,219169,1,49722
26,1110258,1329879,219621,1,49759
27,1159611,1379469,219858,1,49708
28,1209835,1429028,219193,1,49663
29,1259666,1479471,219805,1,49897
30,1309606,1529397,219791,1,49906
31,1359179,1578920,219741,1,49791
32,1408558,1628306,219748,1,49669
33,1459168,1677676,218508,1,49579
34,1509127,1727113,217986,1,49536
35,1558665,1776640,217975,1,49533
36,1608077,1826988,218911,1,49778
37,1657431,1876827,219396,1,49796
38,1706819,1926658,219839,1,49806
39,1756409,1976190,219781,1,49724
40,1806463,2025539,219076,1,49611
41,1856581,2074933,218352,1,49546
42,1906394,2124376,217982,1,49515
43,1955920,2173719,217799,1,49463
44,2005270,2223220,217950,1,49474
45,2054658,2272653,217995,1,49462
46,2104113,2322048,217935,1,49442
47,2153515,2371830,218315,1,49544
48,2202810,2421842,219032,1,49684
49,2252376,2471572,219196,1,49698
50,2301716,2521424,219708,1,49744
51,2351497,2571074,219577,1,49715
52,2401434,2620412,218978,1,49602
53,2451303,2669724,218421,1,49515
54,2501194,2719122,217928,1,49480
55,2550815,2768462,217647,1,49438
56,2600171,2817780,217609,1,49402
57,2649498,2867189,217691,1,49404
58,2698848,2916650,217802,1,49421
59,2748187,2966016,217829,1,49404
60,2797528,3015837,218309,1,49529
61,2846941,3065559,218618,1,49587
62,2896381,3114981,218600,1,49537
63,2945740,3164340,218600,1,49484
64,2995096,3213653,218557,1,49432
65,3045336,3263133,217797,1,49446
66,3094723,3312515,217792,1,49427
67,3144102,3361799,217697,1,49384
68,3193427,3411172,217745,1,49380
69,3242903,3460548,217645,1,49379
70,3292242,3510018,217776,1,49406
71,3341604,3559481,217877,1,49423
72,3390916,3609140,218224,1,49494
73,3440298,3659156,218858,1,49650
74,3489750,3709162,219412,1,49757
75,3539210,3759608,220398,1,49963
