it,start,end,latency,sol,period
1,0,121712,121712,1,51320
2,15435,173032,157597,1,51320
3,29957,224322,194365,1,51311
4,44340,275116,230776,1,51155
5,58666,326079,267413,1,51098
6,71645,376958,305313,1,51032
7,81891,427679,345788,1,50938
8,92155,478253,386098,1,50829
9,102463,528974,426511,1,50796
10,138108,579687,441579,1,50771
11,189798,630744,440946,1,50857
12,240667,681262,440595,1,50755
13,291608,732083,440475,1,50775
14,342510,782807,440297,1,50759
15,393271,833489,440218,1,50736
16,443875,884326,440451,1,50766
17,494577,934984,440407,1,50734
18,545295,985763,440468,1,50747
19,595930,1036582,440652,1,50768
20,646853,1087288,440435,1,50750
21,697705,1138055,440350,1,50755
22,748381,1188861,440480,1,50770
23,799075,1240065,440990,1,50900
24,849844,1290867,441023,1,50870
25,900581,1341585,441004,1,50825
26,951321,1392364,441043,1,50811
27,1002177,1443129,440952,1,50797
28,1052825,1493815,440990,1,50763
29,1103625,1544592,440967,1,50767
30,1154408,1595223,440815,1,50726
31,1205527,1645964,440437,1,50731
32,1256355,1696679,440324,1,50726
33,1307127,1747443,440316,1,50737
34,1357878,1798096,440218,1,50712
35,1408692,1849402,440710,1,50890
36,1459327,1900567,441240,1,50972
37,1510130,1951892,441762,1,51078
38,1560790,2002796,442006,1,51026
39,1611508,2053490,441982,1,50926
40,1662198,2104562,442364,1,50970
41,1712989,2155317,442328,1,50905
42,1763584,2206171,442587,1,50890
43,1814754,2256729,441975,1,50790
44,1865831,2307603,441772,1,50815
45,1917142,2358302,441160,1,50780
46,1968381,2409430,441049,1,50884
47,2019058,2460369,441311,1,50901
48,2069962,2510641,440679,1,50712
49,2120870,2561455,440585,1,50742
50,2171654,2612273,440619,1,50765
51,2222326,2663066,440740,1,50773
52,2273115,2713820,440705,1,50767
53,2323850,2764375,440525,1,50703
54,2374605,2815145,440540,1,50723
55,2425812,2865870,440058,1,50724
56,2476199,2916660,440461,1,50743
57,2526998,2967471,440473,1,50764
58,2577725,3019018,441293,1,50998
59,2628625,3069783,441158,1,50928
60,2679303,3121003,441700,1,51016
61,2729914,3172309,442395,1,51103
62,2780642,3223055,442413,1,50995
63,2831431,3273795,442364,1,50919
64,2882207,3324416,442209,1,50829
65,2933013,3375238,442225,1,50827
66,2983872,3426058,442186,1,50825
67,3035441,3476649,441208,1,50754
68,3086296,3527305,441009,1,50725
69,3137448,3578137,440689,1,50757
70,3188595,3629312,440717,1,50882
71,3239353,3680082,440729,1,50848
72,3290042,3730850,440808,1,50824
73,3340843,3781659,440816,1,50819
74,3391617,3832411,440794,1,50799
75,3442253,3883127,440874,1,50774
76,3492900,3933934,441034,1,50784
77,3543708,3984730,441022,1,50787
78,3594540,4035627,441087,1,50820
79,3645668,4086480,440812,1,50830
80,3696441,4137283,440842,1,50822
81,3747201,4188151,440950,1,50835
82,3797935,4238997,441062,1,50838
83,3848733,4289814,441081,1,50832
84,3899475,4340538,441063,1,50799
85,3950299,4391250,440951,1,50773
86,4001093,4442048,440955,1,50780
87,4051947,4492748,440801,1,50756
88,4102796,4543398,440602,1,50724
89,4153670,4594097,440427,1,50716
90,4204288,4644857,440569,1,50729
91,4255308,4695347,440039,1,50657
92,4306063,4746246,440183,1,50730
93,4356844,4796922,440078,1,50713
94,4407642,4848307,440665,1,50915
95,4458357,4899101,440744,1,50878
96,4509011,4949731,440720,1,50804
97,4559697,5000385,440688,1,50759
98,4610453,5051027,440574,1,50724
99,4660905,5101849,440944,1,50753
100,4711789,5152909,441120,1,50845
101,4762495,5203812,441317,1,50862
102,4813781,5254374,440593,1,50772
103,4864660,5305200,440540,1,50788
104,4915327,5355821,440494,1,50738
105,4965809,5406718,440909,1,50785
106,5016594,5457748,441154,1,50859
107,5067353,5508681,441328,1,50881
108,5118316,5560113,441797,1,51046
109,5169259,5610996,441737,1,50997
110,5219947,5661700,441753,1,50909
111,5270650,5712399,441749,1,50846
112,5321415,5763054,441639,1,50788
113,5371968,5813836,441868,1,50786
114,5423234,5864668,441434,1,50800
115,5473980,5915367,441387,1,50769
116,5525369,5966093,440724,1,50756
117,5576605,6017190,440585,1,50858
118,5627314,6068144,440830,1,50887
119,5677997,6119466,441469,1,51017
120,5728662,6170630,441968,1,51061
121,5779378,6221525,442147,1,51011
122,5830223,6272334,442111,1,50950
123,5880921,6323077,442156,1,50888
124,5931633,6373919,442286,1,50874
125,5982201,6424678,442477,1,50839
126,6033737,6475571,441834,1,50855
127,6084712,6526367,441655,1,50837
128,6135879,6577108,441229,1,50808
129,6187038,6628186,441148,1,50889
130,6237872,6678926,441054,1,50844
131,6288621,6729662,441041,1,50812
132,6339449,6780312,440863,1,50763
133,6390180,6831086,440906,1,50766
134,6441023,6881874,440851,1,50773
135,6491936,6932649,440713,1,50773
136,6542679,6983179,440500,1,50700
137,6593116,7033783,440667,1,50671
138,6644524,7084359,439835,1,50642
139,6695190,7135020,439830,1,50648
140,6745975,7185766,439791,1,50677
141,6796673,7236795,440122,1,50783
142,6847474,7287855,440381,1,50866
143,6898248,7339162,440914,1,50998
144,6948793,7390008,441215,1,50952
145,6999357,7440708,441351,1,50876
146,7049934,7491317,441383,1,50796
147,7100643,7542086,441443,1,50788
148,7151363,7592879,441516,1,50789
149,7202016,7643698,441682,1,50798
150,7253202,7694427,441225,1,50777
151,7304436,7745055,440619,1,50732
152,7355466,7795753,440287,1,50722
153,7406278,7847254,440976,1,50955
154,7456863,7897981,441118,1,50887
155,7507710,7948742,441032,1,50849
156,7558397,7999342,440945,1,50774
157,7609234,8050378,441144,1,50852
158,7659969,8101282,441313,1,50868
159,7710635,8152104,441469,1,50854
160,7761272,8203013,441741,1,50870
161,7812640,8253704,441064,1,50816
162,7863503,8304409,440906,1,50783
163,7914287,8355205,440918,1,50787
164,7964887,8405794,440907,1,50727
165,8015900,8457142,441242,1,50913
166,8066736,8508083,441347,1,50921
167,8117731,8559328,441597,1,51018
168,8168501,8610157,441656,1,50961
169,8219285,8660769,441484,1,50856
170,8269892,8711463,441571,1,50808
171,8320839,8762292,441453,1,50814
172,8371374,8813007,441633,1,50784
173,8422478,8863883,441405,1,50811
174,8473375,8914662,441287,1,50802
175,8524617,8965354,440737,1,50769
176,8575700,9016432,440732,1,50861
177,8626374,9067371,440997,1,50884
178,8677018,9118666,441648,1,51007
179,8727836,9169827,441991,1,51053
180,8778546,9220549,442003,1,50954
181,8829448,9271309,441861,1,50896
182,8880201,9322016,441815,1,50839
183,8930917,9372588,441671,1,50759
184,8981562,9423374,441812,1,50767
185,9032888,9474016,441128,1,50729
186,9083929,9524702,440773,1,50716
187,9135090,9575306,440216,1,50682
188,9185994,9626669,440675,1,50886
189,9236910,9677563,440653,1,50888
190,9287562,9728186,440624,1,50809
191,9338214,9778909,440695,1,50783
192,9388955,9829660,440705,1,50773
193,9439637,9880484,440847,1,50788
194,9490276,9931181,440905,1,50761
195,9540907,9981889,440982,1,50745
196,9591657,10029779,438122,1,49888
197,9643131,10081744,438613,1,50511
198,9693743,10133422,439679,1,50861
199,9744516,10184806,440290,1,51018
200,9795233,10236547,441314,1,51235
201,9846079,10288102,442023,1,51331
202,9896777,10339591,442814,1,51378
203,9947511,10390928,443417,1,51366
204,9998331,10441862,443531,1,51236
205,10050508,10492334,441826,1,51007
206,10493083,10590851,97768,1,65260
207,10503075,10643084,140009,1,61351
208,10513685,10694885,181200,1,58486
209,10524007,10745529,221522,1,56133
210,10534261,10796462,262201,1,54573
211,10544567,10848029,303462,1,53671
212,10554790,10898790,344000,1,52798
213,10565101,10949779,384678,1,52255
214,10575396,11000610,425214,1,51828
215,10612865,11051539,438674,1,51558
216,10664273,11102332,438059,1,51328
217,10715084,11153331,438247,1,51229
218,10766055,11204096,438041,1,51090
219,10817429,11255135,437706,1,51074
