it,start,end,latency,sol
1,0,111987,111987,1
2,16130,177754,161624,1
3,28882,239219,210337,1
4,41560,307497,265937,1
5,54060,371299,317239,1
6,66737,435270,368533,1
7,79029,499045,420016,1
8,91379,562917,471538,1
9,103712,616670,512958,1
10,116079,692035,575956,1
11,126166,756311,630145,1
12,138417,804025,665608,1
13,148667,884037,735370,1
14,158905,948231,789326,1
15,169182,1012164,842982,1
16,179413,1076194,896781,1
17,189662,1140270,950608,1
18,201941,1204565,1002624,1
19,212192,1269023,1056831,1
20,261813,1333215,1071402,1
21,325670,1397145,1071475,1
22,389578,1461179,1071601,1
23,453342,1525200,1071858,1
24,517347,1589288,1071941,1
25,581331,1652964,1071633,1
26,646409,1717091,1070682,1
27,710445,1781171,1070726,1
28,774320,1845513,1071193,1
29,838342,1909735,1071393,1
30,902498,1973823,1071325,1
31,966534,2038147,1071613,1
32,1030641,2102150,1071509,1
33,1094563,2166035,1071472,1
34,1158602,2229858,1071256,1
35,1223269,2293712,1070443,1
36,1287615,2353734,1066119,1
37,1351519,2420300,1068781,1
38,1415542,2486606,1071064,1
39,1479598,2550617,1071019,1
40,1543630,2614747,1071117,1
41,1607379,2678437,1071058,1
42,1671541,2742486,1070945,1
43,1735552,2806464,1070912,1
44,1799801,2870315,1070514,1
45,1864116,2934645,1070529,1
46,1928072,2998542,1070470,1
47,1992343,3063367,1071024,1
48,2056505,3127259,1070754,1
49,2120452,3190903,1070451,1
50,2184297,3255006,1070709,1
51,2248130,3318975,1070845,1
52,2312078,3382621,1070543,1
53,2376214,3446707,1070493,1
54,2441019,3511070,1070051,1
55,2504972,3575037,1070065,1
56,2568994,3623629,1054635,1
57,2632850,3703594,1070744,1
58,2696805,3767448,1070643,1
59,2760755,3831596,1070841,1
60,2824705,3895575,1070870,1
61,2888935,3959644,1070709,1
62,2952890,4023758,1070868,1
63,3017662,4087930,1070268,1
64,3081525,4151949,1070424,1
65,3145365,4216630,1071265,1
66,3209340,4280790,1071450,1
67,3273188,4344746,1071558,1
68,3337103,4408826,1071723,1
69,3401144,4472641,1071497,1
70,3465247,4536839,1071592,1
71,3529493,4600873,1071380,1
72,3593476,4664829,1071353,1
73,3657900,4728906,1071006,1
74,3721828,4792744,1070916,1
75,3785864,4857380,1071516,1
76,3849779,4921459,1071680,1
77,3914099,4985413,1071314,1
78,3977815,5049330,1071515,1
79,4042211,5114887,1072676,1
80,4106409,5180081,1073672,1
81,4170284,5245326,1075042,1
82,4235107,5310418,1075311,1
83,4299105,5375390,1076285,1
84,4363156,5440888,1077732,1
85,4427108,5506025,1078917,1
86,4491180,5571020,1079840,1
87,4555212,5636009,1080797,1
88,4619196,5700903,1081707,1
89,4683248,5765723,1082475,1
90,4747208,5831035,1083827,1
91,4811750,5896039,1084289,1
92,4875834,5961406,1085572,1
93,4939757,6025416,1085659,1
94,5003731,6093045,1089314,1
95,5068495,6158606,1090111,1
96,5134654,6207327,1072673,1
97,6208546,6337388,128842,2
98,6231609,6404072,172463,2
99,6254577,6470520,215943,2
100,6277299,6537106,259807,2
101,6300043,6603323,303280,2
102,6322845,6669886,347041,2
103,6345813,6735977,390164,2
104,6368367,6802037,433670,2
105,6391198,6868053,476855,2
106,6414030,6934203,520173,2
107,6436795,6999944,563149,2
108,6459674,7065860,606186,2
109,6482511,7131779,649268,2
110,6503038,7197669,694631,2
111,6523826,7263884,740058,2
112,6546782,7330016,783234,2
113,6567391,7395907,828516,2
114,6613195,7461788,848593,2
115,6679408,7527829,848421,2
116,6745347,7593695,848348,2
117,6811430,7659767,848337,2
118,6877440,7725701,848261,2
119,6943309,7791603,848294,2
120,7009211,7857941,848730,2
121,7075110,7924160,849050,2
122,7141048,7990343,849295,2
123,7206975,8056306,849331,2
124,7273291,8122299,849008,2
125,7339305,8188088,848783,2
126,7405155,8254274,849119,2
127,7471192,8320324,849132,2
128,7537070,8386389,849319,2
129,7603138,8452375,849237,2
130,7668986,8518678,849692,2
131,7735046,8584641,849595,2
132,7800988,8650746,849758,2
133,7867550,8716752,849202,2
134,7933550,8782573,849023,2
135,7999636,8848334,848698,2
136,8065639,8914518,848879,2
137,8131664,8980405,848741,2
138,8197677,9042506,844829,2
139,8263670,9112937,849267,2
140,8329719,9179090,849371,2
141,8395679,9241081,845402,2
142,8461899,9310845,848946,2
143,8528038,9376761,848723,2
144,8593973,9442926,848953,2
145,8660020,9508660,848640,2
146,8725845,9574773,848928,2
147,8791838,9641021,849183,2
148,8857886,9707055,849169,2
149,8923741,9773094,849353,2
150,8989708,9839093,849385,2
151,9056294,9904912,848618,2
152,9122372,9971196,848824,2
153,9188355,10037058,848703,2
154,9254367,10103240,848873,2
155,9320367,10169144,848777,2
156,9386246,10235316,849070,2
157,9452091,10301383,849292,2
158,9518078,10367304,849226,2
159,9583982,10433127,849145,2
160,9650474,10498939,848465,2
161,9716386,10564923,848537,2
162,9782389,10631118,848729,2
163,9848277,10696747,848470,2
164,9914513,10762949,848436,2
165,9980615,10829044,848429,2
166,10046572,10895357,848785,2
167,10112387,10961340,848953,2
168,10178340,11027410,849070,2
169,10244672,11093308,848636,2
170,10310573,11159172,848599,2
171,10376473,11225048,848575,2
172,10442451,11291114,848663,2
173,10508375,11357076,848701,2
174,10574496,11423053,848557,2
175,10640344,11488752,848408,2
176,10706301,11554841,848540,2
177,10772273,11620519,848246,2
178,10838672,11686678,848006,2
179,10904671,11752528,847857,2
180,10970731,11818421,847690,2
181,11036661,11884631,847970,2
182,11102522,11950850,848328,2
183,11168490,12016804,848314,2
184,11234437,12082892,848455,2
185,11300427,12133046,832619,2
186,11366376,12214817,848441,2
187,11432229,12280659,848430,2
188,11498185,12346673,848488,2
189,11564039,12412468,848429,2
190,11630020,12478558,848538,2
191,11695930,12544447,848517,2
192,11761835,12610430,848595,2
193,11827960,12676169,848209,2
194,11894101,12741853,847752,2
195,11960205,12807889,847684,2
196,12026221,12873681,847460,2
197,12092255,12939748,847493,2
198,12158132,13005639,847507,2
199,12224108,13071763,847655,2
200,12290052,13137683,847631,2
201,12356054,13203702,847648,2
202,12421896,13269860,847964,2
203,12487872,13335600,847728,2
204,12553678,13401657,847979,2
205,12619466,13467436,847970,2
206,12685392,13533612,848220,2
207,12751200,13599469,848269,2
208,12817121,13665332,848211,2
209,12883056,13731403,848347,2
210,12948944,13797520,848576,2
211,13015072,13863358,848286,2
212,13081069,13929276,848207,2
213,13147056,13995339,848283,2
214,13213209,14061206,847997,2
215,13278934,14127353,848419,2
216,13344882,14193170,848288,2
217,13410875,14259063,848188,2
218,13476827,14325142,848315,2
219,13542804,14391101,848297,2
220,13608691,14456839,848148,2
221,13674799,14523031,848232,2
222,13740626,14588865,848239,2
223,13806701,14655008,848307,2
224,13872665,14720934,848269,2
225,13938657,14786892,848235,2
226,14004575,14852834,848259,2
227,14070677,14918926,848249,2
228,14136598,14984731,848133,2
229,14202579,15050650,848071,2
230,14268512,15116499,847987,2
231,14334409,15182559,848150,2
