it,start,end,latency,execution,sol
1,0,58199,58199,72733,1
2,14581,87955,73374,39758,1
3,24621,117239,92618,39165,1
4,34526,148602,114076,41148,1
5,44316,177943,133627,49323,1
6,64304,207323,143019,39044,1
7,73971,236554,162583,43220,1
8,87963,263604,175641,36671,1
9,97588,292317,194729,38454,1
10,107333,321027,213694,40431,1
11,119058,349754,230696,38413,1
12,128748,378493,249745,38484,1
13,138497,407324,268827,38569,1
14,148240,435996,287756,38390,1
15,157961,464704,306743,38422,1
16,167678,493392,325714,38434,1
17,177427,522136,344709,38470,1
18,187156,550919,363763,38555,1
19,196932,579673,382741,38546,1
20,206727,608820,402093,38732,1
21,216315,637726,421411,38575,1
22,225990,666468,440478,38511,1
23,235763,695180,459417,38331,1
24,245385,723947,478562,46925,1
25,263548,752668,489120,57431,1
26,292262,781373,489111,57406,1
27,320967,810056,489089,57401,1
28,349689,838764,489075,57466,1
29,378451,867497,489046,57534,1
30,407256,896297,489041,57468,1
31,435928,925033,489105,57454,1
32,464651,953780,489129,57450,1
33,493358,982440,489082,57377,1
34,522079,1011159,489080,57495,1
35,550859,1039919,489060,57510,1
36,579613,1068746,489133,58037,1
37,608829,1097482,488653,57566,1
38,637663,1126157,488494,57405,1
39,666398,1154888,488490,57440,1
40,695112,1183597,488485,57479,1
41,723886,1212875,488989,58018,1
42,752630,1241764,489134,57576,1
43,781322,1270555,489233,57442,1
44,809977,1299285,489308,57451,1
45,838702,1327989,489287,57421,1
46,867424,1356681,489257,57522,1
47,896259,1385443,489184,57471,1
48,924972,1414239,489267,57542,1
49,953723,1442998,489275,57435,1
50,982403,1471691,489288,57397,1
51,1011112,1500395,489283,57439,1
52,1039852,1529067,489215,57490,1
53,1068675,1557813,489138,57506,1
54,1097440,1586569,489129,57430,1
55,1126118,1615357,489239,57485,1
56,1154820,1644044,489224,57390,1
57,1183528,1672747,489219,57990,1
58,1212821,1701465,488644,57619,1
59,1241726,1730217,488491,57514,1
60,1270493,1758900,488407,57430,1
61,1299245,1787657,488412,57435,1
62,1327928,1817082,489154,58129,1
63,1356636,1845927,489291,57587,1
64,1385383,1874621,489238,57440,1
65,1414134,1903575,489441,57773,1
66,1442957,1932272,489315,57384,1
67,1471649,1961035,489386,57440,1
68,1500330,1989843,489513,57493,1
69,1529020,2018534,489514,57442,1
70,1557776,2047235,489459,57452,1
71,1586532,2075943,489411,57464,1
72,1615292,2104686,489394,57452,1
73,1644005,2133444,489439,57430,1
74,1672681,2162140,489459,57438,1
75,1701427,2190809,489382,57390,1
76,1730152,2219559,489407,57455,1
77,1758862,2248270,489408,57428,1
78,1787583,2277011,489428,58181,1
79,1817028,2305773,488745,57583,1
80,1845854,2334513,488659,57448,1
81,1874572,2363193,488621,57607,1
82,1903504,2391894,488390,57419,1
83,1932226,2421233,489007,58089,1
84,1960980,2450090,489110,57649,1
85,1989776,2478910,489134,57495,1
86,2018455,2507607,489152,57408,1
87,2047170,2536306,489136,57398,1
88,2075874,2564976,489102,57434,1
89,2104641,2593827,489186,57606,1
90,2133401,2622653,489252,57500,1
91,2162079,2651401,489322,57425,1
92,2190761,2680200,489439,57533,1
93,2219500,2709053,489553,57561,1
94,2248211,2737814,489603,57501,1
95,2276955,2766568,489613,57502,1
96,2305707,2795311,489604,57480,1
97,2334448,2824088,489640,57439,1
98,2363115,2852843,489728,57490,1
99,2391854,2881525,489671,58002,1
100,2421177,2910307,489130,57663,1
101,2450063,2939044,488981,57525,1
102,2478856,2967764,488908,57422,1
103,2507563,2996528,488965,57446,1
104,2536250,3025912,489662,58065,1
105,2564935,3054772,489837,57711,1
106,2593790,3083513,489723,57562,1
107,2622615,3112209,489594,57404,1
108,2651327,3140985,489658,57591,1
109,2680147,3169750,489603,57600,1
110,2708986,3198486,489500,57491,1
