it,start,end,latency,execution,sol
1,0,57903,57903,71659,1
2,13800,87273,73473,39030,1
3,23480,116568,93088,39296,1
4,33506,145945,112439,39221,1
5,43355,174914,131559,38698,1
6,53090,203872,150782,38786,1
7,62924,232881,169957,38682,1
8,72603,261656,189053,38443,1
9,82277,290295,208018,38354,1
10,91998,319034,227036,38381,1
11,101646,347753,246107,38389,1
12,111321,376407,265086,38372,1
13,121045,405055,284010,38285,1
14,130687,433743,303056,38434,1
15,140439,462515,322076,38331,1
16,150004,491203,341199,38113,1
17,159435,519948,360513,38424,1
18,169120,548664,379544,38283,1
19,178692,577375,398683,38135,1
20,188122,606330,418208,38587,1
21,197760,635340,437580,38583,1
22,207340,664195,456855,38281,1
23,216773,693130,476357,44784,1
24,232630,721774,489144,57381,1
25,261375,750465,489090,57374,1
26,290067,779268,489201,57539,1
27,318811,808065,489254,57481,1
28,347503,836878,489375,57478,1
29,376176,865509,489333,57308,1
30,404861,894273,489412,57441,1
31,433546,923242,489696,57703,1
32,462288,952148,489860,57574,1
33,490964,981006,490042,57591,1
34,519705,1009670,489965,57366,1
35,548415,1038356,489941,57388,1
36,577124,1067005,489881,57583,1
37,606070,1095705,489635,57724,1
38,635102,1124493,489391,57640,1
39,663962,1153165,489203,57578,1
40,692877,1181881,489004,57363,1
41,721532,1211118,489586,57911,1
42,750215,1240098,489883,57786,1
43,779029,1268865,489836,57561,1
44,807832,1297530,489698,57450,1
45,836625,1326306,489681,57436,1
46,865293,1355013,489720,57454,1
47,894047,1383689,489642,57612,1
48,922991,1412431,489440,57638,1
49,951895,1441127,489232,57547,1
50,980754,1469781,489027,57332,1
51,1009440,1498444,489004,57343,1
52,1038127,1527215,489088,57408,1
53,1066773,1555874,489101,57341,1
54,1095462,1584553,489091,57470,1
55,1124261,1613199,488938,57327,1
56,1152950,1641886,488936,57359,1
57,1181630,1670575,488945,57908,1
58,1210858,1699228,488370,57658,1
59,1239870,1727918,488048,57447,1
60,1268636,1756621,487985,57349,1
61,1297290,1785356,488066,57492,1
62,1326055,1814838,488783,58182,1
63,1354763,1843635,488872,57477,1
64,1383452,1872388,488936,57496,1
65,1412203,1901027,488824,57328,1
66,1440900,1929753,488853,57362,1
67,1469544,1958495,488951,57405,1
68,1498215,1987383,489168,57636,1
69,1526970,2016217,489247,57496,1
70,1555639,2044863,489224,57310,1
71,1584311,2073510,489199,57295,1
72,1612967,2102200,489233,57369,1
73,1641654,2130952,489298,57434,1
74,1670344,2159686,489342,57412,1
75,1699030,2188396,489366,57348,1
76,1727676,2217095,489419,57388,1
77,1756373,2245740,489367,57373,1
78,1785108,2274394,489286,58128,1
79,1814590,2303096,488506,57507,1
80,1843403,2331840,488437,57471,1
81,1872148,2360513,488365,57304,1
82,1900787,2389202,488415,57400,1
83,1929506,2418534,489028,58096,1
84,1958279,2447392,489113,57709,1
85,1987138,2476348,489210,57800,1
86,2015990,2505096,489106,57384,1
87,2044634,2533774,489140,57318,1
88,2073282,2562492,489210,57373,1
89,2101945,2591163,489218,57434,1
90,2130716,2619887,489171,57435,1
91,2159435,2648542,489107,57327,1
92,2188116,2677245,489129,57442,1
93,2216863,2705898,489035,57293,1
94,2245512,2734594,489082,57344,1
95,2274168,2763362,489194,57442,1
96,2302851,2792067,489216,57445,1
