it,start,end,latency,execution,sol
1,0,83203,83203,96066,1
2,20105,160401,140296,99175,1
3,42097,232491,190394,94030,1
4,64040,302894,238854,101773,1
5,95412,375188,279776,93686,1
6,116806,446739,329933,92940,1
7,138198,514756,376558,102655,1
8,172839,574645,401806,81167,1
9,194121,625795,431674,70084,1
10,213058,676458,463400,81957,1
11,244355,726959,482604,71733,1
12,265589,777708,512119,71254,1
13,286099,828313,542214,80024,1
14,315521,878804,563283,69791,1
15,334824,929435,594611,69320,1
16,353517,980143,626626,80090,1
17,382903,1030660,647757,69877,1
18,402265,1081247,678982,59889,1
19,411571,1131879,720308,69960,1
20,430902,1182399,751497,79934,1
21,460319,1233623,773304,70588,1
22,479685,1284250,804565,69925,1
23,498988,1334818,835830,84453,1
24,532877,1385329,852452,80980,1
25,563349,1435959,872610,101687,1
26,614411,1486436,872025,101139,1
27,665077,1537047,871970,101209,1
28,715678,1587703,872025,101346,1
29,766371,1638264,871893,101117,1
30,816931,1689224,872293,101534,1
31,867507,1739844,872337,101140,1
32,918031,1790435,872404,101345,1
33,968788,1841754,872966,101890,1
34,1019362,1892426,873064,101214,1
35,1069907,1942950,873043,101108,1
36,1120494,1993564,873070,101158,1
37,1171041,2044211,873170,101853,1
38,1222252,2094751,872499,101190,1
39,1272905,2145284,872379,101093,1
40,1323469,2195848,872379,101130,1
41,1374037,2246387,872350,101054,1
42,1424555,2297001,872446,101175,1
43,1475119,2347618,872499,101194,1
44,1525700,2398166,872466,101169,1
45,1576324,2449564,873240,101962,1
46,1626892,2500162,873270,101575,1
47,1677873,2550732,872859,101198,1
48,1728504,2601307,872803,101129,1
49,1779062,2651921,872859,101900,1
50,1830353,2702435,872082,101218,1
51,1881061,2752957,871896,101103,1
52,1931645,2803575,871930,101139,1
53,1982170,2854122,871952,101163,1
54,2032789,2904671,871882,101152,1
55,2083396,2955150,871754,101022,1
56,2133942,3006085,872143,101493,1
57,2184503,3056982,872479,101427,1
58,2235038,3107576,872538,101214,1
59,2285661,3158096,872435,101075,1
60,2336220,3208652,872432,101112,1
61,2386779,3259168,872389,101960,1
62,2438226,3309696,871470,101083,1
63,2488784,3360263,871479,101190,1
64,2539410,3410813,871403,101095,1
65,2589958,3461375,871417,101127,1
66,2640527,3512016,871489,101219,1
67,2691109,3562832,871723,101358,1
68,2741655,3614048,872393,101791,1
69,2792234,3664766,872532,101241,1
70,2842762,3715331,872569,101136,1
71,2893337,3766099,872762,101318,1
72,2943891,3816684,872793,101030,1
73,2994340,3867248,872908,101874,1
74,3045654,3917737,872083,101066,1
75,3096233,3968303,872070,101098,1
76,3146769,4018882,872113,101120,1
77,3197314,4069495,872181,101171,1
78,3247875,4120120,872245,101140,1
79,3298392,4170650,872258,101027,1
80,3348893,4221754,872861,101691,1
81,3399485,4272425,872940,101241,1
82,3450060,4322946,872886,101128,1
83,3500670,4373507,872837,101353,1
84,3551466,4424116,872650,101645,1
85,3602508,4474652,872144,101458,1
86,3653434,4525272,871838,101168,1
87,3703985,4575799,871814,101245,1
88,3754705,4626332,871627,101144,1
89,3805319,4676855,871536,101103,1
90,3855903,4727390,871487,101035,1
91,3906406,4778115,871709,101243,1
92,3956928,4829203,872275,101677,1
93,4007520,4879828,872308,101232,1
94,4058129,4930330,872201,101170,1
95,4108800,4980933,872133,101138,1
96,4159338,5031536,872198,101525,1
97,4210265,5082094,871829,101357,1
98,4261068,5132663,871595,101143,1
99,4311645,5183225,871580,101079,1
