it,start,end,latency,execution,sol
1,0,67814,67814,82453,1
2,14662,115947,101285,78065,1
3,44609,151561,106952,61542,1
4,70543,187331,116788,45818,1
5,80597,222874,142277,61243,1
6,106303,257847,151544,44717,1
7,116052,309025,192973,80922,1
8,145802,344360,198558,61109,1
9,171581,379549,207968,44963,1
10,181361,414702,233341,60956,1
11,207170,449837,242667,44857,1
12,216897,501165,284268,77016,1
13,242590,536381,293791,60881,1
14,268261,571643,303382,44737,1
15,277742,607259,329517,61296,1
16,303426,642191,338765,44542,1
17,313043,671359,358316,54876,1
18,338756,700337,361581,54625,1
19,364409,729439,365030,38831,1
20,374143,758567,384424,54713,1
21,399733,787656,387923,38759,1
22,409407,816773,407366,54762,1
23,435057,845747,410690,54558,1
24,460646,874856,414210,38514,1
25,470072,903857,433785,54594,1
26,495671,932960,437289,38641,1
27,505214,961971,456757,54664,1
28,530872,991003,460131,54652,1
29,556496,1020075,463579,38773,1
30,566201,1049053,482852,54562,1
31,591791,1078259,486468,41579,1
32,604172,1107246,503074,52353,1
33,627544,1136323,508779,58201,1
34,656674,1165580,508906,58297,1
35,685719,1194783,509064,58230,1
36,714751,1224276,509525,58609,1
37,743873,1253929,510056,58775,1
38,773001,1283432,510431,58642,1
39,802146,1312750,510604,58231,1
40,831065,1342012,510947,58423,1
41,860244,1371243,510999,58212,1
42,889231,1400258,511027,58090,1
43,918311,1429363,511052,58053,1
44,947265,1458342,511077,57981,1
45,976273,1487558,511285,58305,1
46,1005368,1516513,511145,58046,1
47,1034464,1545565,511101,58142,1
48,1063559,1574477,510918,57957,1
49,1092609,1603436,510827,57944,1
50,1121600,1632639,511039,58429,1
51,1150830,1661477,510647,57970,1
52,1179967,1690465,510498,58451,1
53,1209438,1719617,510179,58789,1
54,1239081,1748729,509648,58579,1
55,1268554,1777633,509079,58316,1
56,1297972,1807085,509113,58901,1
57,1327426,1836476,509050,58507,1
58,1356554,1865500,508946,58096,1
59,1385632,1894552,508920,58170,1
60,1414755,1923590,508835,58026,1
61,1443748,1952581,508833,58045,1
62,1472807,1981773,508966,58226,1
63,1501847,2010797,508950,58018,1
64,1530847,2039953,509106,58118,1
65,1559815,2069129,509314,58246,1
66,1588891,2098021,509130,57892,1
67,1617896,2127210,509314,58175,1
68,1646888,2156184,509296,57970,1
69,1675889,2185430,509541,58260,1
70,1704913,2214400,509487,58029,1
71,1733978,2243369,509391,57975,1
72,1762990,2272385,509395,57994,1
73,1791973,2301372,509399,58684,1
74,1821677,2330631,508954,58471,1
75,1850895,2359762,508867,58149,1
76,1879919,2388765,508846,58023,1
77,1908945,2418441,509496,58672,1
78,1937946,2448011,510065,58763,1
79,1967144,2477474,510330,58459,1
80,1996146,2506834,510688,58395,1
81,2025191,2536002,510811,58388,1
82,2054416,2565051,510635,58085,1
83,2083458,2594181,510723,58223,1
84,2112557,2623314,510757,58180,1
85,2141610,2652337,510727,58149,1
86,2170741,2681161,510420,57798,1
87,2199721,2710316,510595,58121,1
88,2228693,2739428,510735,58140,1
89,2257726,2768485,510759,58064,1
90,2286739,2797557,510818,58223,1
91,2315895,2826502,510607,58054,1
92,2345009,2855469,510460,58134,1
93,2374182,2884490,510308,58392,1
94,2403559,2913506,509947,58632,1
95,2433179,2942622,509443,58579,1
96,2462648,2971739,509091,58542,1
97,2492079,3000682,508603,58211,1
98,2521353,3030450,509097,58783,1
99,2550374,3059617,509243,58206,1
100,2579419,3088815,509396,58354,1
101,2608581,3117675,509094,57821,1
102,2637548,3146973,509425,58350,1
103,2666606,3176160,509554,58226,1
104,2695650,3205249,509599,58230,1
105,2724796,3234554,509758,58253,1
106,2753749,3263813,510064,58327,1
107,2782823,3292952,510129,58135,1
108,2811824,3322103,510279,58164,1
109,2840843,3351313,510470,58312,1
110,2869951,3380312,510361,57941,1
111,2898898,3409419,510521,58169,1
112,2927965,3438390,510425,58049,1
113,2957049,3467537,510488,58107,1
114,2986013,3496471,510458,58630,1
115,3015715,3525515,509800,58211,1
116,3044886,3554711,509825,58348,1
117,3074042,3583947,509905,58328,1
118,3103139,3613217,510078,58345,1
119,3132220,3642532,510312,58494,1
120,3161405,3671614,510209,58298,1
121,3190627,3700550,509923,58150,1
122,3219847,3729623,509776,58334,1
123,3249114,3758675,509561,58186,1
124,3278254,3787732,509478,58278,1
125,3307479,3816890,509411,58277,1
126,3336604,3845962,509358,58155,1
127,3365692,3874982,509290,58090,1
128,3394767,3904061,509294,58076,1
129,3423770,3933136,509366,58197,1
130,3452897,3962263,509366,58163,1
131,3481938,3991115,509177,57839,1
132,3510929,4020244,509315,58157,1
133,3539961,4049303,509342,58237,1
134,3569144,4078364,509220,58164,1
135,3598253,4107488,509235,58637,1
136,3627771,4136555,508784,58180,1
137,3656890,4165623,508733,58111,1
138,3685938,4194564,508626,58017,1
139,3715019,4224262,509243,58785,1
140,3744111,4253472,509361,58193,1
141,3773099,4282571,509472,58206,1
142,3802212,4311767,509555,58299,1
143,3831320,4340795,509475,58054,1
144,3860352,4370001,509649,58262,1
145,3889414,4399005,509591,58096,1
146,3918512,4428096,509584,58126,1
147,3947553,4457050,509497,57949,1
148,3976553,4486207,509654,58185,1
149,4005585,4515234,509649,58073,1
150,4034637,4544307,509670,58148,1
151,4063718,4573361,509643,58088,1
152,4092756,4602348,509592,58100,1
153,4121874,4631371,509497,58011,1
154,4150867,4660518,509651,58176,1
155,4179900,4689587,509687,58641,1
156,4209477,4718602,509125,58340,1
157,4238832,4747640,508808,58069,1
158,4267882,4776580,508698,58044,1
159,4296991,4806076,509085,58656,1
160,4326157,4835330,509173,58366,1
161,4355275,4864583,509308,58283,1
162,4384310,4893536,509226,58020,1
163,4413382,4922499,509117,58083,1
164,4442508,4951570,509062,58080,1
165,4471523,4980626,509103,58047,1
166,4500518,5009772,509254,58256,1
167,4529633,5038897,509264,58151,1
168,4558665,5068672,510007,58729,1
169,4587625,5098640,511015,59073,1
170,4616737,5128440,511703,58930,1
171,4645874,5155586,509712,56191,1
172,4674924,5180692,505768,54114,1
173,4703936,5205752,501816,54129,1
174,4733008,5230690,497682,53916,1
175,4761989,5255518,493529,53945,1
176,4791110,5280223,489113,54165,1
177,4820573,5305002,484429,54028,1
178,4849824,5329696,479872,53767,1
179,4878900,5354350,475450,53678,1
180,4907928,5379037,471109,53662,1
181,4936906,5403737,466831,53807,1
182,4966015,5428629,462614,54001,1
183,4995127,5452838,457711,53299,1
184,5024221,5477041,452820,53336,1
185,5059298,5501211,441913,48365,1
186,5502295,5583524,81229,101209,2
187,5522300,5636520,114220,92759,2
188,5562071,5676010,113939,78695,2
189,5601283,5715529,114246,79116,2
190,5640888,5755057,114169,79014,2
191,5680382,5794571,114189,79059,2
192,5719934,5834085,114151,79069,2
193,5759498,5873636,114138,79105,2
194,5799060,5913006,113946,78866,2
195,5838566,5952469,113903,78894,2
196,5878005,5992189,114184,79170,2
197,5917463,6046281,128818,93701,2
198,5957082,6068712,111630,61934,2
199,5996594,6110915,114321,81918,2
200,6036318,6150678,114360,79278,2
201,6075842,6190078,114236,79057,2
202,6115509,6229622,114113,79095,2
203,6155069,6269276,114207,79201,2
204,6194625,6308857,114232,79036,2
205,6234102,6348409,114307,79146,2
206,6273706,6387928,114222,79116,2
207,6313314,6427583,114269,79127,2
208,6352794,6467096,114302,79133,2
209,6392423,6506615,114192,79065,2
210,6431978,6546104,114126,79056,2
211,6471553,6585749,114196,79199,2
212,6511115,6625306,114191,79089,2
213,6550658,6664878,114220,79098,2
214,6590193,6704529,114336,79316,2
215,6629868,6744036,114168,79016,2
216,6669386,6783556,114170,79036,2
217,6708911,6823151,114240,79160,2
218,6748483,6862535,114052,78894,2
219,6788003,6901974,113971,78884,2
220,6827458,6941260,113802,78681,2
221,6866861,6980819,113958,78982,2
222,6906291,7020325,114034,78965,2
223,6945759,7059880,114121,79020,2
224,6985232,7099433,114201,79069,2
225,7024756,7138996,114240,79110,2
226,7064311,7178465,114154,78973,2
227,7103824,7232819,128995,93822,2
228,7143300,7255036,111736,61783,2
229,7182877,7297457,114580,82204,2
230,7222669,7336804,114135,78956,2
231,7262286,7376317,114031,79036,2
232,7301817,7415934,114117,79089,2
233,7341296,7455496,114200,79105,2
234,7380847,7494930,114083,78944,2
235,7420366,7534456,114090,79077,2
236,7459926,7573972,114046,79033,2
237,7499452,7613573,114121,79128,2
238,7538989,7653128,114139,79071,2
239,7578513,7692590,114077,78963,2
240,7618022,7732172,114150,79102,2
241,7657551,7771716,114165,79089,2
242,7697105,7811297,114192,79067,2
243,7736600,7851099,114499,79342,2
244,7776150,7890678,114528,79392,2
245,7815973,7930187,114214,79120,2
246,7855593,7969610,114017,78959,2
247,7895137,8009169,114032,79013,2
248,7934636,8048721,114085,79040,2
249,7974145,8088287,114142,79037,2
250,8013623,8142409,128786,93644,2
251,8053154,8163200,110046,60284,2
252,8092655,8206668,114013,82897,2
253,8132094,8246008,113914,78793,2
254,8171556,8285697,114141,79155,2
255,8211031,8325155,114124,78984,2
256,8250566,8364758,114192,79101,2
257,8290074,8404163,114089,78963,2
258,8329641,8443966,114325,79246,2
259,8369093,8483579,114486,79226,2
260,8408715,8523141,114426,79320,2
261,8448481,8562619,114138,79002,2
262,8488012,8602201,114189,79204,2
263,8527643,8641742,114099,79012,2
264,8567124,8681386,114262,79205,2
265,8606694,8720968,114274,79121,2
266,8646242,8760487,114245,79113,2
267,8685844,8799975,114131,78988,2
268,8725352,8839474,114122,78997,2
269,8764856,8878925,114069,78992,2
270,8804406,8918448,114042,79006,2
271,8843898,8957964,114066,79024,2
272,8883415,9011406,127991,92902,2
273,8922882,9034433,111551,62497,2
274,8962361,9075447,113086,80551,2
275,9001908,9116194,114286,80463,2
276,9041633,9155844,114211,79191,2
277,9081181,9195440,114259,79128,2
278,9120721,9234809,114088,78891,2
279,9160251,9274398,114147,79113,2
280,9199783,9313861,114078,78976,2
281,9239319,9353409,114090,79095,2
282,9278874,9393126,114252,79246,2
283,9318411,9432759,114348,79296,2
284,9358083,9472215,114132,78963,2
285,9397597,9511758,114161,79078,2
286,9437139,9551290,114151,79028,2
287,9476644,9590821,114177,79074,2
288,9516195,9630586,114391,79254,2
289,9555691,9669900,114209,78869,2
290,9595255,9709682,114427,79566,2
291,9635049,9749065,114016,78946,2
292,9674619,9788730,114111,79236,2
293,9714197,9828300,114103,79012,2
294,9753648,9867743,114095,79013,2
295,9793227,9907397,114170,79160,2
296,9832743,9946865,114122,79038,2
297,9872321,9986370,114049,78938,2
298,9911764,10025833,114069,78957,2
299,9951268,10065366,114098,79009,2
300,9990751,10105020,114269,79224,2
301,10030330,10144544,114214,79112,2
302,10069926,10184109,114183,79087,2
303,10109455,10223614,114159,79038,2
304,10148998,10282165,133167,98027,2
305,10188482,10302983,114501,56205,2
306,10223878,10342390,118512,83302,2
307,10267781,10396787,129006,93932,2
308,10307326,10416678,109352,59453,2
309,10346895,10461020,114125,83908,2
310,10386469,10500601,114132,79048,2
311,10425944,10540191,114247,79199,2
312,10465562,10580071,114509,79457,2
313,10505149,10618531,113382,77896,2
314,10544601,10674848,130247,96235,2
