it,start,end,latency,execution,sol
1,0,62108,62108,76696,1
2,20092,119936,99844,82207,1
3,44483,171332,126849,82857,1
4,75946,227621,151675,77876,1
5,97536,280273,182737,84638,1
6,129525,332815,203290,74260,1
7,151247,385463,234216,84425,1
8,183027,438240,255213,74102,1
9,204355,492271,287916,90003,1
10,240330,542585,302255,69736,1
11,259755,592803,333048,83441,1
12,292981,645835,352854,72329,1
13,312282,699021,386739,86454,1
14,345553,744705,399152,65060,1
15,364933,796051,431118,84599,1
16,398188,837259,439071,60733,1
17,417717,878595,460878,72640,1
18,449024,919980,470956,50730,1
19,458373,961204,502831,58647,1
20,475799,1002987,527188,81292,1
21,515312,1044215,528903,52406,1
22,526494,1085596,559102,80868,1
23,565984,1126898,560914,52594,1
24,577279,1168242,590963,70959,1
25,606900,1210386,603486,61702,1
26,626462,1252278,625816,76792,1
27,661366,1293696,632330,59987,1
28,679939,1335046,655107,80939,1
29,719532,1376381,656849,53178,1
30,731378,1417740,686362,70980,1
31,761002,1459032,698030,65129,1
32,784842,1500472,715630,82681,1
33,826086,1541914,715828,82724,1
34,867370,1583265,715895,82760,1
35,908782,1624618,715836,82581,1
36,950013,1665775,715762,82884,1
37,991743,1707206,715463,82693,1
38,1033009,1748509,715500,82642,1
39,1074351,1789734,715383,82556,1
40,1115686,1832093,716407,83690,1
41,1157021,1873390,716369,83119,1
42,1198847,1914602,715755,83348,1
43,1240987,1955996,715009,82898,1
44,1282494,1997351,714857,82686,1
45,1323827,2038576,714749,82555,1
46,1365161,2080100,714939,82890,1
47,1406531,2122356,715825,83543,1
48,1447822,2163920,716098,83003,1
49,1489265,2205243,715978,82744,1
50,1530690,2246588,715898,82695,1
51,1572044,2287911,715867,82680,1
52,1613405,2329011,715606,82243,1
53,1654551,2370596,716045,83021,1
54,1695990,2412688,716698,83393,1
55,1737295,2454694,717399,83233,1
56,1778525,2496183,717658,83690,1
57,1820731,2538326,717595,83616,1
58,1862207,2580418,718211,83269,1
59,1903387,2621825,718438,82793,1
60,1944776,2663210,718434,82765,1
61,1986160,2704656,718496,82649,1
62,2027367,2746009,718642,82678,1
63,2068695,2787275,718580,83661,1
64,2111094,2828472,717378,82775,1
65,2152675,2869813,717138,82723,1
66,2194061,2911160,717099,82661,1
67,2235378,2952553,717175,82712,1
68,2276700,2993994,717294,82581,1
69,2317843,3036274,718431,83828,1
70,2359395,3077723,718328,83312,1
71,2401261,3119154,717893,83541,1
72,2443374,3160450,717076,82720,1
73,2484801,3201828,717027,83530,1
74,2526957,3243165,716208,83426,1
75,2569050,3284322,715272,82703,1
76,2610600,3325488,714888,82550,1
77,2651987,3366768,714781,82724,1
78,2693435,3408135,714700,82729,1
79,2734800,3449458,714658,82579,1
80,2776059,3490812,714753,82564,1
81,2817274,3532144,714870,82667,1
82,2858612,3573359,714747,82557,1
83,2899958,3615454,715496,83482,1
84,2941348,3656929,715581,82889,1
85,2982766,3698382,715616,83679,1
86,3024995,3739704,714709,82846,1
87,3066522,3780933,714411,82636,1
88,3107933,3822246,714313,82604,1
89,3149226,3863546,714320,82625,1
90,3190555,3905089,714534,82943,1
91,3231959,3946436,714477,82495,1
92,3273110,3987874,714764,82616,1
93,3314292,4029084,714792,82431,1
94,3355516,4070442,714926,82700,1
95,3396861,4112160,715299,83118,1
96,3438264,4153692,715428,82875,1
97,3479611,4195071,715460,82696,1
98,3520930,4237462,716532,83611,1
99,3562154,4278952,716798,83264,1
100,3603931,4320269,716338,83098,1
101,3645716,4361431,715715,82614,1
102,3687172,4402826,715654,82714,1
103,3728494,4444146,715652,82557,1
104,3769735,4485431,715696,82591,1
105,3811045,4526817,715772,82672,1
106,3852335,4568195,715860,82938,1
107,3893898,4609636,715738,82761,1
108,3935222,4651021,715799,82806,1
109,3976646,4692395,715749,82633,1
110,4017908,4733734,715826,82608,1
111,4059180,4775151,715971,83151,1
112,4100916,4817253,716337,83609,1
113,4142427,4858811,716384,82960,1
114,4183831,4899970,716139,83440,1
115,4226116,4941400,715284,83041,1
116,4267730,4982851,715121,82781,1
117,4309063,5024053,714990,82372,1
118,4350237,5065307,715070,82588,1
119,4391575,5106681,715106,82726,1
120,4432930,5147985,715055,82607,1
121,4474237,5189382,715145,82748,1
