it,start,end,latency,sol
1,0,86283,86283,1
2,10059,128242,118183,1
3,20064,170250,150186,1
4,30078,212232,182154,1
5,40082,254300,214218,1
6,50086,296264,246178,1
7,60090,338273,278183,1
8,70094,380310,310216,1
9,80098,422314,342216,1
10,90102,464315,374213,1
11,100106,506328,406222,1
12,110110,548328,438218,1
13,120112,590342,470230,1
14,130114,632367,502253,1
15,140117,674345,534228,1
16,150119,716380,566261,1
17,160120,758389,598269,1
18,170122,800386,630264,1
19,180124,842387,662263,1
20,190126,884391,694265,1
21,224209,926393,702184,1
22,266204,968395,702191,1
23,308224,1010399,702175,1
24,350225,1052414,702189,1
25,392228,1094380,702152,1
26,434231,1136408,702177,1
27,476216,1178410,702194,1
28,518220,1220435,702215,1
29,560259,1262412,702153,1
30,602273,1304428,702155,1
31,644287,1346429,702142,1
32,686297,1388435,702138,1
33,728303,1430433,702130,1
34,770298,1472432,702134,1
35,812301,1514437,702136,1
36,854304,1556438,702134,1
37,896308,1598443,702135,1
38,938310,1640419,702109,1
39,980313,1682451,702138,1
40,1022316,1724451,702135,1
41,1064319,1766456,702137,1
42,1106322,1808442,702120,1
43,1148325,1850440,702115,1
44,1190328,1892442,702114,1
45,1232334,1934460,702126,1
46,1274342,1976464,702122,1
47,1316345,2018466,702121,1
48,1358348,2060495,702147,1
49,1400345,2102497,702152,1
50,1442348,2144502,702154,1
51,1484351,2186504,702153,1
52,1526355,2228458,702103,1
53,1568341,2270508,702167,1
54,1610360,2312485,702125,1
55,1652363,2354515,702152,1
56,1694366,2396517,702151,1
57,1736369,2438522,702153,1
58,1778373,2480507,702134,1
59,1820383,2522533,702150,1
60,1862389,2564539,702150,1
61,1904400,2606533,702133,1
62,1946403,2648537,702134,1
63,1988405,2690556,702151,1
64,2030409,2732539,702130,1
65,2072411,2774545,702134,1
66,2114416,2816566,702150,1
67,2156417,2858575,702158,1
68,2198408,2900591,702183,1
69,2240423,2942593,702170,1
70,2282426,2984578,702152,1
71,2324429,3026579,702150,1
72,2366416,3068602,702186,1
73,2408435,3110611,702176,1
74,2450429,3152618,702189,1
75,2492446,3194589,702143,1
76,2534453,3236612,702159,1
77,2576448,3278617,702169,1
78,2618451,3320619,702168,1
79,2660470,3362622,702152,1
80,2702461,3404625,702164,1
81,2744465,3446628,702163,1
82,2786481,3488637,702156,1
83,2828501,3530637,702136,1
84,2870505,3572609,702104,1
85,2912507,3614653,702146,1
86,2954498,3656651,702153,1
87,2996501,3698662,702161,1
88,3038516,3740655,702139,1
89,3080524,3782658,702134,1
90,3122528,3824655,702127,1
91,3164531,3866659,702128,1
92,3206528,3908662,702134,1
93,3248531,3950666,702135,1
94,3290518,3992670,702152,1
95,3332537,4034666,702129,1
96,3374540,4076678,702138,1
97,3416543,4118649,702106,1
98,3458546,4160679,702133,1
99,3500549,4202689,702140,1
100,3542551,4244685,702134,1
101,3584560,4286696,702136,1
102,3626564,4328671,702107,1
103,3668570,4370695,702125,1
104,3710570,4412670,702100,1
105,3752573,4454701,702128,1
106,3794570,4496703,702133,1
107,3836573,4538707,702134,1
108,3878576,4580709,702133,1
109,3920579,4622718,702139,1
110,3962582,4664746,702164,1
111,4004585,4706738,702153,1
112,4046588,4748769,702181,1
113,4088591,4790771,702180,1
114,4130594,4832743,702149,1
115,4172598,4874781,702183,1
116,4214599,4916752,702153,1
117,4256603,4958784,702181,1
118,4298614,5000782,702168,1
119,4340618,5042783,702165,1
120,4382612,5084856,702244,1
121,4424615,5126808,702193,1
122,4466618,5168801,702183,1
123,4508621,5210802,702181,1
124,4550624,5252813,702189,1
125,4592635,5294797,702162,1
126,4634653,5336842,702189,1
127,4676680,5378864,702184,1
128,4718682,5420909,702227,1
129,4760685,5462874,702189,1
130,4802682,5504894,702212,1
131,4844685,5546884,702199,1
132,4886694,5588887,702193,1
133,4928697,5630889,702192,1
134,4970694,5672908,702214,1
135,5012697,5714869,702172,1
136,5054697,5756916,702219,1
137,5096725,5798889,702164,1
138,5800021,5906216,106195,2
139,5820040,5948194,128154,2
140,5840052,5990195,150143,2
141,5860068,6032231,172163,2
142,5880077,6074216,194139,2
143,5900085,6116213,216128,2
144,5920093,6158215,238122,2
145,5940101,6200213,260112,2
146,5960109,6242213,282104,2
147,5980117,6284260,304143,2
148,6000151,6326246,326095,2
149,6020174,6368267,348093,2
150,6040182,6410290,370108,2
151,6060190,6452292,392102,2
152,6080199,6494292,414093,2
153,6100207,6536315,436108,2
154,6120213,6578334,458121,2
155,6140216,6620365,480149,2
156,6160219,6662418,502199,2
157,6180222,6704409,524187,2
158,6202169,6746399,544230,2
159,6244181,6788403,544222,2
160,6286200,6830424,544224,2
161,6328220,6872442,544222,2
162,6370239,6914447,544208,2
163,6412244,6956445,544201,2
164,6454246,6998447,544201,2
165,6496266,7040463,544197,2
166,6538286,7082488,544202,2
167,6580305,7124493,544188,2
168,6622332,7166496,544164,2
169,6664346,7208515,544169,2
170,6706356,7250546,544190,2
171,6748363,7292532,544169,2
172,6790375,7334542,544167,2
173,6832396,7376553,544157,2
174,6874401,7418569,544168,2
175,6916405,7460586,544181,2
176,6958414,7502605,544191,2
177,7000412,7544649,544237,2
178,7042416,7586644,544228,2
179,7084420,7628640,544220,2
180,7126424,7670658,544234,2
181,7168443,7712671,544228,2
182,7210458,7754687,544229,2
183,7252476,7796684,544208,2
184,7294495,7838718,544223,2
185,7336517,7880728,544211,2
186,7378518,7922717,544199,2
187,7420537,7964730,544193,2
188,7462557,8006728,544171,2
189,7504576,8048742,544166,2
190,7546595,8090748,544153,2
191,7588600,8132768,544168,2
192,7630603,8174789,544186,2
193,7672622,8216811,544189,2
194,7714641,8258829,544188,2
195,7756649,8300846,544197,2
196,7798649,8342856,544207,2
197,7840673,8384867,544194,2
198,7882678,8426892,544214,2
199,7924682,8468935,544253,2
200,7966680,8510911,544231,2
201,8008704,8552935,544231,2
202,8050702,8594951,544249,2
203,8092721,8636980,544259,2
204,8134741,8678973,544232,2
205,8176760,8721008,544248,2
206,8218779,8763014,544235,2
207,8260798,8805051,544253,2
208,8302822,8847034,544212,2
209,8344820,8889052,544232,2
210,8386840,8931062,544222,2
211,8428844,8973087,544243,2
212,8470863,9015125,544262,2
213,8512882,9057136,544254,2
214,8554900,9099148,544248,2
215,8596925,9141133,544208,2
216,8638944,9183138,544194,2
217,8680946,9225148,544202,2
218,8722966,9267152,544186,2
219,8765013,9309167,544154,2
220,8806988,9351164,544176,2
221,8849014,9393175,544161,2
222,8891014,9435189,544175,2
223,8933033,9477214,544181,2
224,8975053,9519222,544169,2
