it,start,end,latency,execution,sol
1,0,47843,47843,61496,1
2,13749,72684,58935,34541,1
3,23460,91844,68384,29210,1
4,33535,114289,80754,32342,1
5,43437,140163,96726,35595,1
6,53162,160126,106964,29728,1
7,62930,180007,117077,29512,1
8,72566,199618,127052,29402,1
9,82361,219120,136759,29367,1
10,92229,238701,146472,29443,1
11,102095,258410,156315,29570,1
12,111960,277937,165977,29387,1
13,121823,295461,173638,27381,1
14,131685,314857,183172,29257,1
15,141550,334339,192789,29342,1
16,151414,353726,202312,29247,1
17,161277,373106,211829,29239,1
18,171140,392499,221359,29183,1
19,180935,411834,230899,28978,1
20,190581,431194,240613,29097,1
21,200322,450539,250217,28971,1
22,209952,469821,259869,28977,1
23,219651,489336,269685,29211,1
24,229350,508735,279385,29095,1
25,239051,528039,288988,28964,1
26,248716,547362,298646,29016,1
27,258413,566876,308463,29139,1
28,268043,586392,318349,29238,1
29,277770,605984,328214,37131,1
30,295314,625529,330215,38957,1
31,314732,644953,330221,38838,1
32,334152,664312,330160,38725,1
33,353522,683634,330112,38761,1
34,372966,703127,330161,38888,1
35,392365,722469,330104,38693,1
36,411721,741953,330232,38804,1
37,431046,761455,330409,38810,1
38,450359,780952,330593,38797,1
39,469663,800294,330631,38795,1
40,489121,819700,330579,38806,1
41,508526,839091,330565,38685,1
42,527826,858507,330681,38775,1
43,547190,877937,330747,38893,1
44,566657,897238,330581,38856,1
45,586216,916567,330351,38933,1
46,605830,935952,330122,38897,1
47,625347,955310,329963,38780,1
48,644774,974737,329963,38764,1
49,664116,994086,329970,38676,1
50,683447,1013489,330042,38856,1
51,702904,1032873,329969,38818,1
52,722343,1052306,329963,38867,1
53,741781,1071740,329959,38895,1
54,761247,1091135,329888,38889,1
55,780745,1110454,329709,38704,1
56,800135,1129929,329794,38851,1
57,819515,1149220,329705,38733,1
58,838961,1168636,329675,38831,1
59,858381,1187939,329558,38647,1
60,877730,1207506,329776,38889,1
61,897057,1226948,329891,38759,1
62,916379,1246387,330008,38791,1
63,935735,1265803,330068,38821,1
64,955145,1285179,330034,38789,1
65,974563,1304632,330069,38825,1
66,993939,1324098,330159,38847,1
67,1013325,1343542,330217,38841,1
68,1032728,1362959,330231,38801,1
69,1052118,1382497,330379,38920,1
70,1071508,1401866,330358,38810,1
71,1090954,1421208,330254,38696,1
72,1110313,1440497,330184,38685,1
73,1129714,1459835,330121,38684,1
74,1149064,1479367,330303,38903,1
75,1168439,1498746,330307,38703,1
76,1187768,1518159,330391,38977,1
77,1207344,1537551,330207,38817,1
78,1226774,1556840,330066,38731,1
79,1246220,1576242,330022,38761,1
80,1265585,1595612,330027,38750,1
81,1284975,1615030,330055,38934,1
82,1304495,1634471,329976,38877,1
83,1323935,1653977,330042,38941,1
84,1343375,1673404,330029,38861,1
85,1362815,1692890,330075,38957,1
86,1382290,1712401,330111,38902,1
87,1401685,1731810,330125,38763,1
88,1421043,1751335,330292,38852,1
89,1440374,1770874,330500,38870,1
90,1459710,1790262,330552,38876,1
91,1479202,1809749,330547,38904,1
92,1498624,1829465,330841,39083,1
93,1518012,1848837,330825,38692,1
94,1537338,1868237,330899,38730,1
95,1556672,1887619,330947,38725,1
96,1576019,1907148,331129,38904,1
97,1595398,1926558,331160,38888,1
98,1614880,1946097,331217,38994,1
99,1634339,1965582,331243,38915,1
100,1653774,1984954,331180,38808,1
101,1673214,2004448,331234,38955,1
102,1692681,2023833,331152,38869,1
103,1712171,2043209,331038,38860,1
104,1731660,2062510,330850,38835,1
105,1751199,2081966,330767,38951,1
106,1770700,2101398,330698,38854,1
107,1790128,2120833,330705,38917,1
108,1809622,2140209,330587,38964,1
109,1829215,2159589,330374,38816,1
110,1848657,2178985,330328,38778,1
111,1868045,2198384,330339,38820,1
112,1887472,2217695,330223,38780,1
113,1906946,2237109,330163,38866,1
114,1926403,2256420,330017,38820,1
115,1945917,2275725,329808,38770,1
116,1965386,2295166,329780,38905,1
117,1984856,2314633,329777,38888,1
118,2004281,2333953,329672,38704,1
119,2023670,2353311,329641,38679,1
120,2042996,2372745,329749,38781,1
121,2062348,2392240,329892,38952,1
122,2081810,2411687,329877,38882,1
123,2101250,2431226,329976,38908,1
124,2120625,2450614,329989,38769,1
125,2140011,2470080,330069,38854,1
126,2159404,2489441,330037,38749,1
127,2178796,2508815,330019,38764,1
128,2198190,2528316,330126,38855,1
129,2217548,2547801,330253,38839,1
130,2236906,2567323,330417,38817,1
131,2256207,2586745,330538,38768,1
132,2275557,2606080,330523,38775,1
133,2295002,2625530,330528,38886,1
134,2314443,2644916,330473,38755,1
135,2333818,2664431,330613,38888,1
136,2353197,2683828,330631,38820,1
137,2372625,2703243,330618,38780,1
138,2391995,2722622,330627,38865,1
139,2411487,2742004,330517,38979,1
140,2431089,2761438,330349,38787,1
141,2450448,2780778,330330,38777,1
142,2469889,2800108,330219,38669,1
143,2489232,2819415,330183,38778,1
144,2508708,2838790,330082,38826,1
145,2528164,2858232,330068,38907,1
146,2547633,2877618,329985,38853,1
147,2567105,2897032,329927,38880,1
148,2586577,2916376,329799,38693,1
149,2605931,2935693,329762,38738,1
150,2625356,2955094,329738,38807,1
151,2644766,2974448,329682,38803,1
152,2664220,2993870,329650,38824,1
153,2683626,3013315,329689,38864,1
154,2703050,3032859,329809,38921,1
155,2722432,3052213,329781,38748,1
