it,start,end,latency,execution,sol
1,0,84562,84562,99240,1
2,14783,123893,109110,49213,1
3,24681,161259,136578,47261,1
4,34583,196521,161938,44998,1
5,44322,227993,183671,41165,1
6,54019,257459,203440,39221,1
7,63777,286878,223101,39228,1
8,73592,320282,246690,43130,1
9,83322,348774,265452,38186,1
10,93020,381561,288541,42482,1
11,102718,412792,310074,40952,1
12,112443,442092,329649,38993,1
13,122141,471387,349246,39019,1
14,131870,500613,368743,38936,1
15,141583,529817,388234,38924,1
16,151306,559066,407760,38941,1
17,161002,588253,427251,38879,1
18,170698,617950,447252,39413,1
19,180418,649090,468672,40831,1
20,190114,679166,489052,39795,1
21,199839,721495,521656,52022,1
22,209535,745899,536364,34129,1
23,219264,768806,549542,32601,1
24,228960,799051,570091,39933,1
25,238653,827534,588881,56987,1
26,267161,856867,589706,54843,1
27,292675,887911,595236,40736,1
28,302371,917142,614771,55774,1
29,328918,946404,617486,40057,1
30,339717,975709,635992,49854,1
31,360270,1016897,656627,62272,1
32,381359,1035930,654571,48092,1
33,410422,1065207,654785,58528,1
34,439677,1094435,654758,58369,1
35,468822,1123605,654783,58267,1
36,497923,1152811,654888,58310,1
37,527031,1181958,654927,58299,1
38,556187,1211545,655358,58700,1
39,585303,1240885,655582,58915,1
40,614885,1270116,655231,58498,1
41,644157,1299305,655148,54400,1
42,669372,1328592,659220,54740,1
43,694829,1357751,662922,48783,1
44,714457,1386956,672499,57356,1
45,742612,1416106,673494,42167,1
46,755633,1445416,689783,52181,1
47,778508,1474734,696226,61511,1
48,810705,1503933,693228,50674,1
49,832184,1533293,701109,44035,1
50,846865,1562935,716070,60761,1
51,877991,1599966,721975,66308,1
52,907274,1634994,727720,62219,1
53,934470,1651840,717370,48059,1
54,965689,1678157,712468,57495,1
55,996875,1707557,710682,68351,1
56,1035830,1740608,704778,62229,1
57,1065011,1769926,704915,58518,1
58,1094214,1795441,701227,54744,1
59,1123447,1836995,713548,68748,1
60,1150648,1856102,705454,48339,1
61,1179886,1883136,703250,56489,1
62,1209347,1912555,703208,58779,1
63,1238713,1941857,703144,58548,1
64,1267965,1971021,703056,58399,1
65,1297206,2000193,702987,58358,1
66,1326395,2029440,703045,58466,1
67,1355618,2058617,702999,58363,1
68,1384809,2087865,703056,58419,1
69,1413986,2117319,703333,58786,1
70,1443331,2146452,703121,58368,1
71,1472570,2175840,703270,58585,1
72,1501771,2205006,703235,58618,1
73,1531231,2234195,702964,58721,1
74,1560766,2263392,702626,58481,1
75,1590054,2292608,702554,52907,1
76,1613749,2322032,708283,60886,1
77,1645215,2351402,706187,72044,1
78,1687893,2382488,694595,42870,1
79,1699684,2413930,714246,62539,1
80,1730786,2443422,712636,58756,1
81,1760059,2481095,721036,63075,1
82,1785467,2505890,720423,56381,1
83,1817062,2531343,714281,71815,1
84,1863428,2562331,698903,62522,1
85,1894966,2593336,698370,53265,1
86,1917230,2618874,701644,51980,1
87,1943677,2648196,704519,63202,1
88,1977561,2679251,701690,66279,1
89,2012789,2706633,693844,56702,1
90,2042114,2736012,693898,59363,1
91,2072103,2767103,695000,61235,1
92,2102253,2798200,695947,51616,1
93,2122776,2827492,704716,60393,1
94,2153881,2858497,704616,57705,1
95,2180585,2889799,709214,61568,1
96,2210855,2915194,704339,53526,1
97,2238991,2946199,707208,63255,1
98,2271245,2977424,706179,61831,1
99,2301855,3007984,706129,59572,1
100,2330872,3041174,710302,45752,1
101,2343442,3061964,718522,49899,1
102,2372559,3093139,720580,60632,1
103,2402022,3122480,720458,60794,1
104,2433480,3164949,731469,73648,1
105,2464665,3186755,722090,53144,1
106,2496007,3214154,718147,52725,1
107,2521339,3239534,718195,56528,1
108,2552491,3270570,718079,62341,1
109,2583800,3301835,718035,76073,1
110,2628612,3327300,698688,37285,1
111,2640438,3358414,717976,79625,1
112,2688954,3389404,700450,57629,1
113,2715597,3414959,699362,37990,1
114,2728039,3444388,716349,58583,1
115,2757199,3481134,723935,65894,1
116,2786354,3504947,718593,54977,1
117,2817526,3534325,716799,60464,1
118,2848618,3563599,714981,60537,1
119,2879886,3605171,725285,66909,1
120,2905229,3622198,716969,48149,1
121,2936358,3653695,717337,62823,1
122,2967689,3683118,715429,60435,1
123,2998705,3712593,713888,56395,1
124,3025629,3741878,716249,55682,1
125,3052032,3771087,719055,58526,1
126,3081355,3798495,717140,58586,1
127,3112539,3827848,715309,60526,1
128,3143718,3858992,715274,64256,1
129,3176838,3890165,713327,58575,1
130,3204243,3919484,715241,54708,1
131,3229637,3950523,720886,62153,1
132,3260758,3981852,721094,62573,1
133,3292007,4007267,715260,50841,1
134,3317439,4038299,720860,62208,1
135,3348622,4069250,720628,62216,1
136,3379892,4094831,714939,70381,1
137,3424698,4124257,699559,41231,1
138,3436508,4157448,720940,64400,1
139,3467722,4186666,718944,56497,1
140,3495006,4212290,717284,52951,1
141,3522339,4245686,723347,64680,1
142,3553630,4271168,717538,56596,1
143,3584749,4302447,717698,80462,1
