it,start,end,latency,execution,sol
1,0,83764,83764,100008,1
2,20078,153746,133668,91735,1
3,41839,221793,179954,120270,1
4,94065,289614,195549,87453,1
5,113699,353365,239666,114336,1
6,164287,420296,256009,84384,1
7,181743,489532,307789,119776,1
8,232286,559634,327348,86978,1
9,249164,621990,372826,104679,1
10,291491,691670,400179,90913,1
11,312727,759574,446847,115765,1
12,360592,831593,471001,93251,1
13,381829,883602,501773,94730,1
14,424553,954038,529485,91669,1
15,445788,1013629,567841,105237,1
16,491438,1063842,572404,69548,1
17,510776,1122720,611944,109414,1
18,561315,1183039,621724,77768,1
19,578768,1233669,654901,59923,1
20,588064,1289831,701767,105788,1
21,637694,1350155,712461,96714,1
22,674087,1401618,727531,82895,1
23,705525,1461886,756361,95715,1
24,740976,1511111,770135,80466,1
25,772219,1571379,799160,99704,1
26,811657,1621612,809955,78659,1
27,840085,1677911,837826,65605,1
28,849395,1738279,888884,109828,1
29,898858,1789614,890756,86631,1
30,934157,1849943,915786,89711,1
31,963543,1901630,938087,68760,1
32,980619,1961886,981267,115567,1
33,1035934,2011238,975304,104697,1
34,1091282,2071530,980248,115630,1
35,1146623,2121629,975006,106099,1
36,1202631,2177462,974831,111605,1
37,1258406,2237672,979266,115536,1
38,1313735,2289614,975879,107269,1
39,1369065,2339826,970761,105571,1
40,1424427,2398858,974431,114302,1
41,1479701,2454906,975205,111330,1
42,1534986,2515333,980347,115769,1
43,1590331,2565532,975201,106264,1
44,1646411,2621484,975073,111450,1
45,1701913,2681738,979825,115685,1
46,1757347,2733628,976281,107818,1
47,1813279,2783850,970571,106065,1
48,1869125,2842970,973845,114494,1
49,1924501,2903266,978765,115572,1
50,1979780,2953693,973913,105784,1
51,2035141,3009640,974499,111345,1
52,2090543,3065371,974828,111174,1
53,2145990,3125678,979688,115710,1
54,2201397,3177564,976167,107254,1
55,2256768,3227826,971058,105587,1
56,2312096,3286770,974674,114244,1
57,2367399,3347091,979692,116356,1
58,2423438,3397547,974109,105966,1
59,2478951,3457903,978952,116103,1
60,2534700,3509628,974928,107033,1
61,2590011,3559864,969853,105607,1
62,2645385,3619021,973636,114463,1
63,2700693,3674855,974162,111322,1
64,2756185,3735225,979040,115677,1
65,2811496,3785613,974117,105790,1
66,2866902,3845897,978995,115632,1
67,2922253,3897579,975326,107218,1
68,2977792,3947841,970049,106371,1
69,3033904,4007004,973100,114644,1
70,3089389,4067367,977978,115714,1
71,3144744,4117612,972868,105548,1
72,3200050,4177942,977892,115629,1
73,3255352,4234849,979497,112196,1
74,3310645,4285628,974983,106126,1
75,3365994,4345837,979843,115467,1
76,3421256,4395273,974017,104789,1
77,3476613,4455612,978999,115735,1
78,3532012,4505530,973518,105257,1
79,3587354,4561231,973877,111808,1
80,3643464,4621601,978137,115746,1
81,3698845,4673530,974685,107360,1
82,3754280,4723799,969519,105650,1
83,3809665,4782631,972966,114178,1
84,3865015,4842974,977959,115661,1
85,3920337,4893579,973242,105863,1
86,3975598,4949477,973879,111175,1
87,4030878,5009838,978960,115765,1
88,4086286,5061629,975343,107163,1
89,4141660,5111826,970166,105619,1
90,4197085,5170778,973693,115107,1
91,4253244,5231078,977834,115714,1
92,4308660,5281579,972919,105728,1
93,4363890,5341881,977991,115585,1
94,4419176,5391604,972428,105089,1
95,4474545,5447659,973114,111318,1
96,4529811,5503602,973791,111263,1
97,4585134,5587731,1002597,139554,1
98,4640562,5656162,1015600,123671,1
99,4695806,5715915,1020109,115101,1
100,4751156,5787503,1036347,127362,1
101,4806934,5851497,1044563,119841,1
102,4862783,5925579,1062796,129399,1
103,4918103,5974303,1056200,103968,1
104,4973350,6059553,1086203,140585,1
105,5028689,6106403,1077714,102188,1
106,5084031,6168471,1084440,117368,1
107,5139334,6252441,1113107,139313,1
108,5194680,6300401,1105721,103311,1
109,5250034,6372533,1122499,127479,1
110,5305385,6431494,1126109,114294,1
111,5360720,6489672,1128952,114155,1
112,5416700,6559569,1142869,125539,1
113,5472346,6616313,1143967,112290,1
114,5537480,6676813,1139333,141562,1
115,6677794,6851810,174016,208273,2
116,6718489,6974795,256306,192702,2
117,6788212,7078586,290374,214160,2
118,6898586,7179587,281001,206619,2
119,7004212,7297393,293181,224279,2
120,7110691,7381749,271058,196678,2
121,7223023,7511100,288077,234533,2
122,7328212,7603801,275589,192694,2
123,7428212,7727157,298945,235349,2
124,7540211,7808781,268570,191993,2
125,7650585,7923103,272518,219941,2
126,7756211,8050636,294425,234013,2
127,7862697,8161123,298426,215996,2
128,7968212,8274105,305893,220975,2
129,8076212,8348341,272129,176392,2
130,8178373,8483193,304820,248684,2
131,8292211,8590706,298495,208250,2
132,8392955,8698989,306034,217762,2
133,8502440,8805803,303363,216234,2
134,8611868,8920283,308415,210927,2
135,8708322,9025541,317219,212632,2
136,8815726,9124001,308275,214930,2
137,8932214,9260127,327913,248117,2
138,9044212,9336286,292074,176898,2
139,9144956,9446103,301147,215228,2
140,9250373,9562835,312462,217255,2
141,9350903,9667823,316920,216453,2
142,9462373,9770069,307696,210238,2
143,9570373,9889031,318658,232796,2
144,9684211,10004935,320724,215898,2
145,9784211,10116378,332167,211437,2
146,9884211,10216078,331867,207694,2
147,9992211,10330944,338733,225550,2
148,10102902,10429431,326529,203792,2
149,10208212,10529758,321546,201169,2
150,10309061,10648196,339135,233583,2
151,10424211,10759309,335098,211109,2
152,10524211,10871572,347361,220257,2
153,10632212,10970318,338106,210740,2
154,10744213,11075023,330810,208698,2
155,10848212,11190970,342758,223940,2
156,10956212,11302899,346687,199922,2
157,11044211,11395044,350833,200139,2
158,11152211,11503189,350978,220141,2
159,11264211,11625060,360849,221866,2
160,11364211,11731045,366834,213981,2
161,11472211,11839087,366876,194409,2
162,11558585,11937248,378663,211783,2
163,11672212,12057864,385652,227650,2
164,11779253,12177193,397940,226757,2
165,11886691,12296983,410292,217731,2
166,11984638,12387070,402432,209636,2
167,12120210,12456928,336718,183404,2
168,12457695,12547675,89980,113978,1
169,12488226,12609220,120994,74176,1
170,12500861,12670107,169246,109661,1
171,12549638,12740108,190470,88576,1
172,12568217,12809628,241411,121478,1
173,12620179,12877396,257217,83342,1
174,12635755,12943956,308201,115852,1
175,12685051,13009516,324465,83942,1
176,12703437,13069947,366510,107825,1
177,12750833,13133629,382796,82884,1
178,12770039,13203892,433853,120494,1
179,12820274,13265003,444729,77480,1
180,12836646,13329632,492986,116113,1
181,12888137,13393532,505395,78986,1
182,12903227,13465627,562400,121003,1
183,12952137,13526025,573888,78142,1
184,12969885,13573629,603744,96091,1
185,13018376,13630989,612613,66634,1
186,13027653,13691335,663682,106104,1
187,13073414,13741740,668326,69764,1
188,13092775,13797161,704386,108274,1
189,13145632,13857882,712250,77214,1
190,13162128,13909547,747419,60939,1
191,13171408,13969979,798571,109949,1
192,13220930,14021613,800683,99118,1
193,13268419,14071842,803423,69663,1
194,13287856,14130458,842602,104389,1
195,13333632,14190795,857163,79666,1
196,13352964,14241562,888598,95104,1
197,13397305,14301885,904580,79652,1
198,13416637,14353629,936992,68238,1
199,13433134,14403827,970693,105568,1
200,13488507,14462966,974459,114784,1
201,13544156,14518697,974541,111152,1
202,13599581,14579016,979435,115627,1
