it,start,end,latency,execution,sol
1,0,65527,65527,24527,1
2,14775,92386,77611,20426,1
3,25205,112138,86933,20038,1
4,35192,131900,96708,20147,1
5,45273,151599,106326,20170,1
6,55401,171339,115938,19923,1
7,65279,194801,129522,20078,1
8,75275,214393,139118,20065,1
9,85304,233988,148684,19998,1
10,95340,253759,158419,20071,1
11,105377,273516,168139,20108,1
12,115411,293081,177670,20032,1
13,125428,312340,186912,19986,1
14,135440,328551,193111,20045,1
15,145498,348113,202615,19951,1
16,155504,367635,212131,19948,1
17,165477,387168,221691,19974,1
18,175483,406795,231312,20037,1
19,185487,426181,240694,20013,1
20,195550,445854,250304,20006,1
21,205575,465429,259854,20027,1
22,215625,484913,269288,19861,1
23,225561,504552,278991,20083,1
24,235614,524090,288476,19986,1
25,245610,543647,298037,20059,1
26,255663,563169,307506,19971,1
27,265651,582665,317014,20025,1
28,275684,602270,326586,20011,1
29,286688,621939,335251,19907,1
30,305558,641615,336057,19883,1
31,325162,661137,335975,19913,1
32,344705,680724,336019,19827,1
33,364229,700281,336052,19958,1
34,383768,719845,336077,19910,1
35,403290,739414,336124,20006,1
36,422847,758935,336088,20073,1
37,442423,778501,336078,19992,1
38,461958,798112,336154,20001,1
39,481533,817549,336016,19922,1
40,501104,837102,335998,19889,1
41,520631,856746,336115,19930,1
42,540190,876206,336016,19898,1
43,559729,895755,336026,19889,1
44,579265,915375,336110,20054,1
45,598855,934877,336022,20005,1
46,618614,954568,335954,19946,1
47,638183,974116,335933,19971,1
48,657743,993613,335870,19945,1
49,677302,1013213,335911,19889,1
50,696850,1032774,335924,19940,1
51,716383,1052305,335922,19966,1
52,735909,1071917,336008,19928,1
53,755463,1091544,336081,19958,1
54,774995,1111183,336188,20021,1
55,794586,1130727,336141,19902,1
56,814180,1150369,336189,19961,1
57,833753,1170088,336335,20096,1
58,853289,1189563,336274,19908,1
59,872820,1209414,336594,19998,1
60,892372,1228950,336578,19867,1
61,911940,1248614,336674,19917,1
62,931509,1268264,336755,19968,1
63,951091,1287755,336664,19907,1
64,970670,1307321,336651,19992,1
65,990226,1326899,336673,19888,1
66,1009794,1346410,336616,19908,1
67,1029321,1366001,336680,19966,1
68,1048927,1385575,336648,19927,1
69,1068452,1405109,336657,19846,1
70,1088158,1424532,336374,19905,1
71,1107763,1444136,336373,19933,1
72,1127372,1463663,336291,19884,1
73,1147008,1483291,336283,19946,1
74,1166620,1502817,336197,19991,1
75,1186180,1522440,336260,19986,1
76,1205933,1542083,336150,20030,1
77,1225592,1561589,335997,20017,1
78,1245220,1581118,335898,19971,1
79,1264793,1600575,335782,19816,1
80,1284364,1620227,335863,19985,1
81,1303895,1639767,335872,19885,1
82,1323455,1659341,335886,20000,1
83,1342986,1678866,335880,19820,1
84,1362582,1698440,335858,19962,1
85,1382144,1718015,335871,19902,1
86,1401628,1737559,335931,19880,1
87,1421183,1757147,335964,19958,1
88,1440723,1776709,335986,19852,1
89,1460246,1796249,336003,20036,1
90,1479851,1816085,336234,19935,1
91,1499437,1835782,336345,19960,1
92,1519008,1855455,336447,20035,1
93,1538587,1875056,336469,19996,1
94,1558128,1894614,336486,19959,1
95,1577675,1914309,336634,20114,1
96,1597224,1933783,336559,19942,1
97,1616806,1953415,336609,19949,1
98,1636349,1972968,336619,19981,1
99,1655905,1992527,336622,19959,1
100,1675462,2012074,336612,19904,1
101,1694998,2031567,336569,19955,1
102,1714589,2051150,336561,20004,1
103,1734154,2070647,336493,19911,1
104,1753693,2090166,336473,19955,1
105,1773236,2109720,336484,19910,1
106,1792795,2129246,336451,20181,1
107,1812738,2148795,336057,19990,1
108,1832410,2168400,335990,19947,1
109,1852020,2187885,335865,19914,1
110,1871615,2207492,335877,19854,1
111,1891214,2227085,335871,20035,1
112,1910783,2246685,335902,19989,1
113,1930343,2266224,335881,19954,1
114,1949937,2285816,335879,19944,1
