step,start,end,latency,execution
1,0,79414,79414,93435
2,14086,111840,97754,42877
3,24585,141883,117298,39977
4,34545,171919,137374,39828
5,44341,199998,155657,37900
6,54167,232152,177985,41994
7,64010,260199,196189,38085
8,74054,290216,216162,39882
9,83923,320256,236333,39900
10,93786,350131,256345,39737
11,103652,380010,276358,39736
12,113515,409913,296398,39760
13,123378,439772,316394,39715
14,133241,469212,335971,39297
15,143104,498950,355846,39598
16,152967,528364,375397,39272
17,162831,557879,395048,39371
18,172693,587455,414762,39430
19,182552,617605,435053,39960
20,192368,647414,455046,39663
21,202228,676904,474676,39222
22,211966,706685,494719,39602
23,221793,736485,514692,39658
24,231656,766160,534504,39438
25,241424,795666,554242,39339
26,251263,825359,574096,39543
27,261118,854996,593878,39432
28,270919,884612,613693,39407
29,280715,914316,633601,42223
30,293240,943973,650733,49565
31,313156,973512,660356,49487
32,333112,1003089,669977,49575
33,353116,1032716,679600,59447
34,382942,1062272,679330,39530
35,392922,1091960,699038,49608
36,412848,1121240,708392,54533
37,438109,1150951,712842,51013
38,459417,1180667,721250,58973
39,488681,1210625,721944,59669
40,518400,1240510,722110,59342
41,547865,1270189,722324,59178
42,577372,1299738,722366,59513
43,607344,1329458,722114,59606
44,637237,1359213,721976,59408
45,666898,1388947,722049,59384
46,696556,1418566,722010,59211
47,726155,1448202,722047,59634
48,756161,1477931,721770,59338
49,785778,1507641,721863,59042
50,815118,1537070,721952,59053
51,844750,1566753,722003,59461
52,874535,1596169,721634,58905
53,904032,1625772,721740,59380
54,933815,1655345,721530,59131
55,963381,1685259,721878,59627
56,993102,1715336,722234,59620
57,1022653,1745104,722451,59278
58,1052171,1774626,722455,59117
59,1081774,1804389,722615,59490
60,1111509,1834549,723040,59470
61,1140828,1864308,723480,59360
62,1170438,1893986,723548,59688
63,1200461,1923715,723254,59614
64,1230354,1953579,723225,59534
65,1260032,1983231,723199,59382
66,1289769,2012822,723053,59254
67,1319440,2042337,722897,59289
68,1349222,2071849,722627,59144
69,1378860,2101401,722541,59193
70,1408509,2131082,722573,59264
71,1438100,2160628,722528,59006
72,1467568,2190283,722715,59361
73,1497282,2219716,722434,59166
74,1527023,2249292,722269,59213
75,1556667,2279042,722375,59299
76,1586223,2308612,722389,58945
77,1615606,2338165,722559,59049
78,1645110,2367844,722734,59346
79,1674788,2397359,722571,59679
80,1704960,2427603,722643,59917
81,1734647,2457423,722776,59624
82,1764459,2487142,722683,59485
83,1794233,2516978,722745,59892
84,1824298,2546758,722460,59571
85,1854097,2576526,722429,59470
86,1883807,2606322,722515,59611
87,1913630,2635992,722362,59441
88,1943408,2665552,722144,59304
89,1973159,2695112,721953,59175
90,2002782,2724620,721838,59099
91,2032381,2754202,721821,58935
92,2061742,2783648,721906,58940
93,2091243,2813337,722094,59423
94,2120983,2842873,721890,59043
95,2150498,2872768,722270,59320
96,2179931,2902446,722515,59392
97,2209653,2932040,722387,59099
98,2239165,2961485,722320,59079
99,2268807,2991295,722488,59621
100,2298624,3021303,722679,59591
101,2328214,3051111,722897,59100
102,2357514,3080653,723139,59292
103,2387272,3110581,723309,60199
104,2417551,3140428,722877,59584
105,2447295,3170172,722877,59273
106,2476831,3199845,723014,59795
107,2506960,3229329,722369,59094
108,2536577,3259026,722449,59589
109,2566475,3288652,722177,59333
110,2596189,3318282,722093,59201
111,2625766,3347959,722193,59257
112,2655354,3377518,722164,59133
113,2684936,3407303,722367,59251
114,2714408,3436888,722480,59205
115,2744036,3466617,722581,59431
116,2773746,3496120,722374,58897
117,2803148,3525667,722519,59173
118,2832781,3555368,722587,59520
119,2862607,3584944,722337,59329
120,2892368,3615032,722664,59692
121,2921980,3644752,722772,59330
122,2951598,3674407,722809,59090
123,2981039,3704267,723228,59934
124,3011122,3733848,722726,59397
125,3040946,3763572,722626,59372
126,3070601,3793260,722659,59303
127,3100223,3822938,722715,59788
128,3130341,3852582,722241,59404
129,3160109,3882232,722123,59165
130,3189632,3912022,722390,59409
131,3219259,3941553,722294,58942
132,3248678,3971110,722432,59375
133,3278503,4000884,722381,59396
134,3308133,4030419,722286,59185
135,3337790,4060164,722374,59385
136,3367438,4089704,722266,59077
137,3396982,4119179,722197,59309
138,3426824,4148737,721913,59181
139,3456454,4178453,721999,59327
140,3486073,4208266,722193,59326
141,3515594,4238173,722579,59647
142,3545343,4267756,722413,58967
143,3574734,4297392,722658,59643
144,3604749,4327321,722572,59851
145,3634679,4357161,722482,59481
146,3664328,4386881,722553,59389
147,3694005,4416481,722476,59387
148,3723799,4446157,722358,59360
149,3753491,4475743,722252,59295
150,3783208,4505233,722025,59139
151,3812865,4534850,721985,59106
152,3842362,4564447,722085,59393
153,3872166,4594118,721952,59120
154,3901623,4623851,722228,59480
155,3931377,4653189,721812,58984
156,3961031,4682976,721945,59478
157,3990728,4712414,721686,58993
