it,start,end,latency,execution,sol
1,0,108393,108393,123015,1
2,14654,151618,136964,53275,1
3,24724,192887,168163,51167,1
4,34627,234175,199548,51162,1
5,44506,273017,228511,48638,1
6,54304,312082,257778,48853,1
7,64096,351228,287132,48880,1
8,73833,393355,319522,51829,1
9,83538,435058,351520,51433,1
10,93272,474146,380874,50798,1
11,104986,513390,408404,48943,1
12,114689,554346,439657,50695,1
13,124432,591478,467046,46836,1
14,134140,630976,496836,51164,1
15,145809,670017,524208,48734,1
16,155506,709138,553632,48844,1
17,165233,748327,583094,48881,1
18,174929,789356,614427,52690,1
19,186593,826418,639825,46785,1
20,196319,865637,669318,48913,1
21,206017,906733,700716,50788,1
22,215713,943784,728071,68527,1
23,247194,984607,737413,80065,1
24,286442,1031798,745356,84571,1
25,323827,1066190,742363,64887,1
26,354326,1106930,752604,61541,1
27,375133,1146866,771733,69491,1
28,404693,1186701,782008,79934,1
29,444796,1230147,785351,77858,1
30,479212,1264362,785150,52078,1
31,497081,1306517,809436,71739,1
32,526670,1351981,825311,82842,1
33,564054,1381339,817285,63130,1
34,597833,1425480,827647,62177,1
35,615874,1464252,848378,68545,1
36,645651,1515944,870293,87748,1
37,681711,1545996,864285,65035,1
38,716699,1580730,864031,52544,1
39,734514,1619730,885216,68619,1
40,764139,1658228,894089,73417,1
41,799061,1699264,900203,76955,1
42,834984,1736396,901412,54870,1
43,852726,1775246,922520,68560,1
44,882440,1826208,943768,84986,1
45,916468,1855855,939387,54647,1
46,941476,1894817,953341,80360,1
47,982878,1935800,952922,80055,1
48,1021958,1976484,954526,73322,1
49,1054602,2015989,961387,80290,1
50,1095393,2056821,961428,81482,1
51,1136049,2092715,956666,76681,1
52,1176844,2131798,954954,81720,1
53,1219486,2175367,955881,78547,1
54,1254470,2211734,957264,79567,1
55,1297675,2250520,952845,81419,1
56,1340314,2291218,950904,86243,1
57,1385864,2330842,944978,66799,1
58,1413043,2371299,958256,81992,1
59,1454584,2412845,958261,82472,1
60,1495516,2450310,954794,78366,1
61,1536421,2490557,954136,94255,1
62,1590435,2530735,940300,62327,1
63,1612592,2564471,951879,91377,1
64,1670239,2603484,933245,77765,1
65,1708994,2647202,938208,63748,1
66,1729030,2683424,954394,77386,1
67,1770200,2722011,951811,80179,1
68,1811798,2762784,950986,75015,1
69,1846047,2803509,957462,77928,1
70,1883258,2844268,961010,81912,1
71,1924419,2884633,960214,81120,1
72,1965180,2924339,959159,80606,1
73,2006086,2965094,959008,82911,1
74,2048247,3001227,952980,90301,1
75,2102421,3040533,938112,61339,1
76,2124463,3079393,954930,79917,1
77,2165526,3118306,952780,75281,1
78,2201900,3159104,957204,77662,1
79,2238770,3197832,959062,79672,1
80,2279720,3246421,966701,89398,1
81,2320544,3274058,953514,68523,1
82,2361435,3316528,955093,83990,1
83,2402960,3355318,952358,73883,1
84,2438061,3402051,963990,89712,1
85,2481044,3433597,952553,71731,1
86,2521235,3468781,947546,88116,1
87,2574172,3517913,943741,71206,1
88,2596251,3552402,956151,75582,1
89,2637352,3593184,955832,77010,1
90,2673588,3630085,956497,73733,1
91,2710427,3664022,953595,74631,1
92,2751129,3707249,956120,83936,1
93,2791845,3749694,957849,83226,1
94,2832632,3784932,952300,75955,1
95,2873357,3820228,946871,76353,1
96,2914420,3863144,948724,85048,1
97,2956557,3898126,941569,89475,1
98,3011055,3940867,929812,65044,1
99,3033365,3989896,956531,104792,1
100,3089132,4016355,927223,50310,1
101,3112988,4055100,942112,84654,1
102,3158901,4092049,933148,75741,1
103,3197697,4132917,935220,79720,1
104,3236553,4169752,933199,64420,1
105,3264159,4209019,944860,82012,1
106,3306908,4247929,941021,77422,1
107,3345426,4286913,941487,74413,1
108,3380860,4325761,944901,81653,1
109,3423669,4364572,940903,74019,1
110,3458882,4403396,944514,81464,1
111,3501528,4444179,942651,79934,1
112,3540685,4490325,949640,86758,1
113,3581304,4525802,944498,72094,1
114,3617926,4566715,948789,77175,1
115,3654194,4607530,953336,83954,1
116,3697339,4648356,951017,76060,1
117,3732579,4689141,956562,83302,1
118,3775102,4730019,954917,76048,1
119,3810279,4770849,960570,83802,1
120,3853257,4811754,958497,75928,1
121,3888287,4852743,964456,83671,1
122,3930975,4893471,962496,75717,1
123,3965971,4934287,968316,108520,1
124,4033681,4974999,941318,69837,1
125,4062812,5015255,952443,80971,1
126,4103531,5054879,951348,70541,1
127,4134452,5095917,961465,86040,1
128,4179458,5138321,958863,66544,1
129,4203606,5181916,978310,97644,1
130,4257665,5230986,973321,73056,1
131,4281657,5279728,998071,89841,1
132,4322762,5328617,1005855,96017,1
133,4369893,5377701,1007808,81541,1
134,4402355,5427036,1024681,88367,1
135,4441393,5476148,1034755,88183,1
136,4480469,5525212,1044743,82953,1
137,4514363,5573992,1059629,89645,1
138,4555233,5622730,1067497,89306,1
139,4595806,5671452,1075646,89576,1
140,4636665,5720224,1083559,89590,1
141,4677488,5768956,1091468,89729,1
142,4718489,5817672,1099183,89472,1
143,4759251,5866412,1107161,89609,1
144,4800125,5915181,1115056,89816,1
145,4841177,5963916,1122739,89285,1
146,4881733,6002718,1120985,79670,1
147,4922607,6042182,1119575,80141,1
148,4963290,6080792,1117502,79399,1
149,5004086,6119489,1115403,79573,1
150,5044967,6158173,1113206,81043,1
151,5087331,6196954,1109623,77460,1
152,5138550,6235403,1096853,62423,1
153,6236427,6397460,161033,180407,2
154,6255835,6469246,213411,91529,2
155,6275595,6545157,269562,120416,2
156,6320142,6638609,318467,143428,2
157,6370125,6720605,350480,132179,2
158,6420315,6802208,381893,111163,2
159,6460811,6890932,430121,128290,2
160,6500383,6974024,473641,132835,2
161,6550132,7063981,513849,130627,2
162,6590808,7149872,559064,129712,2
163,6634639,7230119,595480,120905,2
164,6675304,7305878,630574,117293,2
165,6716845,7379067,662222,114653,2
166,6758316,7452421,694105,114848,2
167,6799816,7493596,693780,82674,2
168,6841322,7534903,693581,87317,2
169,6887341,7579243,691902,85835,2
170,6928841,7639871,711030,102095,2
171,6970314,7700600,730286,98391,2
172,7007983,7761209,753226,102106,2
173,7049487,7817931,768444,88196,2
174,7080968,7882992,802024,86444,2
175,7102360,7943600,841240,81999,2
176,7123757,8004372,880615,82182,2
177,7145174,8065042,919868,82052,2
178,7166562,8125675,959113,82024,2
179,7187960,8182319,994359,91476,2
180,7222800,8246933,1024133,84130,2
181,7242323,8288176,1045853,80929,2
182,7282016,8368297,1086281,110942,2
183,7312843,8435983,1123140,89109,2
184,7334273,8517853,1183580,131149,2
185,7383560,8583089,1199529,86682,2
186,7405015,8647881,1242866,174994,2
187,7515226,8683590,1168364,101218,2
188,7580741,8735037,1154296,113502,2
189,7642803,8796006,1153203,122923,2
190,7704765,8857012,1152247,122778,2
191,7766544,8918005,1151461,123451,2
192,7829013,8978863,1149850,124128,2
193,7892290,9023871,1131581,105261,2
194,7952553,9100946,1148393,137385,2
195,8012870,9161873,1149003,122243,2
196,8074193,9222848,1148655,122430,2
197,8135656,9283766,1148110,134513,2
198,8209258,9344798,1135540,139610,2
199,8287842,9433861,1146019,131755,2
200,8330540,9479614,1149074,101016,2
201,8385810,9605800,1219990,151231,2
202,8410864,9692837,1281973,147844,2
203,8471678,9753892,1282214,96470,2
204,8507100,9828570,1321470,124705,2
205,8557135,9885015,1327880,124536,2
206,8625234,9974163,1348929,163526,2
207,8699618,10035226,1335608,111922,2
208,8750484,10077014,1326530,92985,2
209,8801688,10135152,1333464,93259,2
