it,start,end,latency,execution,sol
1,0,50037,50037,63492,1
2,13530,70008,56478,30061,1
3,23650,89914,66264,30216,1
4,33969,109853,75884,29808,1
5,43843,129802,85959,29806,1
6,53703,149756,96053,29871,1
7,63624,169414,105790,29588,1
8,73559,189073,115514,29565,1
9,83468,208550,125082,29389,1
10,93384,228366,134982,29729,1
11,103302,249933,146631,31483,1
12,113221,271347,158126,31329,1
13,123139,292822,169683,31382,1
14,133051,312147,179096,29235,1
15,142965,331496,188531,29237,1
16,152858,350880,198022,29124,1
17,162601,370245,207644,29106,1
18,172345,389643,217298,29138,1
19,182089,408989,226900,29122,1
20,191868,428403,236535,29208,1
21,201665,447814,246149,29155,1
22,211412,467156,255744,29117,1
23,221191,486522,265331,29107,1
24,230937,505815,274878,28977,1
25,240624,525185,284561,29149,1
26,250406,544570,294164,28958,1
27,259983,564004,304021,29201,1
28,269753,583406,313653,29004,1
29,279359,602870,323511,32937,1
30,292837,622405,329568,38850,1
31,312160,641866,329706,38797,1
32,331500,661329,329829,38849,1
33,350890,680811,329921,38873,1
34,370286,700270,329984,38810,1
35,389641,719779,330138,38899,1
36,409036,739414,330378,39002,1
37,428407,758945,330538,38944,1
38,447825,778226,330401,38620,1
39,467168,797597,330429,38726,1
40,486528,816965,330437,38668,1
41,505833,836347,330514,38768,1
42,525224,855771,330547,38785,1
43,544590,875121,330531,38777,1
44,564021,894563,330542,38817,1
45,583401,913964,330563,38955,1
46,602963,933359,330396,38883,1
47,622456,952713,330257,38801,1
48,641907,972026,330119,38773,1
49,661372,991372,330000,38794,1
50,680824,1010743,329919,38857,1
51,700315,1030113,329798,38871,1
52,719821,1049425,329604,38916,1
53,739430,1068805,329375,38902,1
54,758957,1088189,329232,38689,1
55,778267,1107630,329363,38777,1
56,797607,1127024,329417,38737,1
57,816954,1146374,329420,38731,1
58,836339,1165690,329351,38733,1
59,855760,1185013,329253,38700,1
60,875141,1204482,329341,38883,1
61,894559,1224115,329556,39015,1
62,913951,1243587,329636,38886,1
63,933370,1263037,329667,38783,1
64,952708,1282505,329797,38746,1
65,971990,1302004,330014,38893,1
66,991388,1321495,330107,38818,1
67,1010733,1341015,330282,38864,1
68,1030081,1360473,330392,38817,1
69,1049446,1379962,330516,38879,1
70,1068844,1399349,330505,38743,1
71,1088204,1418689,330485,38757,1
72,1107625,1437962,330337,38684,1
73,1127040,1457322,330282,38688,1
74,1146372,1476671,330299,38648,1
75,1165676,1496099,330423,38754,1
76,1185007,1515471,330464,38920,1
77,1204562,1534841,330279,38925,1
78,1224121,1554249,330128,38863,1
79,1243580,1573648,330068,38857,1
80,1263043,1593064,330021,38895,1
81,1282533,1612409,329876,38793,1
82,1301986,1631742,329756,38856,1
83,1321514,1651069,329555,38816,1
84,1341008,1670443,329435,38852,1
85,1360490,1689865,329375,38904,1
86,1379976,1709172,329196,38691,1
87,1399364,1728497,329133,38639,1
88,1418683,1747884,329201,38664,1
89,1437965,1767285,329320,38775,1
90,1457343,1786669,329326,38722,1
91,1476685,1806235,329550,38968,1
92,1496092,1825812,329720,38946,1
93,1515469,1845269,329800,38821,1
94,1534838,1864638,329800,38786,1
95,1554260,1884065,329805,38850,1
96,1573688,1903558,329870,38854,1
97,1593054,1923028,329974,38862,1
98,1612450,1942614,330164,38895,1
99,1631776,1962083,330307,38775,1
100,1651086,1981515,330429,38805,1
101,1670477,2000956,330479,38821,1
102,1689863,2020365,330502,38703,1
103,1709162,2039763,330601,38722,1
104,1728491,2059184,330693,38824,1
105,1747898,2078506,330608,38723,1
106,1767303,2097827,330524,38703,1
107,1786689,2117154,330465,38935,1
108,1806304,2136509,330205,38855,1
109,1825808,2155955,330147,38890,1
110,1845257,2175355,330098,38784,1
111,1864645,2194720,330075,38796,1
112,1884081,2214101,330020,38848,1
113,1903553,2233455,329902,38827,1
114,1923030,2252921,329891,39040,1
115,1942609,2272305,329696,38846,1
116,1962075,2291709,329634,38824,1
117,1981500,2311059,329559,38790,1
118,2000945,2330332,329387,38686,1
119,2020363,2349701,329338,38767,1
120,2039765,2369128,329363,38833,1
121,2059176,2388449,329273,38645,1
122,2078504,2407954,329450,38839,1
123,2097842,2427555,329713,38930,1
124,2117188,2447048,329860,38832,1
125,2136544,2466529,329985,38874,1
