step,start,end,latency,execution
1,0,98228,98228,112351
2,14166,137978,123812,49576
3,24008,179596,155588,51645
4,34044,217199,183155,47409
5,43855,262163,218308,54733
6,53629,295817,242188,43451
7,63432,334994,271562,49008
8,73267,374220,300953,49305
9,83354,413451,330097,49120
10,93249,452863,359614,49250
11,103090,492093,389003,49033
12,112898,531375,418477,49078
13,122699,570677,447978,49164
14,132566,610411,477845,49575
15,142411,649721,507310,49067
16,152175,689091,536916,49091
17,161900,728442,566542,49170
18,171724,767851,596127,49265
19,181586,806710,625124,48553
20,191284,845726,654442,48783
21,201057,884739,683682,48848
22,210897,923746,712849,48827
23,220722,962649,741927,54914
24,236741,1001630,764889,68473
25,266241,1040593,774352,68383
26,295668,1079421,783753,68065
27,324913,1118418,793505,68465
28,354388,1157459,803071,68556
29,383908,1196433,812525,68354
30,413294,1236238,822944,69135
31,442632,1275358,832726,68606
32,472126,1314583,842457,68748
33,501654,1353738,852084,68526
34,531030,1392648,861618,68331
35,560459,1431575,871116,68460
36,590000,1470516,880516,68840
37,619906,1509544,889638,68423
38,649308,1548549,899241,68550
39,678861,1587615,908754,68618
40,708420,1626710,918290,68594
41,737925,1665601,927676,68389
42,767429,1704567,937138,68293
43,796763,1743681,946918,78060
44,835717,1782664,946947,77934
45,874676,1822325,947649,78658
46,913681,1861328,947647,77941
47,952627,1900751,948124,78327
48,991539,1939904,948365,78119
49,1030513,1978861,948348,77873
50,1069437,2017886,948449,78005
51,1108425,2056846,948421,77921
52,1147394,2095848,948454,78034
53,1186434,2134747,948313,78569
54,1226112,2173751,947639,78231
55,1265346,2212653,947307,78095
56,1304547,2251604,947057,78127
57,1343731,2290534,946803,77812
58,1382621,2329441,946820,77830
59,1421551,2368481,946930,77952
60,1460471,2407662,947191,78198
61,1499496,2446942,947446,78326
62,1538550,2486377,947827,78418
63,1577541,2525485,947944,78192
64,1616633,2564650,948017,78080
65,1655554,2603670,948116,77974
66,1694515,2642482,947967,77907
67,1733617,2681693,948076,78208
68,1772622,2720684,948062,78557
69,1812197,2759698,947501,78161
70,1851351,2798649,947298,78276
71,1890684,2837580,946896,78113
72,1929874,2876578,946704,78008
73,1968892,2915433,946541,77773
74,2007818,2954378,946560,77870
75,2046751,2993377,946626,77996
76,2085756,3032916,947160,78535
77,2124759,3072125,947366,78142
78,2163700,3111240,947540,78009
79,2202601,3150475,947874,78201
80,2241575,3189405,947830,77829
