it,start,end,latency,execution,sol
1,0,65064,65064,77833,1
2,12853,112711,99858,57878,1
3,23104,131650,108546,44794,1
4,48973,162692,113719,52057,1
5,69992,193512,123520,75246,1
6,114422,231680,117258,64030,1
7,140288,246118,105830,24298,1
8,150152,278108,127956,57849,1
9,176015,324152,148137,55907,1
10,185880,357710,171830,64937,1
11,217263,375375,158112,52262,1
12,251863,424939,173076,60992,1
13,263296,460478,197182,58584,1
14,286344,496051,209707,47001,1
15,297776,515572,217796,30952,1
16,309210,551100,241890,58541,1
17,332226,586660,254434,46957,1
18,343626,621185,277559,69125,1
19,378229,654588,276359,44828,1
20,389659,694474,304815,51325,1
21,401102,736576,335474,51590,1
22,410593,774880,364287,59349,1
23,431640,808446,376806,43080,1
24,441158,846450,405292,59019,1
25,462176,902244,440068,65275,1
26,471661,935859,464198,43128,1
27,481177,964609,483432,49825,1
28,502255,992464,490209,48909,1
29,523313,1020405,497092,37453,1
30,532829,1048301,515472,48938,1
31,553874,1076147,522273,37358,1
32,563389,1104060,540671,37425,1
33,572905,1131910,559005,48914,1
34,593972,1159853,565881,40402,1
35,606441,1185788,579347,59703,1
36,640214,1212357,572143,66303,1
37,679952,1238527,558575,66390,1
38,720176,1264525,544349,64193,1
39,758374,1290496,532122,61558,1
40,793964,1316465,522501,61716,1
41,829715,1342350,512635,60766,1
42,864600,1368288,503688,56152,1
43,894818,1396308,501490,48050,1
44,914851,1438758,523907,72259,1
45,944663,1466507,521844,48214,1
46,965132,1482894,517762,36051,1
47,984800,1513812,529012,59609,1
48,1013495,1544306,530811,59188,1
49,1042193,1578252,536059,62649,1
50,1070899,1619959,549060,70404,1
51,1099599,1658080,558481,66853,1
52,1128333,1688432,560099,59050,1
53,1157035,1730358,573323,70631,1
54,1185742,1761037,575295,61986,1
55,1217054,1792467,575413,62198,1
56,1247826,1835264,587438,73441,1
57,1278474,1873413,594939,68790,1
58,1309119,1904010,594891,61210,1
59,1339735,1946182,606447,72817,1
60,1370383,1974472,604089,61208,1
61,1403305,2035972,632667,85109,1
62,1426918,2063405,636487,59810,1
63,1459299,2080162,620863,54830,1
64,1497376,2130435,633059,82759,1
65,1529866,2155099,625233,58684,1
66,1563889,2171423,607534,56121,1
67,1603690,2208672,604982,75161,1
68,1641604,2238800,597196,62580,1
69,1674060,2269016,594956,70021,1
70,1713868,2310080,596212,73522,1
71,1746329,2336172,589843,57823,1
72,1778065,2362536,584471,67163,1
73,1818868,2410416,591548,85994,1
74,1856986,2435194,578208,57237,1
75,1889453,2468903,579450,73955,1
76,1929701,2502425,572724,63770,1
77,1959953,2540856,580903,72425,1
78,1993952,2578975,585023,83576,1
79,2039414,2617461,578047,60686,1
80,2061617,2656144,594527,68915,1
81,2091857,2696261,604404,59301,1
82,2111045,2743618,632573,66560,1
83,2130252,2771999,641747,69376,1
84,2171251,2806067,634816,68184,1
85,2205370,2821825,616455,46024,1
86,2235644,2849202,613558,57601,1
87,2265872,2874805,608933,72999,1
88,2313272,2912471,599199,57203,1
89,2332811,2922133,589322,32850,1
90,2356002,2958920,602918,67974,1
91,2387195,2972551,585356,37552,1
92,2411120,2994185,583065,44202,1
93,2433692,3019673,585981,45118,1
94,2453326,3034915,581589,40312,1
95,2478400,3044659,566259,42546,1
96,2511206,3054320,543114,43918,1
97,2545467,3100910,555443,56067,1
98,2554948,3115313,560365,46658,1
99,2587206,3160715,573509,80268,1
100,2622075,3174660,552585,23423,1
101,2631557,3217366,585809,76251,1
102,2665106,3251970,586864,68237,1
103,2698741,3292631,593890,50169,1
104,2708253,3333216,624963,50065,1
105,2717735,3372743,655008,49008,1
106,2727219,3406860,679641,62838,1
107,2755944,3459668,703724,91254,1
108,2794399,3476006,681607,61479,1
109,2839543,3494233,654690,76316,1
110,2897636,3520228,622592,72628,1
111,2944271,3546162,601891,56539,1
112,2974878,3572082,597204,56983,1
113,3005947,3598049,592102,56938,1
114,3036921,3624572,587651,59377,1
115,3069779,3650584,580805,45224,1
116,3088995,3676581,587586,82251,1
117,3145255,3702592,557337,35485,1
118,3154732,3728565,573833,55429,1
119,3184191,3754516,570325,49441,1
120,3207684,3780666,572982,56318,1
121,3237856,3806735,568879,59188,1
122,3270979,3832724,561745,49497,1
123,3294491,3858758,564267,45570,1
124,3314029,3884744,570715,49869,1
125,3337915,3910732,572817,45523,1
126,3357453,3936695,579242,55551,1
127,3387045,3962623,575578,63170,1
128,3424290,3988645,564355,35502,1
129,3433772,4014598,580826,35436,1
130,3443257,4040577,597320,45158,1
131,3462440,4066544,604104,53701,1
132,3490177,4092558,602381,54716,1
133,3518883,4118529,599646,56615,1
134,3549531,4144565,595034,56700,1
135,3580198,4170502,590304,56965,1
136,3611232,4196484,585252,56902,1
137,3642156,4222985,580829,57204,1
138,3672861,4249073,576212,56783,1
139,3703561,4275103,571542,56673,1
140,3734208,4301076,566868,56653,1
141,3764891,4327069,562178,56769,1
142,3795670,4353040,557370,56614,1
143,3826316,4379001,552685,56640,1
