it,start,end,latency,sol
1,0,190210,190210,1
2,15117,242084,226967,1
3,25225,283609,258384,1
4,35413,372810,337397,1
5,45670,437086,391416,1
6,55728,488679,432951,1
7,65920,540370,474450,1
8,76163,593726,517563,1
9,86428,655970,569542,1
10,97001,707724,610723,1
11,137971,759544,621573,1
12,178906,815596,636690,1
13,219896,857221,637325,1
14,260868,898861,637993,1
15,308516,940397,631881,1
16,342574,981858,639284,1
17,383541,1023506,639965,1
18,424448,1065128,640680,1
19,465470,1106653,641183,1
20,506470,1148179,641709,1
21,547427,1189805,642378,1
22,588390,1231574,643184,1
23,629468,1272816,643348,1
24,670437,1324554,654117,1
25,711399,1376317,664918,1
26,752363,1428030,675667,1
27,793325,1479808,686483,1
28,846334,1531512,685178,1
29,897545,1583365,685820,1
30,948753,1635104,686351,1
31,999959,1686682,686723,1
32,1051165,1738361,687196,1
33,1102378,1790180,687802,1
34,1157856,1839460,681604,1
35,1209097,1881101,672004,1
36,1260694,1922644,661950,1
37,1301574,1964134,662560,1
38,1342536,2005599,663063,1
39,1383499,2047043,663544,1
40,1424462,2088662,664200,1
41,1465423,2130254,664831,1
42,1506384,2171752,665368,1
43,1547345,2221352,674007,1
44,1588308,2273123,684815,1
45,1629268,2325018,695750,1
46,1670098,2387017,716919,1
47,1717358,2428655,711297,1
48,1769098,2469936,700838,1
49,1821020,2512324,691304,1
50,1872252,2553633,681381,1
51,1923460,2595050,671590,1
52,1974668,2636539,661871,1
53,2025874,2677970,652096,1
54,2077081,2719438,642357,1
55,2128287,2760952,632665,1
56,2179493,2802455,622962,1
57,2232984,2843672,610688,1
58,2273946,2885286,611340,1
59,2314906,2926812,611906,1
60,2365523,2996340,630817,1
61,2416841,3048079,631238,1
62,2486452,3109914,623462,1
63,2547761,3151444,603683,1
64,2604878,3192938,588060,1
65,2656076,3244850,588774,1
66,2707283,3296609,589326,1
67,2768048,3362056,594008,1
68,2829318,3413882,584564,1
69,2880482,3475901,595419,1
70,2921407,3527812,606405,1
71,2962367,3579507,617140,1
72,3003329,3632209,628880,1
73,3044176,3673688,629512,1
74,3085021,3715403,630382,1
75,3125961,3756892,630931,1
76,3166915,3811926,645011,1
77,3207874,3863780,655906,1
78,3248839,3915515,666676,1
79,3289801,3967311,677510,1
80,3330763,4019148,688385,1
81,3371725,4070832,699107,1
82,3412687,4122693,710006,1
83,3453648,4174529,720881,1
84,3494610,4226464,731854,1
85,3535571,4278243,742672,1
86,3576533,4329956,753423,1
87,3617498,4381489,763991,1
