it,start,end,latency,sol
1,0,98173,98173,1
2,15323,143877,128554,1
3,26998,189850,162852,1
4,38275,235410,197135,1
5,49363,280602,231239,1
6,60484,325749,265265,1
7,71614,370830,299216,1
8,82925,415995,333070,1
9,94065,461121,367056,1
10,105049,506314,401265,1
11,116005,551383,435378,1
12,127018,596546,469528,1
13,137235,642482,505247,1
14,147370,687985,540615,1
15,157515,733403,575888,1
16,168510,778424,609914,1
17,178728,823689,644961,1
18,188916,868743,679827,1
19,199021,913826,714805,1
20,209976,958919,748943,1
21,250548,1004032,753484,1
22,295694,1049293,753599,1
23,340832,1094534,753702,1
24,385926,1139769,753843,1
25,431008,1184923,753915,1
26,476171,1230772,754601,1
27,521360,1276256,754896,1
28,566416,1321704,755288,1
29,612231,1366771,754540,1
30,657837,1411839,754002,1
31,703382,1456956,753574,1
32,748382,1501943,753561,1
33,793508,1547090,753582,1
34,838707,1592241,753534,1
35,883836,1637340,753504,1
36,928896,1682288,753392,1
37,974030,1727928,753898,1
38,1019098,1773316,754218,1
39,1064521,1819238,754717,1
40,1109690,1864763,755073,1
41,1154850,1909997,755147,1
42,1200423,1955237,754814,1
43,1246188,2000379,754191,1
44,1291690,2045433,753743,1
45,1336780,2090423,753643,1
46,1381789,2135457,753668,1
47,1426874,2180755,753881,1
48,1471945,2226026,754081,1
49,1516981,2271098,754117,1
50,1562210,2316190,753980,1
51,1607295,2361290,753995,1
52,1652265,2406897,754632,1
53,1697900,2452282,754382,1
54,1743235,2497710,754475,1
55,1788535,2543193,754658,1
56,1834580,2588350,753770,1
57,1880001,2633555,753554,1
58,1925243,2679055,753812,1
59,1970308,2724283,753975,1
60,2015410,2769359,753949,1
61,2060421,2814529,754108,1
62,2105473,2859805,754332,1
63,2150673,2905009,754336,1
64,2195971,2950058,754087,1
65,2241104,2995051,753947,1
66,2286195,3041004,754809,1
67,2331233,3086372,755139,1
68,2376482,3131776,755294,1
69,2422175,3176868,754693,1
70,2467641,3222145,754504,1
71,2513080,3267159,754079,1
72,2558362,3312454,754092,1
73,2603526,3357537,754011,1
74,2648929,3402659,753730,1
75,2694206,3447889,753683,1
76,2739265,3493013,753748,1
77,2784427,3538565,754138,1
78,2829716,3583938,754222,1
79,2874918,3629845,754927,1
80,2920059,3675062,755003,1
81,2965029,3720374,755345,1
82,3010818,3765538,754720,1
83,3056341,3810571,754230,1
84,3101708,3855690,753982,1
85,3146802,3900763,753961,1
86,3192123,3945760,753637,1
87,3237134,3990942,753808,1
88,3282354,4036046,753692,1
89,3327507,4081285,753778,1
90,3372665,4126290,753625,1
91,3417865,4171338,753473,1
92,3462971,4217032,754061,1
93,3508402,4262282,753880,1
94,3553925,4307401,753476,1
95,3599260,4352524,753264,1
96,3645052,4397669,752617,1
97,3690329,4442661,752332,1
98,3735569,4487734,752165,1
99,3780556,4532965,752409,1
100,3825607,4578143,752536,1
101,3870769,4623243,752474,1
102,3915766,4668542,752776,1
103,3960948,4713822,752874,1
104,4005997,4759054,753057,1
105,4051234,4804519,753285,1
106,4096294,4849980,753686,1
107,4141351,4895337,753986,1
108,4186391,4940621,754230,1
109,4232243,4985725,753482,1
110,4277366,5030799,753433,1
111,4322479,5076577,754098,1
112,4367682,5122863,755181,1
113,4412669,5168680,756011,1
114,4457706,5214571,756865,1
115,4502892,5260444,757552,1
116,4548061,5306283,758222,1
117,4593220,5352049,758829,1
118,4638445,5397974,759529,1
119,4683740,5444071,760331,1
120,4729060,5489809,760749,1
121,4774111,5535616,761505,1
122,4819829,5581441,761612,1
123,4865359,5627397,762038,1
124,4910633,5673232,762599,1
125,4955647,5719118,763471,1
126,5000807,5764855,764048,1
127,5045827,5810747,764920,1
128,5092256,5855857,763601,1
129,5857035,5971154,114119,2
130,5877311,6018765,141454,2
131,5898747,6066360,167613,2
132,5920132,6113970,193838,2
133,5941606,6161575,219969,2
134,5963149,6209125,245976,2
135,5984672,6256568,271896,2
136,6006214,6304012,297798,2
137,6027812,6351323,323511,2
138,6049368,6398805,349437,2
139,6070931,6446142,375211,2
140,6092445,6493630,401185,2
