it,start,end,latency,execution,sol
1,0,183978,183978,195372,1
2,16994,316372,299378,159280,1
3,43889,448926,405037,153732,1
4,65071,572293,507222,164265,1
5,105971,699187,593216,158320,1
6,137401,798470,661069,128188,1
7,166309,896898,730589,138568,1
8,206452,1007405,800953,138880,1
9,234827,1107914,873087,130274,1
10,264596,1203023,938427,126288,1
11,295779,1310967,1015188,151164,1
12,339006,1411464,1072458,128208,1
13,366723,1501929,1135206,99770,1
14,376032,1617324,1241292,144921,1
15,405562,1717939,1312377,130918,1
16,435869,1810001,1374132,139734,1
17,483543,1925739,1442196,145015,1
18,512825,2023040,1510215,126607,1
19,542134,2113978,1571844,100206,1
20,551405,2208835,1657430,150707,1
21,607262,2327422,1720160,148060,1
22,636738,2411540,1774802,121856,1
23,674479,2506884,1832405,104616,1
24,683755,2594967,1911212,160117,1
25,755793,2682933,1927140,168096,1
26,835926,2770919,1934993,168407,1
27,916351,2858966,1942615,156909,1
28,985217,2946933,1961716,170293,1
29,1067547,3037590,1970043,166989,1
30,1143883,3126886,1983003,170004,1
31,1224595,3214919,1990324,155149,1
32,1291715,3303021,2011306,168167,1
33,1371783,3390918,2019135,167654,1
34,1451544,3478934,2027390,165277,1
35,1528808,3570967,2042159,160426,1
36,1597204,3653342,2056138,162627,1
37,1677459,3743919,2066460,168784,1
38,1755669,3834505,2078836,170643,1
39,1835729,3922982,2087253,156366,1
40,1903622,4011090,2107468,167921,1
41,1983439,4101380,2117941,168550,1
42,2061702,4190982,2129280,171900,1
43,2144003,4278917,2134914,170728,1
44,2226800,4366933,2140133,158372,1
45,2297160,4454982,2157822,158421,1
46,2367536,4542981,2175445,179490,1
47,2459030,4631010,2171980,176037,1
48,2547042,4722957,2175915,179913,1
49,2635011,4809462,2174451,174500,1
50,2723010,4898919,2175909,177454,1
51,2811011,4986934,2175923,176013,1
52,2899011,5074982,2175971,176043,1
53,2987009,5162918,2175909,178385,1
54,3077461,5250982,2173521,177610,1
55,3167011,5346517,2179506,183532,1
56,3255011,5461058,2206047,202542,1
57,3343016,5592896,2249880,219831,1
58,3431011,5704856,2273845,199956,1
59,3519011,5820901,2301890,204703,1
60,3607673,5940858,2333185,208948,1
61,3696668,6064935,2368267,212450,1
62,3785044,6188848,2403804,213387,1
63,3874522,6292874,2418352,192512,1
64,3963011,6416897,2453886,212271,1
65,4051263,6524922,2473659,198218,1
66,4141458,6648942,2507484,214279,1
67,4231721,6752897,2521176,191241,1
68,4319011,6872896,2553885,207996,1
69,4407011,6988874,2581863,203974,1
70,4495011,7104835,2609824,203958,1
71,4583010,7219638,2636628,202998,1
72,4671208,7340847,2669639,209638,1
73,4759640,7436846,2677206,185525,1
74,4849169,7517768,2668599,170762,1
75,4939011,7610483,2671472,180712,1
76,5027011,7691347,2664336,168861,1
77,5115011,7786438,2671427,183087,1
78,5203011,7872855,2669844,174525,1
79,5291123,7953782,2662659,182639,1
80,5405563,8046490,2640927,220040,1
81,8047408,8382519,335111,370408,2
82,8088880,8608177,519297,302335,2
83,8165564,8826931,661367,312648,2
84,8259464,9022495,763031,305586,2
85,8369493,9262323,892830,340387,2
86,8470065,9452530,982465,307599,2
87,8587463,9663005,1075542,302468,2
88,8679463,9883434,1203971,333534,2
89,8792575,10093942,1301367,310129,2
90,8892201,10305069,1412868,303470,2
91,8984550,10534182,1549632,352026,2
92,9107469,10728255,1620786,287117,2
93,9200519,10947656,1747137,334845,2
94,9315969,11160235,1844266,299309,2
95,9402704,11363273,1960569,327791,2
96,9527464,11554354,2026890,278122,2
97,9614512,11764150,2149638,334746,2
98,9739469,11946476,2207007,274667,2
99,9831818,12153633,2321815,322797,2
100,9947463,12374019,2426556,313566,2
101,10040649,12554215,2513566,299004,2
102,10159463,12730447,2570984,268920,2
103,10252156,12894448,2642292,281406,2
104,10369568,13076478,2706910,267291,2
105,10454836,13246667,2791831,287191,2
106,10571845,13454935,2883090,298364,2
107,10661948,13662704,3000756,323743,2
108,10777930,13858342,3080412,294840,2
109,10877138,14046967,3169829,294164,2
110,10982683,14242346,3259663,277354,2
111,11064665,14438480,3373815,334707,2
112,11203244,14626822,3423578,287168,2
113,11302078,14818308,3516230,351237,2
114,11461835,15007163,3545328,333885,2
115,11606876,15202455,3595579,352946,2
116,11764536,15386722,3622186,309262,2
117,11889538,15595994,3706456,364866,2
118,12045139,15774375,3729236,346827,2
119,12213631,15922372,3708741,275717,2
120,12341359,16052755,3711396,277053,2
121,12488035,16186657,3698622,290134,2
122,12644272,16326394,3682122,289510,2
123,12794052,16454296,3660244,304210,2
124,12970366,16590263,3619897,303682,2
125,13138087,16722324,3584237,302450,2
126,13337562,16829352,3491790,310872,2
127,16830498,17269524,439026,514999,3
128,16909569,17623820,714251,530281,3
129,17085564,17917174,831610,529344,3
130,17321564,18248331,926767,555148,3
131,17545564,18519898,974334,471556,3
132,17745564,18807732,1062168,511824,3
133,17969564,19117004,1147440,541261,3
134,18201564,19443055,1241491,550039,3
135,18425564,19743990,1318426,504925,3
136,18629564,20041644,1412080,529645,3
137,18861564,20327800,1466236,502145,3
138,19077564,20634708,1557144,518896,3
139,19289564,20936300,1646736,533582,3
140,19521564,21212812,1691248,492501,3
141,19737564,21519212,1781648,522391,3
142,19953564,21844815,1891251,537593,3
143,20165564,22149348,1983784,536522,3
144,20397579,22441834,2044255,512461,3
145,20617564,22615774,1998210,389930,3
146,20833564,22799958,1966394,396174,3
147,21045564,22983762,1938198,415790,3
148,21277564,23163815,1886251,404042,3
149,21501564,23347890,1846326,357534,3
150,21675033,23528189,1853156,421899,3
151,21925564,23642001,1716437,372287,3
152,23643240,24296945,653705,743828,4
153,23739728,24638494,898766,643374,4
154,24041568,24971210,929642,680700,4
155,24389564,25308223,918659,680985,4
156,24733564,25660760,927196,684525,4
157,25065564,26011137,945573,694332,4
158,25409564,26357775,948211,694610,4
159,25757564,26704739,947175,686950,4
160,26097564,27043656,946092,678889,4
161,26437564,27374644,937080,666959,4
162,26773579,27718420,944841,683748,4
163,27113564,28068054,954490,693619,4
164,27457564,28412023,954459,683953,4
165,27797564,28740669,943105,668632,4
166,28137564,29175738,1038174,775045,4
167,28477564,29525965,1048401,694202,4
168,28821564,29861165,1039601,675189,4
169,29161564,30234033,1072469,712853,4
170,29501564,30575190,1073626,685142,4
171,29845564,30904537,1058973,665332,4
172,30181564,31263743,1082179,699191,4
173,30521564,31608155,1086591,684398,4
174,30861564,31948076,1086512,675905,4
175,31197564,32291939,1094375,691848,4
176,31545564,32596945,1051381,652991,4
177,31893564,32967678,1074114,706719,4
178,32229564,33315325,1085761,687633,4
179,32569564,33655961,1086397,672622,4
180,32901564,34052676,1151112,744701,4
181,33249564,34391205,1141641,678515,4
182,33589564,34744979,1155415,693760,4
183,33929564,35073400,1143836,668407,4
184,34269564,35417100,1147536,679686,4
185,34605564,35757990,1152426,676877,4
186,34941564,36081212,1139648,671192,4
187,35289564,36452402,1162838,711175,4
188,35629564,36797397,1167833,688980,4
189,35973564,37141559,1167995,684148,4
190,36313564,37491158,1177594,664410,4
191,36653564,37847917,1194353,692745,4
192,36989564,38195096,1205532,687163,4
193,37329564,38515327,1185763,664217,4
194,37673564,38870038,1196474,690695,4
195,38009564,39219047,1209483,696994,4
196,38357564,39565889,1208325,678830,4
197,38689564,39895606,1206042,673702,4
198,39033564,40237138,1203574,685517,4
199,39377564,40572559,1194995,671407,4
200,39713564,40940018,1226454,687446,4
201,40033564,41276088,1242524,680056,4
202,40377564,41632409,1254845,696306,4
203,40717579,41976099,1258520,679662,4
204,41053564,42327375,1273811,715254,4
205,41417595,42667242,1249647,671821,4
206,41749564,43009700,1260136,682446,4
207,42089564,43358914,1269350,685199,4
208,42425564,43692559,1266995,677632,4
209,42769564,44042372,1272808,685800,4
210,43105564,44390538,1284974,692154,4
211,43449564,44727522,1277958,676971,4
212,43789564,45081890,1292326,702355,4
213,44137564,45396645,1259081,654740,4
214,44477564,45766756,1289192,702096,4
215,44809564,46106969,1297405,696198,4
216,45165564,46440945,1275381,673964,4
217,45505564,46796883,1291319,683924,4
218,45833564,47214854,1381290,761956,4
219,46177564,47471394,1293830,604524,4
220,46525564,47813309,1287745,677902,4
221,46861564,48265571,1404007,792249,4
222,47201564,48509398,1307834,579812,4
223,47537564,48947030,1409466,781620,4
224,47881564,49294968,1413404,695920,4
225,48229564,49628783,1399219,677800,4
226,48573564,49987740,1414176,686943,4
227,48901564,50328156,1426592,692403,4
228,49253564,50672972,1419408,672801,4
229,49581564,51031540,1449976,702553,4
230,49925564,51383012,1457448,687459,4
231,50261564,51720647,1459083,677620,4
232,50601564,52063854,1462290,679194,4
233,50937564,52376340,1438776,660470,4
234,51285564,52771035,1485471,734681,4
235,51625564,53122941,1497377,695892,4
236,51969564,53460544,1490980,677588,4
237,52309564,53804462,1494898,683905,4
238,52649564,54145225,1495661,684749,4
239,52993564,54503996,1510432,690757,4
240,53325564,54833223,1507659,677212,4
241,53673564,55184894,1511330,687660,4
242,54009567,55514245,1504678,665314,4
243,54345564,55856206,1510642,685946,4
244,54689564,56225443,1535879,713223,4
245,55033564,56564894,1531330,671438,4
246,55365564,56914494,1548930,685585,4
247,55701564,57265048,1563484,694555,4
248,56045593,57591279,1545686,666189,4
249,56385564,57939318,1553754,692026,4
250,56729564,58288555,1558991,701223,4
251,57081564,58639868,1558304,683299,4
252,57413564,58985963,1572399,682085,4
253,57749564,59319902,1570338,653927,4
254,58069564,59675920,1606356,712003,4
255,58425564,60023337,1597773,683405,4
256,58761564,60359155,1597591,675805,4
257,59101564,60700991,1599427,689822,4
258,59449564,61058793,1609229,693788,4
259,59785564,61391913,1606349,673104,4
260,60125564,61716963,1591399,669035,4
261,60469564,62076752,1607188,699777,4
262,60809564,62407724,1598160,670959,4
263,61149564,62769998,1620434,698260,4
264,61485564,63111538,1625974,685526,4
265,61829564,63470713,1641149,699159,4
266,62169564,63805093,1635529,678366,4
267,62513564,64225602,1712038,764495,4
268,62857564,64469494,1611930,579879,4
269,63193564,64911552,1717988,782043,4
270,63533564,65170002,1636438,602434,4
271,63877564,65596319,1718755,762302,4
272,64213564,65854858,1641294,610525,4
273,64565564,66192885,1627321,670012,4
274,64897564,66651810,1754246,794910,4
275,65233564,66999844,1766280,696022,4
276,65581564,67343415,1761851,691558,4
277,65929564,67687524,1757960,676095,4
278,66261564,68050595,1789031,703057,4
279,66601564,68397773,1796209,683165,4
280,66937564,68736446,1798882,686642,4
281,67285564,69076573,1791009,680113,4
282,67625564,69423652,1798088,679064,4
283,67957564,69753489,1795925,677822,4
284,68305564,70129792,1824228,712290,4
285,68641564,70466927,1825363,673123,4
286,68977564,70832583,1855019,713643,4
287,69325564,71170700,1845136,686105,4
288,69673564,71510327,1836763,671612,4
289,70005564,71849048,1843484,678707,4
290,70345564,72152513,1806949,647451,4
291,70689564,72531776,1842212,715249,4
292,71025564,72841032,1815468,645243,4
293,71361564,73226266,1864702,729220,4
294,71705564,73581416,1875852,691136,4
295,72041564,73905770,1864206,668341,4
296,72385564,74250419,1864855,688635,4
297,72729564,74589458,1859894,675024,4
298,73065564,74933234,1867670,691761,4
299,73413564,75297491,1883927,700243,4
300,73749564,75631027,1881463,673522,4
301,74089564,75971076,1881512,688035,4
302,74437564,76315346,1877782,676256,4
303,74769564,76675411,1905847,700050,4
304,75109564,77016534,1906970,681111,4
305,75449564,77340503,1890939,663956,4
306,75789564,77716737,1927173,696219,4
307,76109564,78044510,1934946,679760,4
308,76461564,78389280,1927716,680757,4
309,76797564,78745707,1948143,696415,4
310,77137565,79084506,1946941,682772,4
311,77481564,79417604,1936040,669083,4
312,77817564,79775292,1957728,697674,4
313,78157564,80105187,1947623,677881,4
314,78505564,80453274,1947710,684076,4
315,78841564,80803695,1962131,698410,4
