it,start,end,latency,execution,sol
1,0,48181,48181,62183,1
2,14060,74940,60880,36871,1
3,24181,96714,72533,31441,1
4,33852,116567,82715,29732,1
5,43735,136482,92747,29657,1
6,53481,154422,100941,27639,1
7,63186,174409,111223,29831,1
8,73037,194310,121273,29592,1
9,82732,214038,131306,29514,1
10,92521,233634,141113,29309,1
11,102238,253205,150967,29432,1
12,112103,272773,160670,29428,1
13,121966,290357,168391,27447,1
14,131832,309741,177909,29245,1
15,141696,329238,187542,29359,1
16,151561,348642,197081,29263,1
17,161423,367884,206461,29102,1
18,171287,387221,215934,29195,1
19,181149,406665,225516,29303,1
20,191011,425989,234978,29187,1
21,200878,445529,244651,29259,1
22,210601,464895,254294,29065,1
23,220303,484294,263991,29092,1
24,229999,503695,273696,29065,1
25,239667,523069,283402,29103,1
26,249400,542460,293060,29008,1
27,259020,561926,302906,29189,1
28,268746,581266,312520,28939,1
29,278348,600632,322284,31228,1
30,290215,620149,329934,38943,1
31,309647,639618,329971,38904,1
32,329086,658938,329852,38671,1
33,348443,678375,329932,38791,1
34,367801,697795,329994,38686,1
35,387072,717282,330210,38889,1
36,406478,736740,330262,38883,1
37,425906,756254,330348,38960,1
38,445357,775753,330396,38868,1
39,464731,795196,330465,38811,1
40,484103,814635,330532,38842,1
41,503510,833939,330429,38672,1
42,522882,853265,330383,38744,1
43,542304,872626,330322,38789,1
44,561736,892209,330473,38911,1
45,581068,911633,330565,38836,1
46,600489,931026,330537,38871,1
47,619971,950493,330522,38909,1
48,639418,969789,330371,38675,1
49,658802,989434,330632,39050,1
50,678211,1009218,331007,39163,1
51,697597,1028850,331253,39114,1
52,717085,1048399,331314,39050,1
53,736590,1067852,331262,38909,1
54,756051,1087252,331201,38932,1
55,775588,1106705,331117,38892,1
56,795031,1126157,331126,38895,1
57,814478,1145591,331113,38747,1
58,833795,1164973,331178,38764,1
59,853182,1184355,331173,38707,1
60,872512,1203871,331359,39034,1
61,892035,1223358,331323,38973,1
62,911525,1242790,331265,38791,1
63,930902,1262237,331335,38872,1
64,950331,1281639,331308,38774,1
65,969707,1300967,331260,38835,1
66,989220,1320261,331041,39145,1
67,1009075,1339605,330530,38969,1
68,1028704,1359028,330324,38950,1
69,1048235,1378444,330209,38853,1
70,1067681,1397717,330036,38710,1
71,1087123,1417107,329984,38892,1
72,1106629,1436601,329972,38867,1
73,1126007,1455918,329911,38743,1
74,1145437,1475405,329968,38871,1
75,1164826,1494732,329906,38696,1
76,1184199,1514187,329988,39002,1
77,1203754,1533437,329683,38690,1
78,1223198,1552864,329666,38853,1
79,1242628,1572188,329560,38776,1
80,1262084,1591586,329502,38749,1
81,1281442,1610869,329427,38606,1
82,1300770,1630326,329556,38755,1
83,1320072,1649719,329647,38782,1
84,1339465,1669150,329685,38799,1
85,1358837,1688473,329636,38752,1
86,1378271,1707861,329590,38747,1
87,1397635,1727216,329581,38737,1
88,1417022,1746537,329515,38718,1
89,1436424,1765835,329411,38699,1
90,1455829,1785175,329346,38682,1
91,1475176,1804615,329439,38864,1
92,1494605,1824040,329435,38840,1
93,1514026,1843477,329451,38763,1
