it,start,end,latency,execution,sol
1,0,48635,48635,62509,1
2,13917,86189,72272,50374,1
3,26749,106292,79543,50022,1
4,56674,126525,69851,29754,1
5,66199,148651,82452,47275,1
6,91352,178623,87271,53780,1
7,115164,199860,84696,43035,1
8,136966,220905,83939,42886,1
9,158811,241889,83078,42832,1
10,180662,256817,76155,36102,1
11,201840,277990,76150,42163,1
12,222833,299438,76605,42453,1
13,243840,320851,77011,42445,1
14,264875,342173,77298,42394,1
15,285950,363496,77546,42343,1
16,306973,384895,77922,42389,1
17,327967,406288,78321,42495,1
18,349072,427604,78532,42315,1
19,370074,448986,78912,42417,1
20,391112,470378,79266,42448,1
21,412171,491769,79598,42429,1
22,433213,513200,79987,42449,1
23,454234,538579,84345,46383,1
24,475240,567364,92124,49824,1
25,496282,596303,100021,51460,1
26,518805,625983,107178,43070,1
27,532198,654971,122773,40452,1
28,543665,685938,142273,42459,1
29,555161,716716,161555,44193,1
30,568580,747627,179047,42385,1
31,580071,778365,198294,44188,1
32,593524,808943,215419,42659,1
33,605609,839430,233821,44200,1
34,619325,869898,250573,42002,1
35,630861,900114,269253,39780,1
36,640429,930607,290178,42012,1
37,651952,961091,309139,40041,1
38,661513,991494,329981,39931,1
39,671045,1021873,350828,41831,1
40,682500,1052268,369768,39970,1
41,692078,1082683,390605,39966,1
42,701632,1113139,411507,41948,1
43,713127,1143550,430423,39967,1
44,722686,1174143,451457,40122,1
45,732219,1205046,472827,42368,1
46,743686,1235718,492032,40230,1
47,753250,1266107,512857,55569,1
48,778433,1296609,518176,61053,1
49,808989,1327025,518036,60913,1
50,839490,1357346,517856,60772,1
51,869945,1387903,517958,60804,1
52,900195,1418292,518097,60846,1
53,930656,1448900,518244,61105,1
54,961157,1479096,517939,60608,1
55,991573,1509593,518020,60840,1
56,1021920,1540009,518089,60809,1
57,1052317,1570457,518140,60889,1
58,1082763,1600777,518014,60712,1
59,1113159,1631137,517978,60808,1
60,1143611,1661542,517931,60989,1
61,1174199,1691936,517737,61294,1
62,1205104,1722434,517330,61187,1
63,1235796,1752885,517089,60846,1
64,1266195,1783220,517025,60801,1
65,1296665,1814178,517513,61355,1
66,1327065,1844863,517798,61017,1
67,1357402,1875346,517944,61034,1
68,1387957,1905648,517691,60708,1
69,1418367,1935921,517554,60863,1
70,1448968,1966320,517352,60580,1
71,1479153,1996677,517524,60856,1
72,1509656,2027379,517723,61134,1
73,1540092,2057796,517704,60859,1
74,1570538,2088218,517680,60698,1
75,1600817,2118737,517920,60874,1
76,1631177,2149104,517927,60758,1
77,1661573,2179486,517913,60817,1
78,1692012,2210011,517999,60966,1
79,1722457,2240462,518005,60927,1
