it,start,end,latency,execution,sol
1,0,63368,63368,77473,1
2,14188,98572,84384,44935,1
3,23931,115530,91599,27048,1
4,34043,157196,123153,51484,1
5,43865,175965,132100,30653,1
6,55752,211906,156154,45798,1
7,65612,245146,179534,55491,1
8,87870,269232,181362,37962,1
9,101749,293369,191620,34002,1
10,111620,319890,208270,36382,1
11,121485,348705,227220,38676,1
12,131349,370531,239182,31688,1
13,141215,392533,251318,31737,1
14,150953,427310,276357,44504,1
15,160683,437211,276528,19602,1
16,170387,447117,276730,19637,1
17,180122,472307,292185,34885,1
18,189821,491897,302076,29282,1
19,199517,511479,311962,29248,1
20,209186,531045,321859,29229,1
21,218855,549213,330358,27893,1
22,228584,559062,330478,19550,1
23,238289,578905,340616,29565,1
24,248015,605541,357526,36323,1
25,257708,632116,374408,47799,1
26,278941,663296,384355,48314,1
27,296079,685187,389108,43354,1
28,317546,729543,411997,63901,1
29,337094,751094,414000,39181,1
30,354730,772628,417898,51247,1
31,384447,805880,421433,44975,1
32,396174,819065,422891,37383,1
33,420376,847754,427378,49588,1
34,441278,857573,416295,30974,1
35,462438,870994,408556,33519,1
36,482540,890697,408157,39806,1
37,502647,900605,397958,28650,1
38,521393,910468,389075,29502,1
39,541036,920352,379316,30991,1
40,562146,935013,372867,40790,1
41,588280,959700,371420,44403,1
42,608001,978344,370343,40290,1
43,629650,996939,367289,36141,1
44,647201,1021987,374786,54657,1
45,676813,1043530,366717,33458,1
46,688731,1065107,376376,45689,1
47,712848,1090984,378136,38624,1
48,725599,1100888,375289,29543,1
49,745242,1110746,365504,29494,1
50,764882,1131835,366953,40725,1
51,784522,1158255,373733,46059,1
52,804165,1168817,364652,42211,1
53,835818,1208643,372825,49519,1
54,845514,1230231,384717,39122,1
55,863053,1249847,386794,39232,1
56,882673,1269453,386780,41304,1
57,904377,1289013,384636,43119,1
58,927940,1308591,380651,41118,1
59,949483,1328180,378697,39215,1
60,969113,1347786,378673,39244,1
61,988755,1367349,378594,37138,1
62,1006334,1386981,380647,45009,1
63,1031714,1406606,374892,41166,1
64,1053259,1426225,372966,43634,1
65,1077277,1445858,368581,40758,1
66,1098405,1465428,367023,34814,1
67,1113652,1485084,371432,52823,1
68,1146823,1504715,357892,31316,1
69,1158511,1524309,365798,29316,1
70,1168249,1543949,375700,38295,1
71,1186909,1563594,376685,39374,1
72,1206642,1583137,376495,39284,1
73,1226386,1602682,376296,39425,1
74,1246269,1622303,376034,39295,1
75,1265946,1641955,376009,39301,1
76,1285598,1661561,375963,39247,1
77,1305243,1681157,375914,39240,1
78,1324890,1700771,375881,39260,1
79,1344540,1720368,375828,39260,1
80,1364205,1739956,375751,39251,1
81,1383872,1759559,375687,39248,1
82,1403521,1779161,375640,39249,1
83,1423171,1798800,375629,39286,1
84,1442820,1818532,375712,39376,1
85,1462468,1838150,375682,39344,1
86,1482197,1857785,375588,39307,1
87,1501872,1877373,375501,39254,1
88,1521540,1896978,375438,39302,1
89,1541240,1916557,375317,39280,1
90,1560944,1936150,375206,39243,1
91,1580596,1955681,375085,39160,1
92,1600229,1975260,375031,39254,1
93,1619907,1994861,374954,39246,1
94,1639556,2014475,374919,39260,1
95,1659204,2034081,374877,39253,1
96,1678855,2053694,374839,39258,1
97,1698503,2073338,374835,39289,1
98,1718152,2092952,374800,39263,1
99,1737804,2112554,374750,39280,1
100,1757484,2132220,374736,39318,1
101,1777140,2151855,374715,39279,1
102,1796786,2171399,374613,39444,1
103,1816691,2190985,374294,39273,1
104,1836382,2210602,374220,39338,1
105,1856106,2230189,374083,39222,1
106,1875745,2249813,374068,39243,1
107,1895367,2269429,374062,39258,1
108,1915012,2288992,373980,39199,1
109,1934652,2308595,373943,39245,1
110,1954296,2328214,373918,39238,1
111,1973918,2347775,373857,39209,1
112,1993568,2367351,373783,39221,1
113,2013216,2386955,373739,39248,1
114,2032863,2406590,373727,39296,1
115,2052527,2426270,373743,39327,1
116,2072178,2445898,373720,39273,1
117,2091826,2455732,363906,29466,1
118,2111461,2475297,363836,39243,1
119,2131142,2494840,363698,39221,1
120,2150823,2514398,363575,39204,1
121,2170472,2534026,363554,39271,1
122,2190118,2553706,363588,39328,1
123,2209768,2573288,363520,39229,1
124,2229419,2592911,363492,39267,1
125,2249066,2612518,363452,39255,1
126,2268716,2632105,363389,39233,1
127,2288364,2651713,363349,39272,1
128,2308030,2671256,363226,39203,1
129,2327694,2690821,363127,39190,1
130,2347323,2710470,363147,39305,1
131,2366983,2730115,363132,39293,1
132,2386635,2749689,363054,39296,1
133,2406360,2769323,362963,39402,1
134,2426132,2788982,362850,39347,1
135,2445823,2808605,362782,39274,1
136,2465478,2828175,362697,39213,1
137,2485124,2847738,362614,39211,1
138,2504774,2867276,362502,39184,1
139,2524424,2886906,362482,39324,1
140,2544120,2906513,362393,39288,1
141,2563805,2926140,362335,39268,1
142,2583450,2945776,362326,39286,1
143,2603103,2965369,362266,39239,1
144,2622752,2984959,362207,39236,1
145,2642402,3004616,362214,39302,1
146,2662050,3024332,362282,39363,1
147,2681701,3043947,362246,39261,1
148,2701350,3063455,362105,39212,1
149,2721058,3083047,361989,39265,1
150,2740734,3102638,361904,39238,1
151,2760384,3122225,361841,39271,1
152,2780071,3141860,361789,39293,1
153,2799733,3161474,361741,39246,1
154,2819369,3181105,361736,39286,1
155,2839028,3200708,361680,39242,1
156,2858670,3220257,361587,39199,1
157,2878323,3239855,361532,39259,1
158,2898018,3259382,361364,39150,1
159,2917645,3278926,361281,39192,1
160,2937297,3298486,361189,39207,1
161,2956946,3318123,361177,39279,1
162,2976590,3337804,361214,39314,1
163,2996227,3357374,361147,39390,1
164,3016050,3367272,351222,29668,1
165,3035822,3393760,357938,46158,1
166,3055496,3416814,361318,42689,1
167,3075133,3441407,366274,44239,1
168,3094783,3465979,371196,44216,1
169,3114431,3490516,376085,44184,1
170,3134082,3519464,385382,48591,1
171,3153729,3538111,384382,38292,1
172,3173378,3556757,383379,38290,1
173,3193025,3579841,386816,42732,1
174,3212677,3601915,389238,41722,1
