step,start,end,latency,execution
1,0,63424,63424,77806
2,14441,96636,82195,56890
3,38139,125594,87455,40611
4,49796,156868,107072,40861
5,59387,188157,128770,40874
6,68975,219450,150475,40823
7,78509,250299,171790,44607
8,92271,280960,188689,42084
9,103697,313166,209469,43629
10,115123,341484,226361,39836
11,126645,389093,262448,59202
12,138242,398718,260476,21220
13,149839,419976,270137,30893
14,159477,441013,281536,19237
15,169116,462259,293143,32838
16,180711,494928,314217,42303
17,190349,504583,314234,19285
18,199981,525802,325821,32830
19,211594,546910,335316,30737
20,221227,568132,346905,30730
21,230739,589241,358502,32529
22,242163,622689,380526,42926
23,251645,643868,392223,30674
24,261144,653581,392437,29338
25,280773,674689,393916,51342
26,311011,695782,384771,49484
27,339405,716899,377494,49577
28,367870,738052,370182,42300
29,389020,759171,370151,42381
30,410286,780351,370065,42301
31,431411,801538,370127,42364
32,452592,834186,381594,53825
33,473773,843877,370104,30827
34,494912,876526,381614,53861
35,516128,897673,381545,42300
36,537284,907296,370012,30806
37,558471,928493,370022,42317
38,579594,949632,370038,42729
39,601196,970803,369607,42616
40,622659,991902,369243,42299
41,643863,1013165,369302,42413
42,665016,1034442,369426,42423
43,686166,1055508,369342,30764
44,707296,1076638,369342,42264
45,728433,1097720,369287,42207
46,749561,1118943,369382,42366
47,770708,1140040,369332,42286
48,791901,1161192,369291,42289
49,813042,1182316,369274,42257
50,834178,1204019,369841,42902
51,855381,1225414,370033,42506
52,876504,1246681,370177,42419
53,897661,1267902,370241,42393
54,918837,1288969,370132,42249
55,940022,1310200,370178,42337
56,961130,1331342,370212,42300
57,982290,1352447,370157,42336
58,1003524,1373523,369999,42274
59,1024725,1394708,369983,42328
60,1045871,1415782,369911,42189
61,1066990,1437028,370038,42360
62,1088108,1458180,370072,42268
63,1109226,1479296,370070,42284
64,1130398,1500419,370021,42249
65,1151527,1521568,370041,42270
66,1172652,1542910,370258,42516
67,1193830,1564030,370200,42936
68,1215650,1585165,369515,42503
69,1237022,1606346,369324,42367
