it,start,end,latency,sol
1,0,197490,197490,1
2,15183,248941,233758,1
3,25423,290034,264611,1
4,35970,341673,305703,1
5,46533,384970,338437,1
6,56832,442861,386029,1
7,67301,494417,427116,1
8,77787,546003,468216,1
9,88263,597635,509372,1
10,98631,649301,550670,1
11,137895,700828,562933,1
12,190710,752394,561684,1
13,231504,803846,572342,1
14,272366,855324,582958,1
15,313257,907876,594619,1
16,354130,959415,605285,1
17,398873,1010965,612092,1
18,450173,1072804,622631,1
19,501453,1124286,622833,1
20,552713,1175835,623122,1
21,600993,1237841,636848,1
22,641902,1278810,636908,1
23,682767,1319703,636936,1
24,723624,1360643,637019,1
25,764476,1433857,669381,1
26,805342,1485037,679695,1
27,846210,1536386,690176,1
28,887076,1587910,700834,1
29,927941,1639397,711456,1
30,968800,1690770,721970,1
31,1009664,1742090,732426,1
32,1050532,1793481,742949,1
33,1091398,1845160,753762,1
34,1132265,1896723,764458,1
35,1173122,1948218,775096,1
36,1214060,1999710,785650,1
37,1268144,2051108,782964,1
38,1322787,2102558,779771,1
39,1363531,2153985,790454,1
40,1404209,2205375,801166,1
41,1464056,2256742,792686,1
42,1515564,2308163,792599,1
43,1566777,2359518,792741,1
44,1618224,2410974,792750,1
45,1669714,2462430,792716,1
46,1721153,2513719,792566,1
47,1772536,2564988,792452,1
48,1823979,2616354,792375,1
49,1875575,2667704,792129,1
50,1927149,2718996,791847,1
51,1978625,2770379,791754,1
52,2030002,2821750,791748,1
53,2081464,2873070,791606,1
54,2132917,2924423,791506,1
55,2184255,2975715,791460,1
56,2235772,3027327,791555,1
57,2287213,3078699,791486,1
58,2338494,3129994,791500,1
59,2389795,3181302,791507,1
60,2441260,3232673,791413,1
61,2492595,3284056,791461,1
62,2543949,3335374,791425,1
63,2595236,3386728,791492,1
64,2646606,3438047,791441,1
65,2697903,3489328,791425,1
66,2749253,3540743,791490,1
67,2800561,3592180,791619,1
68,2851953,3643807,791854,1
69,2903296,3695065,791769,1
70,2954605,3746421,791816,1
71,3006223,3797771,791548,1
72,3057552,3849068,791516,1
73,3108878,3900321,791443,1
74,3160199,3951707,791508,1
75,3211536,4003168,791632,1
76,3262889,4054433,791544,1
77,3314275,4105639,791364,1
78,3365617,4156891,791274,1
79,3416930,4208221,791291,1
80,3468284,4259757,791473,1
81,3519491,4311110,791619,1
82,3570983,4362502,791519,1
83,3622584,4413872,791288,1
84,3673988,4465192,791204,1
85,3725341,4516576,791235,1
86,3776588,4567876,791288,1
87,3827969,4619272,791303,1
88,3879317,4670640,791323,1
89,3930545,4721982,791437,1
90,3981977,4773341,791364,1
91,4033345,4824719,791374,1
92,4084706,4876144,791438,1
93,4136051,4927454,791403,1
94,4187161,4978780,791619,1
95,4238585,5030103,791518,1
96,4289936,5081428,791492,1
97,4341338,5132632,791294,1
98,4392725,5183911,791186,1
99,4444049,5235253,791204,1
100,4495361,5286517,791156,1
101,4546765,5337733,790968,1
102,4598149,5389050,790901,1
103,4649470,5440725,791255,1
104,4700818,5492092,791274,1
105,4752160,5543458,791298,1
106,4803559,5594669,791110,1
107,4855032,5645999,790967,1
108,4906359,5697372,791013,1
109,4957704,5748621,790917,1
110,5009007,5799822,790815,1
111,5060316,5851187,790871,1
112,5111607,5902437,790830,1
113,5162953,5953811,790858,1
114,5214196,6005020,790824,1
115,5265450,6056545,791095,1
116,5316771,6108011,791240,1
117,5368090,6159396,791306,1
118,5419631,6210714,791083,1
119,5470968,6262084,791116,1
120,5522292,6313433,791141,1
121,5573676,6364793,791117,1
122,5624931,6416096,791165,1
123,5676264,6467317,791053,1
124,5727578,6518755,791177,1
125,5778902,6570233,791331,1
126,5830206,6621652,791446,1
127,5881375,6673019,791644,1
128,5932739,6724351,791612,1
129,5984005,6775743,791738,1
130,6035391,6827005,791614,1
131,6086847,6878388,791541,1
132,6138321,6929638,791317,1
133,6189579,6980974,791395,1
134,6240929,7032470,791541,1
135,6292249,7083770,791521,1
136,6343621,7135139,791518,1
137,6395079,7186442,791363,1
138,6446273,7238057,791784,1
139,6497626,7289402,791776,1
140,6549067,7340772,791705,1
141,6600420,7392159,791739,1
142,6651863,7443586,791723,1
143,6703240,7494897,791657,1
144,6754591,7546180,791589,1
145,6805908,7597477,791569,1
