it,start,end,latency,sol
1,0,63240,63240,1
2,14514,83145,68631,1
3,24522,102797,78275,1
4,34624,122525,87901,1
5,44527,142260,97733,1
6,54462,162043,107581,1
7,64526,181765,117239,1
8,74421,201492,127071,1
9,84314,221205,136891,1
10,94202,240940,146738,1
11,104089,260661,156572,1
12,113943,280306,166363,1
13,123859,299947,176088,1
14,133744,319525,185781,1
15,143659,339085,195426,1
16,153553,358575,205022,1
17,163441,378106,214665,1
18,173326,397599,224273,1
19,183213,417087,233874,1
20,193099,436609,243510,1
21,202986,456129,253143,1
22,212872,475600,262728,1
23,222757,495123,272366,1
24,232644,514606,281962,1
25,242530,534109,291579,1
26,252458,553642,301184,1
27,262338,573177,310839,1
28,272146,592685,320539,1
29,282028,612598,330570,1
30,295027,632099,337072,1
31,314551,651610,337059,1
32,334113,671193,337080,1
33,353612,690762,337150,1
34,373167,710325,337158,1
35,392663,729827,337164,1
36,412146,749322,337176,1
37,431671,768770,337099,1
38,451193,788297,337104,1
39,470655,807764,337109,1
40,490195,827290,337095,1
41,509646,846820,337174,1
42,529179,866353,337174,1
43,548698,885994,337296,1
44,568221,905514,337293,1
45,587740,925130,337390,1
46,607615,944631,337016,1
47,627136,964276,337140,1
48,646685,983797,337112,1
49,666211,1003323,337112,1
50,685781,1022906,337125,1
51,705339,1042446,337107,1
52,724859,1061929,337070,1
53,744361,1081424,337063,1
54,763838,1100915,337077,1
55,783350,1120432,337082,1
56,802835,1139965,337130,1
57,822385,1159481,337096,1
58,841910,1178975,337065,1
59,861394,1198528,337134,1
60,881004,1218269,337265,1
61,900562,1237840,337278,1
62,920172,1257365,337193,1
63,939694,1276975,337281,1
64,959303,1296484,337181,1
65,978828,1316036,337208,1
66,998351,1335544,337193,1
67,1017927,1355080,337153,1
68,1037461,1374560,337099,1
69,1056992,1394081,337089,1
70,1076489,1413580,337091,1
71,1095974,1433065,337091,1
72,1115498,1452566,337068,1
73,1135018,1472092,337074,1
74,1154536,1491574,337038,1
75,1174031,1511125,337094,1
76,1193556,1530639,337083,1
77,1213296,1550242,336946,1
78,1232883,1569733,336850,1
79,1252444,1589235,336791,1
80,1271971,1608713,336742,1
81,1291498,1628223,336725,1
82,1311061,1647736,336675,1
