it,start,end,latency,sol
1,0,158372,158372,1
2,14854,204159,189305,1
3,25842,249617,223775,1
4,37150,294995,257845,1
5,48226,340421,292195,1
6,58397,385944,327547,1
7,68636,431368,362732,1
8,79092,476847,397755,1
9,89343,522344,433001,1
10,99606,567755,468149,1
11,109956,613205,503249,1
12,120297,658645,538348,1
13,130631,704133,573502,1
14,140966,749513,608547,1
15,151299,794878,643579,1
16,161634,840254,678620,1
17,171969,885541,713572,1
18,182303,930968,748665,1
19,192639,976302,783663,1
20,202973,1021757,818784,1
21,224231,1067160,842929,1
22,264849,1112710,847861,1
23,305450,1158036,852586,1
24,346076,1203739,857663,1
25,386663,1249415,862752,1
26,427226,1294924,867698,1
27,467734,1340938,873204,1
28,508339,1386386,878047,1
29,548835,1430931,882096,1
30,589350,1476363,887013,1
31,630371,1521811,891440,1
32,670988,1567230,896242,1
33,711580,1612617,901037,1
34,752174,1658048,905874,1
35,792709,1704391,911682,1
36,833210,1749670,916460,1
37,873756,1794320,920564,1
38,914300,1839891,925591,1
39,954793,1885289,930496,1
40,995306,1930706,935400,1
41,1036019,1976149,940130,1
42,1076696,2021587,944891,1
43,1117378,2067608,950230,1
44,1157953,2113186,955233,1
45,1198791,2158292,959501,1
46,1239576,2203116,963540,1
47,1280093,2248617,968524,1
48,1320607,2294063,973456,1
49,1361198,2339565,978367,1
50,1401737,2384901,983164,1
51,1442278,2430557,988279,1
52,1482867,2476749,993882,1
53,1523428,2522169,998741,1
54,1563967,2566626,1002659,1
55,1604470,2612034,1007564,1
56,1645057,2657468,1012411,1
57,1685583,2702899,1017316,1
58,1726115,2748319,1022204,1
59,1766735,2793802,1027067,1
60,1807526,2839936,1032410,1
61,1848258,2885168,1036910,1
62,1888887,2929653,1040766,1
63,1929418,2975019,1045601,1
64,1969953,3020573,1050620,1
65,2010427,3065921,1055494,1
66,2050925,3111249,1060324,1
67,2091483,3156458,1064975,1
68,2132134,3201919,1069785,1
69,2172660,3247940,1075280,1
70,2213272,3293100,1079828,1
71,2253916,3337602,1083686,1
72,2294449,3382939,1088490,1
73,2335018,3428334,1093316,1
74,2375531,3473623,1098092,1
75,2416342,3518963,1102621,1
76,2456836,3564194,1107358,1
77,2497430,3610373,1112943,1
78,2537988,3655819,1117831,1
79,2578551,3700330,1121779,1
80,2619170,3745569,1126399,1
81,2659737,3790868,1131131,1
82,2700296,3836242,1135946,1
83,2740776,3881595,1140819,1
84,2781389,3927036,1145647,1
85,2821858,3972779,1150921,1
86,2862417,4018592,1156175,1
87,2902959,4063693,1160734,1
88,2943507,4108552,1165045,1
89,2984007,4153985,1169978,1
90,3024841,4199424,1174583,1
91,3065342,4245306,1179964,1
92,3105863,4290589,1184726,1
93,3146291,4335879,1189588,1
94,3186748,4382153,1195405,1
95,3227253,4427427,1200174,1
96,3267737,4471966,1204229,1
97,3308265,4517253,1208988,1
98,3348851,4562549,1213698,1
99,3389304,4607984,1218680,1
100,3429829,4653349,1223520,1
101,3470241,4698844,1228603,1
102,3510743,4744868,1234125,1
103,3551215,4790326,1239111,1
104,3591617,4835878,1244261,1
105,3632377,4881099,1248722,1
106,3672861,4926300,1253439,1
107,3713463,4971599,1258136,1
108,3754004,5016826,1262822,1
109,3794505,5062278,1267773,1
110,3835026,5108131,1273105,1
111,3875575,5152864,1277289,1
112,3916100,5198689,1282589,1
113,3956465,5244413,1287948,1
114,3997134,5290136,1293002,1
115,4037672,5335829,1298157,1
116,4078223,5381594,1303371,1
117,4118794,5427442,1308648,1
118,4159426,5473236,1313810,1
119,4200133,5518951,1318818,1
120,4241278,5564664,1323386,1
121,4281784,5610409,1328625,1
122,4322276,5656130,1333854,1
123,4362724,5701816,1339092,1
124,4403254,5747526,1344272,1
125,4443823,5793186,1349363,1
126,4484315,5838555,1354240,1
127,4524875,5883606,1358731,1
128,4565337,5928610,1363273,1
129,4605802,5973574,1367772,1
130,4646269,6018748,1372479,1
131,4686854,6063878,1377024,1
132,4727229,6108934,1381705,1
133,4767886,6153506,1385620,1
134,4811284,6197637,1386353,1
135,4856798,6241635,1384837,1
136,4902023,6285750,1383727,1
137,4947182,6329629,1382447,1
138,4992371,6373719,1381348,1
139,5037770,6417739,1379969,1
140,5084150,6457603,1373453,1
141,6458996,6653924,194928,2
142,6479319,6712138,232819,2
143,6499984,6770798,270814,2
144,6520437,6829456,309019,2
145,6541095,6889124,348029,2
146,6561766,6952139,390373,2
147,6582437,7010816,428379,2
148,6603108,7069491,466383,2
149,6624519,7124585,500066,2
150,6645433,7187083,541650,2
151,6666108,7236701,570593,2
152,6687655,7280146,592491,2
153,6708326,7314919,606593,2
154,6729003,7357545,628542,2
155,6750548,7400143,649595,2
156,6771219,7442750,671531,2
157,6791890,7485364,693474,2
158,6813430,7527971,714541,2
159,6834101,7570579,736478,2
160,6854770,7613190,758420,2
161,6877184,7655797,778613,2
162,6930763,7698411,767648,2
163,6989439,7752007,762568,2
164,7048115,7810732,762617,2
165,7106747,7869399,762652,2
166,7165435,7928054,762619,2
167,7212575,7986761,774186,2
168,7254229,8045421,791192,2
169,7295785,8104092,808307,2
170,7337281,8162782,825501,2
171,7378755,8221450,842695,2
172,7420350,8280106,859756,2
173,7461882,8338797,876915,2
174,7503385,8397471,894086,2
