it,start,end,latency,execution,sol
1,0,47829,47829,61537,1
2,13848,67793,53945,29776,1
3,23681,87485,63804,29389,1
4,33385,107279,73894,29867,1
5,43466,126955,83489,29488,1
6,53285,146664,93379,29534,1
7,63116,166334,103218,29501,1
8,72955,186079,113124,29520,1
9,82736,205741,123005,29430,1
10,92510,225417,132907,29429,1
11,102269,245128,142859,29483,1
12,112045,264804,152759,29399,1
13,121774,284480,162706,29416,1
14,131519,304036,172517,29277,1
15,141245,323646,182401,29320,1
16,150960,342989,192029,29111,1
17,160734,362657,201923,29389,1
18,170459,382190,211731,29307,1
19,180238,401628,221390,29131,1
20,189937,420968,231031,29109,1
21,199712,440382,240670,29109,1
22,209411,459747,250336,29103,1
23,219155,479259,260104,29204,1
24,228851,498552,269701,29029,1
25,238593,518061,279468,29234,1
26,248322,537426,289104,29146,1
27,258108,556875,298767,29172,1
28,267837,576399,308562,29256,1
29,277572,595834,318262,29135,1
30,287278,616084,328806,36840,1
31,303876,635479,331603,38910,1
32,323400,655025,331625,38999,1
33,342861,674391,331530,38969,1
34,362470,694189,331719,39278,1
35,381958,713840,331882,39047,1
36,401362,733465,332103,39044,1
37,420789,753209,332420,39111,1
38,440164,772807,332643,38984,1
39,459557,792215,332658,38848,1
40,479005,811597,332592,38798,1
41,498428,831035,332607,38843,1
42,517840,850395,332555,38771,1
43,537257,869853,332596,38926,1
44,556731,889322,332591,38892,1
45,576162,908743,332581,38888,1
46,595637,928163,332526,39553,1
47,615778,947523,331745,38928,1
48,635353,967015,331662,38935,1
49,654801,986359,331558,38795,1
50,674259,1005894,331635,39218,1
51,693949,1025455,331506,39226,1
52,713622,1044791,331169,39001,1
53,733295,1064464,331169,39336,1
54,752964,1083995,331031,39177,1
55,772618,1103604,330986,39000,1
56,792017,1123028,331011,38811,1
57,811411,1142523,331112,38919,1
58,830843,1162099,331256,39015,1
59,850290,1181586,331296,38894,1
60,869705,1201329,331624,39157,1
61,889126,1220817,331691,38896,1
62,908542,1240251,331709,38864,1
63,927979,1259676,331697,38809,1
64,947370,1279153,331783,38863,1
65,966764,1298757,331993,39016,1
66,986182,1318410,332228,39136,1
67,1005673,1338150,332477,39233,1
68,1025174,1357825,332651,39210,1
69,1044717,1377410,332693,39116,1
70,1064262,1396739,332477,38860,1
71,1083801,1416270,332469,39081,1
72,1103357,1435611,332254,38799,1
73,1122821,1455011,332190,38955,1
74,1142382,1474448,332066,38963,1
75,1161916,1493939,332023,39002,1
76,1181432,1513197,331765,38880,1
77,1201064,1532614,331550,38995,1
78,1220648,1552011,331363,38796,1
79,1240054,1571405,331351,38817,1
80,1259483,1590797,331314,38837,1
81,1278938,1610266,331328,39154,1
82,1298629,1629656,331027,38984,1
83,1318230,1649027,330797,39037,1
84,1337904,1668574,330670,39213,1
85,1357576,1687872,330296,38960,1
86,1377245,1707363,330118,38849,1
87,1396610,1726781,330171,38829,1
88,1416029,1746232,330203,38833,1
89,1435418,1765647,330229,38784,1
90,1454794,1785023,330229,38813,1
91,1474238,1804741,330503,39159,1
92,1493687,1824198,330511,38828,1
93,1513067,1843766,330699,38900,1
94,1532406,1863338,330932,38950,1
95,1551791,1882783,330992,38893,1
96,1571245,1902475,331230,39092,1
97,1590651,1922160,331509,39086,1
98,1610060,1941841,331781,39092,1
99,1629478,1961525,332047,39092,1
100,1648894,1981193,332299,39103,1
101,1668337,2000655,332318,38833,1
102,1687716,2020148,332432,38948,1
103,1707177,2039479,332302,38742,1
104,1726596,2058917,332321,38853,1
105,1746018,2078430,332412,38944,1
106,1765455,2097836,332381,38802,1
107,1784858,2117233,332375,39055,1
108,1804528,2136656,332128,38897,1
109,1824010,2156103,332093,38999,1
110,1843568,2175655,332087,39097,1
111,1863133,2195256,332123,39100,1
112,1882640,2214815,332175,39204,1
113,1902292,2234674,332382,39520,1
114,1921960,2254313,332353,39303,1
115,1941630,2273956,332326,39304,1
116,1961299,2295179,333880,40885,1
117,1980969,2314923,333954,39238,1
118,2000470,2334702,334232,39216,1
119,2019915,2354420,334505,39102,1
120,2039305,2374226,334921,39267,1
121,2058773,2394239,335466,39438,1
122,2078206,2414125,335919,39287,1
123,2097614,2434134,336520,39394,1
124,2117006,2454023,337017,39297,1
125,2136421,2473916,337495,39359,1
126,2155895,2493601,337706,39227,1
127,2175444,2513084,337640,39055,1
128,2195024,2532887,337863,39337,1
129,2214564,2552513,337949,39557,1
130,2234503,2572207,337704,39401,1
131,2254218,2591558,337340,38871,1
132,2273746,2611040,337294,40741,1
133,2295013,2630499,335486,39143,1
134,2314703,2649890,335187,39168,1
135,2334487,2669389,334902,39201,1
136,2354197,2688750,334553,39189,1
137,2374033,2708176,334143,39374,1
138,2393988,2727557,333569,39301,1
139,2413913,2747012,333099,39443,1
140,2433909,2766264,332355,39184,1
141,2453848,2785739,331891,39348,1
142,2473728,2805142,331414,39015,1
143,2493346,2824619,331273,39125,1
144,2512999,2843989,330990,38992,1
145,2532629,2863467,330838,39149,1
146,2552305,2882888,330583,39112,1
147,2572003,2902281,330278,38752,1
148,2591370,2921757,330387,38913,1
149,2610813,2941148,330335,38834,1
150,2630264,2960650,330386,38912,1
151,2649680,2980006,330326,38811,1
152,2669142,2999466,330324,38870,1
153,2688560,3019211,330651,39161,1
154,2707982,3038720,330738,38888,1
155,2727369,3058189,330820,38808,1
156,2746715,3077596,330881,38823,1
157,2766136,3097298,331162,39113,1
158,2785589,3117051,331462,39141,1
159,2804984,3136677,331693,39052,1
160,2824418,3156491,332073,39183,1
161,2843794,3176128,332334,39121,1
162,2863286,3195696,332410,38962,1
163,2882685,3215221,332536,38940,1
164,2902106,3234730,332624,38948,1
165,2921553,3254224,332671,39020,1
166,2941087,3273744,332657,38824,1
167,2960397,3293113,332716,38786,1
168,2979820,3312601,332781,38899,1
169,2999238,3332051,332813,39196,1
170,3018992,3351524,332532,38945,1
171,3038472,3370847,332375,38864,1
172,3058021,3390276,332255,38833,1
173,3077431,3409701,332270,39145,1
174,3097159,3429124,331965,39110,1
175,3116854,3448584,331730,39148,1
176,3136549,3468007,331458,39103,1
177,3156235,3487372,331137,39118,1
178,3175994,3506758,330764,38872,1
179,3195487,3526196,330709,38934,1
180,3214989,3545742,330753,39069,1
181,3234518,3565074,330556,38819,1
182,3254013,3584497,330484,38919,1
183,3273516,3604219,330703,39117,1
184,3292918,3623626,330708,38901,1
185,3312420,3643176,330756,38986,1
186,3331863,3662515,330652,38754,1
187,3351285,3682006,330721,38842,1
188,3370642,3701528,330886,38906,1
189,3390033,3721065,331032,39021,1
190,3409525,3740524,330999,38903,1
191,3428975,3760087,331112,38957,1
192,3448374,3779670,331296,38968,1
193,3467765,3799049,331284,38791,1
194,3487184,3818537,331353,38913,1
195,3506617,3837959,331342,38823,1
196,3526025,3857385,331360,38877,1
197,3545483,3876731,331248,38717,1
198,3564862,3896165,331303,38871,1
199,3584305,3915610,331305,39066,1
200,3603934,3935033,331099,38934,1
201,3623453,3954402,330949,38784,1
202,3642876,3973818,330942,38842,1
203,3662307,3993100,330793,38769,1
204,3681800,4012670,330870,39103,1
205,3701339,4032091,330752,38924,1
206,3720849,4051525,330676,39015,1
207,3740437,4070994,330557,38942,1
208,3759918,4090403,330485,38939,1
209,3779455,4109769,330314,38730,1
210,3798825,4129173,330348,38893,1
211,3818321,4148772,330451,39009,1
212,3837738,4168302,330564,38947,1
213,3857160,4187973,330813,39071,1
214,3876567,4207759,331192,39173,1
215,3895960,4227358,331398,39008,1
216,3915376,4246779,331403,38774,1
217,3934736,4266469,331733,39142,1
218,3954194,4286169,331975,39106,1
219,3973605,4305730,332125,38881,1
220,3992932,4325481,332549,39235,1
221,4012424,4345085,332661,39047,1
222,4031874,4364806,332932,39173,1
223,4051334,4384263,332929,38840,1
224,4070724,4403773,333049,38960,1
225,4090180,4423049,332869,38660,1
226,4109571,4442577,333006,38968,1
227,4129017,4461877,332860,38850,1
228,4148574,4481299,332725,38947,1
229,4168104,4500767,332663,39108,1
230,4187749,4520238,332489,39185,1
231,4207471,4539569,332098,38965,1
232,4227113,4559143,332030,39107,1
233,4246653,4578547,331894,39026,1
234,4266282,4597967,331685,39092,1
235,4285961,4617352,331391,39012,1
236,4305596,4636838,331242,39123,1
237,4325241,4656192,330951,39017,1
238,4344911,4675607,330696,39050,1
239,4364553,4694860,330307,38770,1
240,4384076,4714388,330312,38965,1
241,4403521,4733702,330181,38656,1
242,4422871,4753243,330372,38996,1
243,4442333,4772684,330351,38812,1
244,4461712,4792047,330335,38774,1
245,4481131,4811717,330586,39107,1
246,4500574,4831360,330786,39052,1
247,4519992,4850749,330757,38805,1
248,4539415,4870205,330790,38892,1
249,4558857,4889898,331041,39163,1
250,4578334,4909564,331230,39081,1
251,4597755,4929193,331438,39005,1
252,4617138,4948839,331701,39085,1
253,4636585,4968462,331877,39035,1
254,4656003,4987973,331970,38939,1
255,4675439,5007534,332095,38891,1
256,4694773,5027086,332313,38939,1
257,4714167,5046620,332453,38916,1
258,4733557,5066697,333140,39517,1
259,4753003,5086676,333673,39436,1
260,4772467,5106451,333984,39189,1
261,4791891,5126081,334190,39156,1
262,4811424,5145869,334445,39457,1
263,4831100,5165542,334442,39152,1
264,4850586,5185296,334710,39143,1
265,4869983,5204899,334916,39274,1
266,4889660,5224509,334849,39273,1
267,4909329,5244066,334737,39211,1
268,4928989,5263859,334870,39418,1
269,4948622,5283455,334833,39276,1
270,4968308,5302865,334557,38896,1
271,4987801,5322455,334654,39109,1
272,5007327,5342000,334673,39066,1
273,5026856,5361498,334642,39046,1
274,5046496,5380802,334306,39283,1
275,5381835,5447714,65879,85547,2
276,5401532,5469794,68262,41815,2
277,5421278,5491901,70623,43895,2
278,5443071,5513944,70873,42468,2
279,5463504,5535996,72492,43311,2
280,5484770,5558126,73356,42561,2
281,5505208,5580232,75024,43350,2
282,5526459,5602215,75756,41706,2
283,5546189,5624300,78111,41808,2
284,5565917,5646345,80428,41768,2
285,5585646,5668432,82786,41812,2
286,5605375,5690457,85082,41740,2
287,5625097,5712538,87441,41799,2
288,5644821,5734581,89760,41767,2
289,5664550,5756629,92079,41771,2
290,5684279,5778651,94372,41743,2
291,5704005,5800753,96748,41824,2
292,5723734,5822883,99149,41835,2
293,5743475,5844982,101507,41837,2
294,5763218,5867074,103856,41814,2
295,5782946,5889134,106188,41780,2
296,5802671,5911136,108465,41725,2
297,5822400,5933167,110767,41749,2
298,5842124,5955342,113218,41895,2
299,5861851,5977424,115573,41815,2
300,5881589,5999521,117932,41830,2
301,5901327,6021789,120462,41992,2
302,5921065,6043948,122883,41886,2
303,5940799,6066077,125278,41860,2
304,5960536,6088119,127583,41774,2
305,5980274,6110200,129926,41813,2
306,6000011,6132290,132279,41846,2
307,6019774,6154374,134600,41817,2
308,6039513,6176394,136881,41757,2
309,6059257,6198411,139154,41749,2
310,6078995,6220431,141436,41750,2
311,6098731,6242412,143681,41714,2
312,6118469,6264567,146098,41878,2
313,6138199,6286612,148413,41774,2
314,6157934,6308650,150716,41768,2
315,6177670,6330748,153078,41829,2
316,6197406,6352809,155403,41801,2
317,6217154,6374806,157652,41732,2
318,6236896,6396841,159945,41766,2
319,6256633,6418909,162276,41800,2
320,6276371,6441025,164654,41843,2
321,6296104,6463015,166911,41720,2
322,6315841,6485125,169284,41842,2
323,6335578,6507102,171524,41708,2
324,6355315,6529186,173871,41816,2
325,6375052,6551232,176180,41773,2
326,6394786,6573303,178517,41800,2
327,6414520,6595454,180934,41882,2
328,6434257,6617693,183436,41966,2
329,6453990,6639755,185765,41789,2
330,6473725,6661805,188080,41782,2
331,6493462,6683845,190383,41772,2
332,6513199,6705948,192749,41836,2
333,6532937,6728008,195071,41793,2
334,6552674,6750041,197367,41759,2
335,6572407,6772119,199712,41809,2
336,6592144,6794189,202045,41823,2
337,6611906,6816238,204332,41786,2
