it,start,end,latency,execution,sol
1,0,48682,48682,62613,1
2,14051,68453,54402,30050,1
3,24370,88453,64083,29851,1
4,34245,108396,74151,29868,1
5,44179,128355,84176,29792,1
6,54035,148296,94261,29748,1
7,63850,168289,104439,29835,1
8,73699,187878,114179,29451,1
9,83567,207511,123944,29496,1
10,93436,227104,133668,29452,1
11,103300,246715,143415,29471,1
12,113165,266343,153178,29481,1
13,123024,285955,162931,29470,1
14,132887,305418,172531,29326,1
15,142756,324811,182055,29250,1
16,152618,344224,191606,29273,1
17,162484,363654,201170,29202,1
18,172262,383037,210775,29144,1
19,182028,402452,220424,29078,1
20,191697,421869,230172,29157,1
21,201443,441282,239839,29035,1
22,211070,460670,249600,29080,1
23,220768,480060,259292,29048,1
24,230431,499475,269044,29157,1
25,240178,518887,278709,29075,1
26,249847,538302,288455,29138,1
27,259576,557683,298107,29049,1
28,269250,577077,307827,29112,1
29,278973,596467,317494,29033,1
30,288622,616628,328006,36663,1
31,305146,636112,330966,38907,1
32,324577,655545,330968,38813,1
33,343965,674922,330957,38797,1
34,363393,694573,331180,39030,1
35,382779,714215,331436,39048,1
36,402193,733865,331672,39057,1
37,421608,753609,332001,39122,1
38,440994,773262,332268,39062,1
39,460411,792664,332253,38786,1
40,479803,812140,332337,38880,1
41,499215,831529,332314,38794,1
42,518628,850911,332283,38790,1
43,538044,870329,332285,38798,1
44,557432,889715,332283,38764,1
45,576818,909103,332285,38770,1
46,596208,928494,332286,39584,1
47,616410,947881,331471,38823,1
48,635854,967341,331487,38885,1
49,655287,986724,331437,38757,1
50,674669,1006115,331446,39036,1
51,694322,1025553,331231,39072,1
52,713963,1044948,330985,39033,1
53,733609,1064321,330712,39120,1
54,753364,1083745,330381,39022,1
55,772970,1103064,330094,38743,1
56,792402,1122460,330058,38865,1
57,811878,1141954,330076,38878,1
58,831270,1161366,330096,38791,1
59,850657,1180757,330100,38796,1
60,870070,1200338,330268,38959,1
61,889456,1220028,330572,39068,1
62,908843,1239494,330651,38851,1
63,928235,1258883,330648,38767,1
64,947621,1278236,330615,38805,1
65,967081,1297888,330807,39027,1
66,986464,1317526,331062,39018,1
67,1005852,1337139,331287,39048,1
68,1025295,1356756,331461,39001,1
69,1044686,1376383,331697,39053,1
70,1064126,1395749,331623,38716,1
71,1083483,1415113,331630,38687,1
72,1102814,1434522,331708,38782,1
73,1122195,1453912,331717,38879,1
74,1141692,1473295,331603,38760,1
75,1161077,1492634,331557,38750,1
76,1180496,1512061,331565,39067,1
77,1200150,1531479,331329,39045,1
78,1219785,1550826,331041,38793,1
79,1239239,1570221,330982,38771,1
80,1258623,1589637,331014,38762,1
81,1277983,1609051,331068,39054,1
82,1297631,1628443,330812,39029,1
83,1317276,1647779,330503,38939,1
84,1336887,1667145,330258,38978,1
85,1356507,1686552,330045,39021,1
86,1376129,1706062,329933,38866,1
87,1395493,1725433,329940,38716,1
88,1414846,1744802,329956,38777,1
89,1434262,1764199,329937,38775,1
90,1453648,1783616,329968,38768,1
91,1473007,1803262,330255,39012,1
92,1492381,1822782,330401,38933,1
93,1511802,1842248,330446,38874,1
94,1531218,1861681,330463,38784,1
95,1550577,1881231,330654,38928,1
96,1569963,1900870,330907,39039,1
97,1589371,1920490,331119,39035,1
98,1608794,1940127,331333,39018,1
99,1628183,1959762,331579,38971,1
100,1647527,1979417,331890,39030,1
101,1666911,1998790,331879,38746,1
102,1686292,2018174,331882,38886,1
103,1705802,2037590,331788,38779,1
104,1725173,2057033,331860,38808,1
105,1744546,2076409,331863,38766,1
106,1763944,2095791,331847,38788,1
107,1783358,2115149,331791,39068,1
108,1803081,2134529,331448,38841,1
109,1822550,2153963,331413,38867,1
110,1841990,2173346,331356,38819,1
111,1861434,2192722,331288,38930,1
112,1880995,2212109,331114,39000,1
113,1900616,2231527,330911,39040,1
114,1920246,2250970,330724,39062,1
115,1939873,2270360,330487,39028,1
