it,start,end,latency,execution,sol
1,0,79414,79414,93435,1
2,14086,111840,97754,42877,1
3,24585,141883,117298,39977,1
4,34545,171919,137374,39828,1
5,44341,199998,155657,37900,1
6,54167,232152,177985,41994,1
7,64010,260199,196189,38085,1
8,74054,290216,216162,39882,1
9,83923,320256,236333,39900,1
10,93786,350131,256345,39737,1
11,103652,380010,276358,39736,1
12,113515,409913,296398,39760,1
13,123378,439772,316394,39715,1
14,133241,469212,335971,39297,1
15,143104,498950,355846,39598,1
16,152967,528364,375397,39272,1
17,162831,557879,395048,39371,1
18,172693,587455,414762,39430,1
19,182552,617605,435053,39960,1
20,192368,647414,455046,39663,1
21,202228,676904,474676,39222,1
22,211966,706685,494719,39602,1
23,221793,736485,514692,39658,1
24,231656,766160,534504,39438,1
25,241424,795666,554242,39339,1
26,251263,825359,574096,39543,1
27,261118,854996,593878,39432,1
28,270919,884612,613693,39407,1
29,280715,914316,633601,42223,1
30,293240,943973,650733,49565,1
31,313156,973512,660356,49487,1
32,333112,1003089,669977,49575,1
33,353116,1032716,679600,59447,1
34,382942,1062272,679330,39530,1
35,392922,1091960,699038,49608,1
36,412848,1121240,708392,54533,1
37,438109,1150951,712842,51013,1
38,459417,1180667,721250,58973,1
39,488681,1210625,721944,59669,1
40,518400,1240510,722110,59342,1
41,547865,1270189,722324,59178,1
42,577372,1299738,722366,59513,1
43,607344,1329458,722114,59606,1
44,637237,1359213,721976,59408,1
45,666898,1388947,722049,59384,1
46,696556,1418566,722010,59211,1
47,726155,1448202,722047,59634,1
48,756161,1477931,721770,59338,1
49,785778,1507641,721863,59042,1
50,815118,1537070,721952,59053,1
51,844750,1566753,722003,59461,1
52,874535,1596169,721634,58905,1
53,904032,1625772,721740,59380,1
54,933815,1655345,721530,59131,1
55,963381,1685259,721878,59627,1
56,993102,1715336,722234,59620,1
57,1022653,1745104,722451,59278,1
58,1052171,1774626,722455,59117,1
59,1081774,1804389,722615,59490,1
60,1111509,1834549,723040,59470,1
61,1140828,1864308,723480,59360,1
62,1170438,1893986,723548,59688,1
63,1200461,1923715,723254,59614,1
64,1230354,1953579,723225,59534,1
65,1260032,1983231,723199,59382,1
66,1289769,2012822,723053,59254,1
67,1319440,2042337,722897,59289,1
68,1349222,2071849,722627,59144,1
69,1378860,2101401,722541,59193,1
