it,start,end,latency,sol
1,0,59110,59110,1
2,14841,89059,74218,1
3,24851,118704,93853,1
4,35156,148673,113517,1
5,44960,178598,133638,1
6,54922,208439,153517,1
7,65164,237774,172610,1
8,74940,266701,191761,1
9,84879,295434,210555,1
10,94676,324143,229467,1
11,104527,352863,248336,1
12,114505,381616,267111,1
13,124483,410412,285929,1
14,134458,439148,304690,1
15,144434,467930,323496,1
16,154409,496636,342227,1
17,164385,525416,361031,1
18,174360,554098,379738,1
19,184336,582871,398535,1
20,194311,612253,417942,1
21,204275,641363,437088,1
22,214034,670098,456064,1
23,227701,698825,471124,1
24,256667,727596,470929,1
25,285437,756330,470893,1
26,314152,785097,470945,1
27,342841,813890,471049,1
28,371552,842615,471063,1
29,400355,871365,471010,1
30,429152,900090,470938,1
31,457895,928786,470891,1
32,486644,957542,470898,1
33,515352,986354,471002,1
34,544090,1015115,471025,1
35,572841,1043892,471051,1
36,602193,1072657,470464,1
37,631304,1101398,470094,1
38,660119,1130143,470024,1
39,688865,1158967,470102,1
40,717564,1187750,470186,1
41,746272,1217254,470982,1
42,775038,1246206,471168,1
43,803830,1274903,471073,1
44,832626,1303696,471070,1
45,861371,1332524,471153,1
46,890128,1361200,471072,1
47,918787,1389992,471205,1
48,947482,1418812,471330,1
49,976332,1447575,471243,1
50,1005083,1476455,471372,1
51,1033864,1505139,471275,1
52,1062598,1533945,471347,1
53,1091340,1562690,471350,1
54,1120080,1591454,471374,1
55,1148974,1620190,471216,1
56,1177720,1648974,471254,1
57,1207116,1677754,470638,1
58,1236157,1706469,470312,1
59,1264963,1735172,470209,1
60,1293666,1763922,470256,1
61,1322464,1792709,470245,1
62,1351221,1822201,470980,1
63,1379933,1851190,471257,1
64,1408749,1879952,471203,1
65,1437547,1908718,471171,1
66,1466394,1937746,471352,1
67,1495147,1966825,471678,1
68,1523883,1995882,471999,1
69,1552659,2024721,472062,1
70,1581424,2053465,472041,1
71,1610161,2082207,472046,1
72,1638912,2110938,472026,1
73,1667693,2139649,471956,1
74,1696468,2168388,471920,1
75,1725178,2197166,471988,1
76,1753890,2225869,471979,1
77,1782615,2254765,472150,1
78,1812141,2283613,471472,1
79,1841191,2312434,471243,1
80,1869964,2341136,471172,1
81,1898654,2369868,471214,1
82,1927723,2398653,470930,1
83,1956795,2428188,471393,1
84,1985857,2457088,471231,1
85,2014660,2485868,471208,1
86,2043431,2514669,471238,1
87,2072167,2543708,471541,1
88,2100940,2572740,471800,1
89,2129658,2601795,472137,1
90,2158326,2630557,472231,1
91,2187120,2659285,472165,1
92,2215892,2688088,472196,1
93,2244723,2716858,472135,1
94,2273583,2745564,471981,1
95,2302378,2774263,471885,1
96,2331118,2803076,471958,1
97,2359876,2831856,471980,1
98,2388624,2860548,471924,1
99,2418127,2889369,471242,1
100,2447026,2918134,471108,1
101,2475809,2946822,471013,1
102,2504645,2975604,470959,1
103,2533699,3004438,470739,1
104,2562702,3033698,470996,1
105,2591736,3062623,470887,1
106,2620529,3091392,470863,1
107,2649287,3120308,471021,1
108,2678058,3149368,471310,1
109,2706796,3178438,471642,1
110,2735538,3207462,471924,1
111,2764283,3236321,472038,1
112,2793041,3265375,472334,1
113,2821823,3294183,472360,1
114,2850558,3322957,472399,1
115,2879306,3351764,472458,1
116,2908075,3381009,472934,1
117,2936848,3409734,472886,1
118,2965591,3438505,472914,1
119,2994324,3467452,473128,1
120,3023630,3496250,472620,1
121,3052593,3525019,472426,1
122,3081359,3553907,472548,1
123,3110247,3582678,472431,1
124,3139308,3611730,472422,1
125,3168405,3640860,472455,1
126,3197464,3669670,472206,1
127,3226284,3698449,472165,1
128,3255306,3727503,472197,1
129,3284187,3756550,472363,1
130,3312927,3785604,472677,1
131,3341669,3814648,472979,1
132,3370943,3843390,472447,1
133,3399670,3872170,472500,1
134,3428469,3900929,472460,1
135,3457451,3929636,472185,1
136,3486190,3958435,472245,1
137,3514958,3987196,472238,1
138,3543842,4015935,472093,1
139,3572648,4044626,471978,1
140,3601383,4073408,472025,1
141,3630798,4102130,471332,1
142,3659608,4130852,471244,1
143,3688421,4159629,471208,1
144,3717470,4188378,470908,1
145,3746492,4217678,471186,1
146,3775545,4246636,471091,1
147,3804618,4275353,470735,1
148,3833356,4304128,470772,1
149,3862141,4333116,470975,1
150,3890865,4362222,471357,1
151,3919644,4391507,471863,1
152,3948405,4420604,472199,1
153,3977167,4449473,472306,1
154,4005907,4478408,472501,1
155,4034629,4507171,472542,1
156,4063345,4535929,472584,1
157,4092125,4564701,472576,1
158,4120865,4593464,472599,1
159,4149596,4622180,472584,1
160,4178335,4650937,472602,1
161,4207600,4679647,472047,1
162,4236602,4708428,471826,1
163,4265362,4737207,471845,1
164,4294100,4765971,471871,1
165,4323151,4794773,471622,1
166,4352186,4824023,471837,1
167,4381435,4852860,471425,1
168,4410561,4881631,471070,1
169,4439406,4910348,470942,1
170,4468372,4939428,471056,1
171,4497141,4968430,471289,1
172,4525899,4997550,471651,1
173,4554634,5026346,471712,1
174,4583401,5055116,471715,1
175,4612144,5085255,473111,1
176,4640903,5114672,473769,1
177,4669669,5144045,474376,1
178,4698369,5173412,475043,1
179,4727148,5202736,475588,1
180,4755915,5231760,475845,1
181,4784715,5260948,476233,1
182,4814013,5290007,475994,1
183,4842837,5319107,476270,1
184,4871568,5348247,476679,1
185,4900370,5377317,476947,1
186,4929407,5406727,477320,1
187,4958449,5436175,477726,1
188,4987499,5465436,477937,1
189,5016316,5494521,478205,1
190,5045086,5523793,478707,1
191,5075504,5553126,477622,1
192,5553875,5628106,74231,2
193,5573620,5658038,84418,2
194,5593750,5687916,94166,2
195,5613756,5717870,104114,2
