iteration,start,end,latency,execution
357,14955633,15092407,136774,297130
358,14998266,15134835,136569,297479
359,15040817,15177195,136378,302582
360,15083353,15218094,134741,299485
361,15125839,15259235,133396,277055
362,15168207,15301872,133665,282439
363,15209197,15343266,134069,318434
364,15251652,15385169,133517,279358
365,15293977,15426727,132750,280481
366,15334937,15468214,133277,301707
367,15377328,15513662,136334,293818
368,15420021,15556187,136166,307906
369,15461009,15598602,137593,297138
370,15503530,15640391,136861,298450
371,15545923,15683018,137095,303087
372,15588412,15724200,135788,299622
373,15630894,15765244,134350,274431
374,15673300,15806979,133679,283293
375,15714369,15848393,134024,319136
376,15757024,15890074,133050,279732
377,15799478,15931745,132267,280707
378,15840491,15973334,132843,303092
379,15883152,16014100,130948,293246
380,15926298,16055400,129102,298161
381,15967074,16096705,129631,279388
382,16008242,16137689,129447,288976
383,16049571,16178706,129135,302183
384,16092201,16221254,129053,282176
385,16132937,16265240,132303,318929
386,16175596,16308272,132676,297461
387,16217928,16351252,133324,301423
388,16260549,16392815,132266,281684
389,16302949,16433637,130688,278212
390,16343758,16474860,131102,301279
391,16386290,16516040,129750,289654
392,16428919,16557191,128272,298773
393,16469750,16599573,129823,278672
394,16510740,16643525,132785,315904
395,16553302,16687906,134604,304417
396,16595764,16731817,136053,301042
397,16638094,16773750,135656,291273
398,16680726,16816321,135595,297421
399,16723226,16857370,134144,299040
400,16765672,16898670,132998,285873
401,16808156,16939676,131520,283199
402,16849284,16980753,131469,293768
403,16891938,17022009,130071,288103
404,16934203,17063150,128947,301525
405,16975476,17105460,129984,280478
406,17016484,17148410,131926,309531
407,17059148,17190588,131440,281131
408,17100022,17236831,136809,318978
409,17142483,17278899,136416,290672
410,17184808,17321365,136557,299651
411,17227455,17362937,135482,298274
412,17269803,17404762,134959,288702
413,17312282,17446439,134157,287266
414,17353396,17488093,134697,292499
415,17396011,17529607,133596,295697
416,17438817,17571033,132216,294007
417,17479614,17613215,133601,282480
418,17520461,17655525,135064,304696
419,17563116,17698602,135486,302449
420,17605417,17744410,138993,307098
421,17648047,17786871,138824,295301
422,17690481,17828952,138471,297027
423,17733017,17870163,137146,296395
424,17775609,17913474,137865,292701
425,17818006,17954484,136478,286137
426,17858965,17997735,138770,300279
427,17901438,18039744,138306,293124
428,17943949,18082030,138081,298916
429,17985009,18124124,139115,283790
430,18026090,18167343,141253,305273
431,18068600,18212225,143625,290551
432,18109551,18255772,146221,304930
433,18151410,18298648,147238,299009
434,18193804,18342363,148559,300283
435,18236311,18384887,148576,299310
436,18278804,18428641,149837,295030
437,18321227,18471059,149832,290520
438,18362202,18516049,153847,304165
439,18404914,18558185,153271,296518
440,18447550,18602742,155192,304579
441,18488671,18647786,159115,291573
442,18529642,18692814,163172,308935
443,18571948,18737018,165070,304004
444,18614279,18781143,166864,303469
445,18656611,18825781,169170,300935
446,18698916,18870820,171904,308565
447,18741448,18916263,174815,303911
448,18783791,18960021,176230,296610
449,18826103,19004806,178703,293656
450,18867019,19049427,182408,307819
451,18909443,19095620,186177,303512
452,18951964,19140745,188781,301302
453,18992944,19186957,194013,301684
454,19034106,19232612,198506,311822
455,19076747,19276956,200209,294440
456,19117703,19323881,206178,316393
457,19160377,19368983,208606,300355
458,19202867,19414233,211366,296512
459,19243883,19457862,213979,311024
460,19286346,19504447,218101,303581
461,19328890,19551731,222841,302580
462,19370002,19597309,227307,311290
463,19412669,19644544,231875,306189
464,19455238,19690804,235566,318167
465,19496420,19737674,241254,295081
466,19538941,19782831,243890,303133
467,19579844,19829972,250128,317319
468,19622276,19876825,254549,309781
469,19664777,19922466,257689,302916
470,19707127,19969121,261994,301272
471,19747931,20017225,269294,315580
472,19789769,20064164,274395,309151
473,19832459,20111977,279518,304563
474,19873493,20159866,286373,315439
475,19916232,20206327,290095,308123
476,19959048,20253188,294140,320559
477,20000043,20301823,301780,293113
478,20040867,20349521,308654,318154
479,20083342,20396359,313017,308929
480,20125479,20444735,319256,303070
481,20166021,20494408,328387,310445
482,20207043,20547534,340491,319073
483,20248670,20589808,341138,314375
484,20291378,20637841,346463,309204
485,20333852,20685806,351954,305523
486,20374665,20735749,361084,319217
487,20416774,20782834,366060,324295
488,20464315,20833006,368691,304465
489,20500569,20884658,384089,314532
490,20543116,20930951,387835,305709
491,20583976,20978639,394663,319650
492,20626515,21028734,402219,312041
493,20667383,21078853,411470,319255
494,20709933,21128994,419061,309983
495,20750874,21178875,428001,327042
496,20793156,21228998,435842,317555
497,20835520,21279126,443606,319492
498,20877945,21329050,451105,316352
499,20920486,21379128,458642,316392
500,20963029,21430057,467028,343653
501,21004255,21480119,475864,321525
502,21486536,21666916,180380,737875
503,21530717,21752623,221906,846800
504,21615252,21845409,230157,889560
505,21698822,21929866,231044,847567
506,21783699,22014846,231147,805695
507,21868385,22099552,231167,888302
508,21952294,22183902,231608,774822
509,22034668,22267838,233170,902118
510,22120677,22351606,230929,790490
511,22205225,22433958,228733,882165
512,22287908,22516253,228345,799802
513,22372846,22598592,225746,818505
514,22454330,22680835,226505,831700
515,22537945,22765029,227084,836899
516,22621595,22849328,227733,825794
517,22704743,22933864,229121,896633
518,22788881,23016252,227371,797921
519,22873797,23098633,224836,817265
520,22955478,23183686,228208,838322
521,23039086,23268395,229309,895369
522,23124015,23354742,230727,850449
523,23208891,23438716,229825,846319
524,23293632,23521145,227513,798341
525,23379677,23604433,224756,830648
526,23461023,23689669,228646,879678
527,23544622,23773152,228530,846304
528,23629562,23857043,227481,809299
529,23714613,23942401,227788,876311
530,23798145,24024998,226853,803431
531,23883268,24108183,224915,820627
532,23965029,24191842,226813,850344
533,24049978,24275666,225688,867283
534,24132999,24359124,226125,782532
535,24216044,24441589,225545,833707
536,24298843,24525907,227064,852548
537,24384076,24611304,227228,879771
538,24467637,24695485,227848,848670
539,24552440,24779834,227394,848111
540,24637380,24866894,229514,851730
541,24722255,24949606,227351,845239
542,24807115,25039671,232556,894160
543,24897401,25122923,225522,768974
544,24977286,25206383,229097,837346
545,25060789,25289802,229013,833525
546,25144286,25373151,228865,835382
547,25227775,25456423,228648,836447
548,25311384,25539575,228191,826255
549,25396107,25622139,226032,842925
550,25478886,25704791,225905,833246
551,25562112,25788791,226679,867633
552,25645382,25870802,225420,810036
553,25730293,25954623,224330,834059
554,25813754,26043708,229954,930526
555,25903982,26127938,223956,743143
556,25981153,26212262,231109,893619
557,26066005,26296507,230502,843798
558,26150908,26381587,230679,812256
559,26235757,26464156,228399,868612
560,26319409,26547463,228054,794501
561,26404028,26630910,226882,858657
562,26486540,26714829,228289,857082
563,26569993,26798430,228437,808129
564,26654739,26881770,227031,836553
565,26738339,26964061,225722,862058
566,26821706,27046958,225252,799722
567,26906714,27130905,224191,858269
