iteration,start,end,latency,execution
1,0,79229,79229,120107
2,40992,120632,79640,82300
3,81910,161904,79994,82200
4,122860,202646,79786,81620
5,163805,244644,80839,83290
6,205163,286131,80968,85116
7,248861,328445,79584,85098
8,291714,370183,78469,84613
9,334652,411540,76888,83024
10,376468,453562,77094,83170
11,417692,495042,77350,84007
12,460259,537917,77658,83838
13,501279,579416,78137,82412
14,542232,622192,79960,83858
15,583408,662820,79412,83569
16,626381,704707,78326,82656
17,667217,747322,80105,84780
18,709463,790294,80831,85430
19,752002,833305,81303,85390
20,794463,875467,81004,84865
21,837244,917577,80333,84848
22,880063,960347,80284,85161
23,922528,1001707,79179,83814
24,965016,1043962,78946,83109
25,1005952,1085080,79128,83778
26,1048646,1127253,78607,82991
27,1089539,1168483,78944,83738
28,1132081,1210653,78572,82972
29,1172961,1252967,80006,84771
30,1215492,1295285,79793,84709
31,1257957,1338311,80354,85488
32,1300492,1380629,80137,84743
33,1342989,1423633,80644,85501
34,1385559,1466319,80760,85110
35,1428089,1507610,79521,83812
36,1470644,1550666,80022,83878
37,1511544,1592114,80570,84212
38,1554341,1634231,79890,82954
39,1595252,1676547,81295,84988
40,1638003,1718623,80620,84762
41,1680770,1760928,80158,84873
42,1723409,1803851,80442,85336
43,1765895,1845961,80066,84518
44,1808384,1887275,78891,83853
45,1850956,1929575,78619,83167
46,1891906,1971930,80024,84734
47,1934357,2014659,80302,85158
48,1976860,2057625,80765,85456
49,2019424,2098989,79565,83826
50,2061922,2141270,79348,83181
51,2102891,2183281,80390,84436
52,2145390,2225395,80005,84585
53,2187935,2267714,79779,84785
54,2230475,2309797,79322,84587
55,2273051,2351885,78834,84502
56,2315539,2394234,78695,84802
57,2358065,2437326,79261,85619
58,2400666,2479629,78963,84746
59,2443183,2522638,79455,85441
60,2485715,2565477,79762,85357
61,2528307,2606726,78419,83783
62,2570880,2649003,78123,83204
63,2611878,2692009,80131,85455
64,2654400,2733289,78889,83872
65,2697043,2775341,78298,82965
66,2738026,2817488,79462,84629
67,2780581,2859521,78940,84497
68,2823120,2901065,77945,84228
69,2865842,2943274,77432,83117
70,2906824,2985291,78467,84518
71,2949398,3028339,78941,85476
72,2991900,3071328,79428,85375
73,3034360,3112624,78264,83898
74,3077001,3154679,77678,83021
75,3118013,3195946,77933,81906
76,3158686,3238321,79635,83328
77,3199712,3280523,80811,84662
78,3242245,3323245,81000,85202
79,3284798,3364561,79763,83754
80,3327283,3406958,79675,83238
81,3368180,3449555,81375,84643
82,3410301,3491146,80845,84091
83,3452836,3533282,80446,83084
84,3493871,3576266,82395,85241
85,3536204,3617533,81329,83769
86,3578739,3659957,81218,83270
87,3619689,3702938,83249,85409
88,3662192,3745231,83039,84796
89,3704771,3787384,82613,84592
90,3747309,3829606,82297,84668
91,3789830,3872669,82839,85484
92,3832325,3914956,82631,84755
93,3874869,3958018,83149,85653
94,3917536,4000437,82901,84899
95,3960093,4041974,81881,83978
96,4002567,4083996,81429,82868
97,4043482,4125368,81886,83095
98,4085244,4168301,83057,83902
99,4126288,4209599,83311,83733
100,4168754,4251920,83166,83327
101,4209836,4294262,84426,84854
102,4252421,4337304,84883,85494
103,4294948,4379596,84648,84766
104,4337496,4422610,85114,85534
105,4380092,4465001,84909,84867
106,4422650,4507508,84858,85085
107,4465303,4548973,83670,83909
108,4507775,4591214,83439,83364
109,4548985,4634117,85132,85240
110,4591395,4676631,85236,85170
111,4634129,4719540,85411,85419
112,4676715,4762385,85670,85605
113,4719552,4803601,84049,84002
114,4762371,4845844,83473,83354
115,4803561,4887231,83670,83913
116,4846121,4930059,83938,83871
117,4887242,4971384,84142,84118
118,4930066,5013570,83504,83402
119,4971361,5054825,83464,83728
120,5013864,5096815,82951,82940
121,5054891,5138183,83292,83882
122,5097435,5180033,82598,82766
123,5138426,5221473,83047,83928
124,5180950,5264006,83056,83442
125,5221935,5306771,84836,85287
126,5264531,5348934,84403,84699
127,5307142,5391373,84231,84907
128,5349686,5434200,84514,85311
129,5392246,5476601,84355,84862
130,5434782,5519174,84392,85077
131,5477362,5560759,83397,84057
132,5519879,5603554,83675,83823
133,5560983,5644799,83816,83796
134,5603562,5687187,83625,83553
135,5644790,5730029,85239,85180
136,5687206,5771340,84134,84109
137,5730033,5813552,83519,83418
138,5771334,5854985,83651,83982
139,5813915,5897759,83844,83797
140,5855015,5939039,84024,84001
141,5897766,5981665,83899,83832
142,5939047,6024256,85209,85144
143,5981678,6065552,83874,83838
144,6024263,6107577,83314,83251
145,6065563,6148784,83221,83460
146,6107846,6191252,83406,83389
147,6148843,6234097,85254,85336
148,6191410,6276439,85029,84948
149,6234094,6318594,84500,84800
150,6276815,6360875,84060,84746
151,6319355,6402948,83593,84513
152,6361872,6445194,83322,84722
153,6404424,6487988,83564,85220
154,6446925,6530250,83325,84703
155,6489442,6571577,82135,83841
156,6531990,6613875,81885,83172
157,6572940,6656010,83070,84640
158,6615522,6699030,83508,85467
159,6658046,6740091,82045,83519
160,6700537,6782285,81748,82987
161,6741400,6823593,82193,83127
162,6783271,6866647,83376,84057
163,6824348,6908691,84343,84494
164,6866874,6951612,84738,85452
165,6909467,6992789,83322,83300
166,6951616,7034760,83144,82929
167,6992634,7076313,83679,83655
168,7034766,7118584,83818,83237
169,7075812,7160860,85048,84982
170,7118595,7203592,84997,85279
171,7161218,7244698,83480,83538
172,7203679,7287083,83404,83335
173,7244706,7329499,84793,84920
174,7287384,7372690,85306,85636
175,7330000,7415489,85489,85425
176,7372702,7457962,85260,85194
177,7415502,7500795,85293,85388
178,7458133,7542784,84651,84586
179,7500807,7584393,83586,84083
