iteration,start,end,latency,execution
317,27585579,27854554,268975,1225814
318,27711585,27977842,266257,1284246
319,27840060,28104301,264241,1238980
320,27964490,28233221,268731,1322482
321,28092843,28359739,266896,1224659
322,28218986,28484648,265662,1285132
323,28347388,28611861,264473,1243877
324,28471897,28740592,268695,1318502
325,28600149,28868005,267856,1229546
326,28726374,28992516,266142,1281156
327,28854908,29117993,263085,1242300
328,28979412,29248175,268763,1324131
329,29107981,29373947,265966,1220103
330,29232494,29505104,272610,1309574
331,29359500,29631627,272127,1214834
332,29485523,29758459,272936,1318443
333,29613740,29885787,272047,1283941
334,29741986,30009298,267312,1253789
335,29870126,30134535,264409,1223972
336,29994236,30268015,273779,1325477
337,30121316,30395286,273970,1272527
338,30249250,30523171,273921,1276980
339,30377382,30651348,273966,1275682
340,30505247,30778521,273274,1286063
341,30632962,30904273,271311,1238727
342,30761289,31027985,266696,1279181
343,30887763,31154463,266700,1222454
344,31011688,31281227,269539,1319168
345,31140062,31408349,268287,1219163
346,31265907,31539686,273779,1337737
347,31394397,31663888,269491,1242989
348,31522338,31791830,269492,1286093
349,31648552,31917199,268647,1241087
350,31776501,32044648,268147,1306775
351,31903285,32170795,267510,1219304
352,32029344,32297007,267663,1267875
353,32155998,32424851,268853,1263489
354,32282557,32552204,269647,1324016
355,32410938,32680540,269602,1275459
356,32538941,32808519,269578,1282118
357,32666892,32933916,267024,1243398
358,32794907,33057220,262313,1272954
359,32921164,33182522,261358,1228408
360,33045629,33314654,269025,1312568
361,33172551,33440886,268335,1241103
362,33300434,33565587,265153,1278950
363,33427016,33692649,265633,1225693
364,33551177,33823284,272107,1330171
365,33679761,33948775,269014,1237419
366,33807787,34072927,265140,1277821
367,33934248,34198146,263898,1231462
368,34058664,34329255,270591,1311249
369,34185677,34455560,269883,1239462
370,34313720,34580269,266549,1278435
371,34440254,34707273,267019,1225016
372,34564161,34834769,270608,1321153
373,34692470,34961008,268538,1242186
374,34820575,35088365,267790,1303997
375,34947000,35213827,266827,1224084
376,35073413,35341856,268443,1305743
377,35200141,35469813,269672,1244111
378,35328233,35598152,269919,1307225
379,35454882,35726057,271175,1274829
380,35582907,35853350,270443,1279980
381,35710821,35980191,269370,1240241
382,35838678,36107096,268418,1304372
383,35965016,36233234,268218,1218490
384,36090893,36359213,268320,1267338
385,36217546,36486197,268651,1260958
386,36343934,36613678,269744,1324938
387,36472358,36740691,268333,1222462
388,36598409,36869919,271510,1321550
389,36726824,36995911,269087,1238648
390,36854764,37120657,265893,1278773
391,36981264,37246151,264887,1224623
392,37105179,37375232,270053,1309230
393,37231995,37500942,268947,1240996
394,37359920,37624915,264995,1275077
395,37486539,37752199,265660,1232216
396,37610926,37881206,270280,1324110
397,37739527,38008283,268756,1222381
398,37865522,38135769,270247,1323859
399,37993957,38261763,267806,1252927
400,38121903,38389682,267779,1287126
401,38248407,38517205,268798,1242636
402,38376179,38644456,268277,1305974
403,38502864,38770698,267834,1216884
404,38628839,38896960,268121,1268445
405,38755445,39023971,268526,1265362
406,38881953,39151024,269071,1320143
407,39010281,39277341,267060,1223103
408,39136464,39407435,270971,1323688
409,39264936,39532669,267733,1241148
410,39392777,39656162,263385,1273872
411,39519257,39780451,261194,1227168
412,39643687,39912729,269042,1316395
413,39770894,40041537,270643,1278396
414,39898906,40168721,269815,1283705
415,40027023,40294045,267022,1222818
416,40153227,40421813,268586,1306948
417,40280010,40548195,268185,1222017
418,40406156,40675856,269700,1323098
419,40534681,40801966,267285,1221830
420,40660779,40929221,268442,1266776
421,40787303,41055914,268611,1285998
422,40915884,41184180,268296,1304412
423,41042441,41309257,266816,1213337
424,41168306,41435641,267335,1292794
425,41295581,41560913,265332,1249144
426,41422116,41690377,268261,1304495
427,41548736,41817829,269093,1220845
428,41674640,41942654,268014,1297186
429,41803091,42070904,267813,1285288
430,41929374,42199062,269688,1278460
431,42057222,42327398,270176,1277690
432,42184924,42455540,270616,1281901
