iteration,start,end,latency,execution
211,478430,874187,395757,26200
212,482928,878071,395143,23824
213,486900,881993,395093,23987
214,490829,885881,395052,23928
215,494755,889775,395020,23850
216,498682,893636,394954,23680
217,502602,897491,394889,24779
218,507478,901308,393830,23604
219,511472,905166,393694,23574
220,515325,908981,393656,23405
221,519301,912858,393557,23565
222,523239,916697,393458,23434
223,527146,920551,393405,24260
224,531599,924355,392756,23673
225,535527,928213,392686,23536
226,539421,932045,392624,23413
227,543313,935889,392576,23443
228,547197,939681,392484,23353
229,551110,943541,392431,24680
230,556194,947354,391160,24245
231,560313,951172,390859,22613
232,564138,954971,390833,23358
233,568077,958811,390734,23590
234,572127,962582,390455,23211
235,576045,966407,390362,24141
236,580645,970194,389549,23341
237,584570,973983,389413,23318
238,588491,977756,389265,23448
239,592525,981540,389015,23277
240,596385,985283,388898,23223
241,600322,989073,388751,24507
242,605360,992839,387479,24095
243,994066,1001760,7694,32428
244,994728,1003137,8409,11228
245,995265,1004693,9428,11643
246,995782,1012282,16500,23850
247,996291,1018323,22032,25554
248,996811,1018654,21843,10184
249,997334,1023363,26029,23699
250,997913,1026115,28202,13942
251,998460,1028568,30108,17544
252,998983,1030594,31611,14100
253,999480,1032764,33284,12390
254,999989,1035012,35023,13216
255,1000593,1037030,36437,12680
256,1001153,1039261,38108,16212
257,1001661,1041483,39822,14789
258,1002227,1043568,41341,12957
259,1002832,1045746,42914,13703
260,1003433,1048294,44861,13406
261,1004042,1050174,46132,13109
262,1004671,1052213,47542,15060
263,1005291,1054460,49169,24392
264,1006327,1056585,50258,20769
265,1007037,1058717,51680,12531
266,1007677,1060807,53130,11953
267,1008394,1062897,54503,12173
268,1008995,1065006,56011,12400
269,1009507,1067100,57593,15042
270,1010022,1069273,59251,13965
271,1012827,1071427,58600,11643
272,1013358,1073429,60071,11235
273,1013921,1075617,61696,16588
274,1014452,1078508,64056,27747
275,1014996,1080413,65417,11783
276,1016099,1082437,66338,16149
277,1016685,1084504,67819,11992
278,1017263,1086543,69280,11949
279,1017846,1088600,70754,11117
280,1018370,1090617,72247,11481
281,1018902,1092663,73761,12555
282,1019414,1094723,75309,12176
283,1019967,1096719,76752,12063
284,1020529,1098773,78244,14481
285,1021202,1100760,79558,16851
286,1022159,1102833,80674,14143
287,1022925,1104809,81884,14828
288,1023870,1107044,83174,16291
289,1025247,1109159,83912,18145
290,1026327,1111424,85097,15811
291,1027380,1113366,85986,14739
292,1028264,1115461,87197,15583
293,1028913,1117473,88560,17016
294,1029520,1119535,90015,18982
295,1030136,1121570,91434,15033
296,1030704,1124005,93301,17977
297,1031166,1125940,94774,20471
298,1031655,1128233,96578,13703
299,1032216,1130053,97837,15293
300,1032804,1132085,99281,16852
301,1033323,1134115,100792,16754
302,1033928,1136157,102229,19109
303,1034546,1138139,103593,14826
304,1035177,1140185,105008,15720
305,1035791,1142201,106410,16482
306,1036390,1144278,107888,17368
307,1037031,1146356,109325,16526
308,1037626,1148379,110753,16454
309,1038181,1150383,112202,17029
310,1038806,1152459,113653,16097
311,1039445,1154447,115002,16138
312,1040032,1156492,116460,16536
313,1040496,1158602,118106,16949
314,1041102,1160738,119636,17173
315,1041715,1162655,120940,16195
316,1042335,1164698,122363,15827
317,1042933,1166773,123840,16279
318,1043557,1168800,125243,17000
319,1044193,1170775,126582,16254
320,1044770,1172846,128076,16202
321,1045351,1174883,129532,16176
322,1045939,1176912,130973,16115
323,1046505,1178953,132448,16100
324,1047114,1180971,133857,16431
325,1047705,1182996,135291,17438
326,1048287,1185019,136732,17611
327,1048867,1187010,138143,18415
328,1049443,1189033,139590,18495
329,1049998,1191048,141050,17631
330,1050615,1193059,142444,17905
331,1051195,1195023,143828,17672
332,1051766,1197047,145281,17481
333,1052342,1199064,146722,17697
334,1052918,1201050,148132,18407
335,1053500,1203052,149552,20136
336,1054088,1205060,150972,15705
337,1054644,1207099,152455,17404
338,1055216,1209077,153861,18222
339,1055789,1211053,155264,17612
340,1056356,1213119,156763,17552
341,1056851,1215087,158236,17488
342,1057414,1217099,159685,17478
343,1057993,1219063,161070,18326
344,1058648,1221094,162446,18076
345,1059219,1223083,163864,17524
346,1059784,1225090,165306,18467
347,1060355,1227128,166773,17197
348,1061020,1229110,168090,17210
349,1061564,1231076,169512,17608
350,1062024,1233073,171049,18347
351,1062490,1235101,172611,17560
352,1063059,1237092,174033,17777
353,1063623,1239102,175479,17331
354,1064208,1241094,176886,17702
355,1064792,1243056,178264,17336
356,1065379,1245056,179677,17405
357,1065902,1247116,181214,17640
358,1066477,1249114,182637,18599
359,1067104,1251164,184060,17672
360,1067674,1253200,185526,18205
361,1068237,1255210,186973,17321
362,1068793,1257254,188461,17830
363,1069386,1259314,189928,17317
364,1069951,1261332,191381,17585
365,1070500,1263352,192852,18057
366,1070984,1265394,194410,18251
367,1071498,1267408,195910,19753
368,1074080,1269480,195400,17411
369,1074530,1271511,196981,18600
370,1076163,1273521,197358,20537
371,1078999,1275589,196590,18598
372,1081027,1277605,196578,18956
373,1083057,1279615,196558,19012
374,1085121,1281646,196525,19426
375,1087147,1283724,196577,19923
376,1089167,1285753,196586,19108
377,1091211,1287785,196574,19271
378,1093251,1289810,196559,20060
379,1096098,1291830,195732,18940
380,1097651,1293919,196268,20008
381,1099472,1295952,196480,19486
382,1101490,1297977,196487,20411
383,1103484,1300099,196615,19189
384,1105452,1302158,196706,20466
385,1108196,1304270,196074,19431
386,1109892,1306334,196442,20059
387,1112228,1308464,196236,20191
388,1114065,1310518,196453,19220
389,1116081,1312595,196514,19676
390,1118065,1314668,196603,20809
391,1120934,1316735,195801,19388
392,1122192,1318841,196649,21214
393,1125041,1320857,195816,18748
394,1126683,1322930,196247,20633
395,1128954,1324906,195952,18640
396,1130685,1327035,196350,19876
397,1132699,1329103,196404,20139
398,1134736,1331169,196433,19999
399,1136768,1333195,196427,20153
400,1138775,1335248,196473,19328
401,1140758,1337267,196509,19559
402,1142811,1339330,196519,20402
403,1145534,1341388,195854,19118
404,1146938,1343487,196549,20263
405,1148942,1346445,197503,20974
406,1150988,1347509,196521,18895
407,1153086,1349599,196513,19577
408,1155040,1351654,196614,19458
409,1157228,1353701,196473,19778
410,1159351,1355744,196393,19985
411,1161711,1357767,196056,20201
412,1163323,1359816,196493,20371
413,1165304,1361825,196521,19628
414,1167329,1363885,196556,20736
415,1169998,1365921,195923,19663
416,1171408,1367990,196582,20855
417,1173433,1371016,197583,21852
418,1175484,1371987,196503,18811
419,1177534,1374044,196510,20260
420,1179550,1376086,196536,19818
421,1181588,1378129,196541,20258
422,1183605,1380152,196547,20255
423,1185651,1382166,196515,20768
424,1187654,1384197,196543,21075
425,1189629,1386202,196573,19460
426,1191641,1388245,196604,20686
427,1194373,1390266,195893,19517
428,1195629,1392340,196711,20922
429,1197626,1395394,197768,22313
430,1199642,1396310,196668,18218
431,1201650,1398371,196721,20386
432,1203657,1400394,196737,19854
433,1205687,1402438,196751,20143
434,1207667,1404453,196786,20240
435,1209693,1406477,196784,20755
436,1211688,1408512,196824,20374
437,1213694,1410525,196831,20748
438,1215702,1412579,196877,20321
439,1218463,1414604,196141,19257
440,1219706,1416684,196978,20807
441,1221695,1419678,197983,22219
442,1223696,1420686,196990,18285
443,1225716,1422771,197055,20336
444,1227704,1424810,197106,19884
445,1229663,1426857,197194,20157
446,1231683,1428886,197203,20267
447,1233670,1430949,197279,20913
448,1235666,1432988,197322,20485
449,1237649,1435002,197353,20780
450,1239661,1437074,197413,20294
451,1242255,1439107,196852,19390
452,1243650,1441159,197509,20792
453,1245662,1444123,198461,22251
454,1247674,1445232,197558,18068
455,1249686,1447336,197650,20747
456,1251707,1449378,197671,20628
457,1253756,1451463,197707,20086
458,1255812,1453510,197698,19995
459,1257822,1455544,197722,20690
460,1259884,1457597,197713,20461
461,1261881,1459615,197734,21184
462,1263913,1461683,197770,19754
463,1266464,1463711,197247,19267
464,1267997,1465781,197784,20824
465,1270030,1468680,198650,21981
466,1272072,1469767,197695,17988
467,1274095,1471823,197728,20728
468,1276136,1473843,197707,19716
469,1278139,1475904,197765,21268
470,1280197,1477921,197724,19572
471,1282192,1479932,197740,20354
472,1284221,1481939,197718,20258
473,1286262,1483917,197655,21134
474,1288292,1485956,197664,19571
475,1290899,1487959,197060,19306
476,1292445,1489953,197508,20618
477,1294465,1492727,198262,21627
478,1296507,1493899,197392,18169
479,1298537,1495935,197398,20738
480,1300621,1497916,197295,19693
481,1302687,1499917,197230,21084
482,1304804,1501939,197135,19619
483,1306907,1503908,197001,20212
484,1309007,1505887,196880,20164
485,1311060,1507859,196799,21073
486,1313127,1509874,196747,18971
487,1315279,1511878,196599,19774
488,1317278,1513863,196585,20516
489,1319312,1516632,197320,21675
490,1321427,1517798,196371,18181
491,1323466,1519837,196371,20498
492,1325518,1521834,196316,19730
493,1327576,1523837,196261,20965
494,1329610,1525851,196241,19532
495,1331658,1527811,196153,20045
496,1333714,1529793,196079,20115
497,1335797,1531749,195952,21087
498,1337812,1533791,195979,18984
499,1339968,1535804,195836,19751
500,1341911,1537812,195901,20552
501,1343954,1540526,196572,21526
502,1346028,1541698,195670,18150
503,1348130,1543742,195612,20486
504,1350127,1545750,195623,19646
505,1352186,1547833,195647,21149
506,1354200,1549846,195646,19430
507,1356266,1551831,195565,20215
508,1358292,1553845,195553,20070
509,1360359,1555861,195502,20858
510,1362366,1557869,195503,18992
511,1364483,1559903,195420,19884
512,1366442,1561935,195493,20561
513,1368505,1564351,195846,20775
514,1370494,1565943,195449,18891
515,1372585,1567948,195363,20542
516,1374591,1569995,195404,19528
517,1376624,1572059,195435,20975
518,1378629,1574040,195411,19365
519,1380693,1576106,195413,20487
520,1382704,1578121,195417,20140
521,1384730,1580177,195447,20857
522,1386763,1582181,195418,18987
523,1388915,1584186,195271,19716
524,1390797,1586249,195452,20591
525,1392821,1588263,195442,19915
526,1394808,1590255,195447,19655
527,1396910,1592374,195464,20697
528,1398904,1594417,195513,19625
529,1400934,1596498,195564,21039
530,1402919,1598482,195563,19314
531,1404991,1600534,195543,20399
532,1407035,1602602,195567,20209
533,1409053,1604689,195636,20921
534,1411065,1606731,195666,19092
535,1413222,1608775,195553,19850
536,1415163,1610881,195718,20672
537,1417184,1612952,195768,20206
538,1419200,1614985,195785,19779
539,1421297,1617062,195765,20696
540,1423322,1619102,195780,19614
541,1425350,1621201,195851,20973
542,1427394,1623183,195789,19285
543,1429465,1625256,195791,20468
544,1431490,1627281,195791,20191
545,1433548,1629324,195776,20280
546,1435567,1631361,195794,19144
547,1437637,1633375,195738,19976
548,1439613,1635436,195823,20485
549,1441691,1637479,195788,19635
550,1443692,1639478,195786,20084
551,1445822,1641563,195741,20809
552,1447861,1643613,195752,19703
553,1449901,1645715,195814,20926
554,1451946,1647677,195731,19239
555,1454004,1649676,195672,20347
556,1456065,1651724,195659,20172
557,1458133,1653732,195599,19950
558,1460160,1655740,195580,19452
559,1462221,1657727,195506,20088
560,1464239,1659790,195551,20567
561,1466259,1661795,195536,19660
562,1468285,1663804,195519,20080
563,1470373,1665830,195457,20638
564,1472365,1667894,195529,19636
565,1474392,1669948,195556,20817
566,1476390,1671936,195546,19361
567,1478465,1673937,195472,20364
568,1480466,1676000,195534,20235
569,1482491,1678038,195547,20228
570,1484502,1680069,195567,19676
571,1486517,1682079,195562,20125
572,1488507,1684146,195639,20528
573,1490516,1686177,195661,19637
574,1492468,1688193,195725,20237
575,1494519,1690257,195738,20455
576,1496491,1692276,195785,19650
577,1498475,1694339,195864,20367
578,1500456,1696327,195871,19485
579,1502457,1698389,195932,20196
580,1504455,1700423,195968,20556
581,1506450,1702458,196008,19695
582,1508425,1704478,196053,20009
583,1510468,1706498,196030,20260
584,1512431,1708570,196139,20701
585,1514416,1710605,196189,19853
586,1516375,1712617,196242,20486
587,1518435,1714657,196222,20140
588,1520386,1716717,196331,19683
589,1522391,1718864,196473,20443
590,1524400,1720887,196487,20074
591,1526382,1722933,196551,20410
592,1528370,1725031,196661,20807
593,1530364,1727106,196742,19874
594,1532352,1729150,196798,20194
595,1534470,1731207,196737,20382
596,1536330,1733289,196959,20659
597,1538341,1735354,197013,19835
598,1540268,1737362,197094,20614
599,1542326,1739414,197088,20258
600,1544280,1741471,197191,19689
601,1546276,1743530,197254,20397
602,1548347,1745521,197174,19985
603,1550322,1747542,197220,20303
604,1552357,1749598,197241,20675
605,1554397,1751642,197245,19801
606,1556410,1753663,197253,20293
607,1558646,1755964,197318,20590
608,1560438,1757925,197487,20521
609,1562435,1760182,197747,20378
610,1564470,1761941,197471,20003
611,1566489,1763972,197483,19723
612,1568514,1766014,197500,20086
613,1570534,1768050,197516,20211
614,1572559,1770026,197467,19924
615,1574608,1772021,197413,20164
616,1576653,1774014,197361,20558
617,1578686,1775655,196969,18765
618,1580738,1777456,196718,19891
619,1583277,1779479,196202,19627
620,1584778,1781503,196725,20446
621,1586755,1784551,197796,21965
622,1588783,1785518,196735,18752
623,1590824,1787569,196745,19631
624,1592905,1789585,196680,20238
625,1594965,1791626,196661,20388
626,1597011,1793619,196608,20156
627,1599040,1795587,196547,20298
628,1601134,1797579,196445,20546
629,1603152,1799559,196407,19711
630,1605214,1801572,196358,20637
631,1607842,1803618,195776,19749
632,1609337,1805606,196269,20557
633,1611386,1808068,196682,20811
634,1613494,1809672,196178,19807
635,1615532,1811618,196086,19458
636,1617596,1813975,196379,20398
637,1619649,1815758,196109,20101
638,1621697,1817742,196045,20226
639,1623769,1819755,195986,20549
640,1625803,1821807,196004,20727
641,1627833,1823833,196000,19983
642,1629893,1825815,195922,20226
643,1632476,1827913,195437,19818
644,1633967,1829925,195958,20557
645,1635961,1832139,196178,20242
646,1638001,1834018,196017,20201
647,1640042,1836014,195972,19482
648,1642103,1838466,196363,20459
649,1644158,1840136,195978,19093
650,1646186,1842137,195951,19669
651,1648228,1844121,195893,20008
652,1650244,1846425,196181,21094
653,1652257,1848228,195971,20436
654,1654270,1850275,196005,20149
655,1657020,1852328,195308,19129
656,1658288,1854321,196033,20543
657,1660328,1856530,196202,20572
658,1662331,1858385,196054,19967
659,1664368,1860371,196003,19366
660,1666389,1862548,196159,20205
661,1668419,1864500,196081,20027
662,1670447,1866492,196045,20019
663,1672482,1868449,195967,20068
664,1674511,1870812,196301,21203
665,1676525,1872506,195981,19446
666,1678587,1874511,195924,20162
667,1681353,1876551,195198,19331
668,1682666,1878528,195862,20413
669,1684679,1880818,196139,20340
670,1686728,1882598,195870,20955
671,1688748,1884585,195837,19228
672,1690804,1886979,196175,20573
673,1692806,1888690,195884,19813
674,1694860,1890725,195865,19806
675,1696889,1892699,195810,20100
676,1698958,1895174,196216,21408
677,1700980,1896810,195830,19115
678,1703017,1898792,195775,20167
679,1705652,1900802,195150,19341
680,1707112,1902814,195702,20457
681,1709116,1905466,196350,20125
682,1711143,1906821,195678,18499
683,1713139,1908884,195745,19838
684,1715242,1911491,196249,20819
685,1717259,1912977,195718,20396
686,1719384,1914992,195608,19377
687,1721424,1916967,195543,19605
688,1723524,1919390,195866,21178
689,1725565,1921040,195475,19492
690,1727654,1923035,195381,19880
691,1730378,1925044,194666,19128
692,1731780,1927061,195281,20394
693,1733829,1929538,195709,20480
694,1735909,1931180,195271,21052
695,1737909,1933155,195246,18081
696,1739980,1935204,195224,20834
697,1742003,1937290,195287,19711
698,1744042,1939325,195283,19558
699,1746079,1941311,195232,19936
700,1748117,1943697,195580,21178
701,1750137,1945399,195262,19378
702,1752207,1947441,195234,20122
703,1754517,1949503,194986,20104
704,1756656,1951524,194868,20657
705,1758792,1953900,195108,20146
706,1760596,1955591,194995,20784
707,1762580,1957548,194968,18284
708,1764577,1959541,194964,20630
709,1766576,1961585,195009,19457
710,1768610,1963557,194947,19729
711,1770622,1965497,194875,19727
712,1772591,1967846,195255,21082
713,1774536,1969475,194939,19127
714,1776173,1971433,195260,18903
715,1778059,1973397,195338,19768
716,1780010,1975319,195309,20493
717,1782048,1977849,195801,20380
718,1784038,1979174,195136,20188
719,1786135,1981155,195020,18250
720,1788122,1983110,194988,20446
721,1790151,1985151,195000,19412
722,1792122,1987061,194939,19574
723,1794163,1988996,194833,19711
724,1796150,1991307,195157,20999
725,1798144,1993004,194860,19387
726,1800142,1995014,194872,19544
727,1802150,1997071,194921,20048
728,1804175,1999087,194912,21372
729,1806705,2001328,194623,19215
730,1808121,2003182,195061,19656
731,1810160,2005203,195043,20232
732,1812231,2007258,195027,20769
733,1814224,2009377,195153,19856
734,1816272,2011412,195140,19915
735,1818283,2013445,195162,20166
736,1820309,2015778,195469,21255
737,1822334,2017611,195277,19690
738,1824376,2019684,195308,19763
739,1826404,2021768,195364,20192
740,1828445,2023809,195364,21286
741,1830798,2026177,195379,19686
742,1832512,2027957,195445,19419
743,1834608,2030040,195432,20244
744,1836603,2032097,195494,21086
745,1838656,2034196,195540,19856
746,1840665,2036257,195592,19372
747,1842671,2038256,195585,19961
748,1844686,2040751,196065,21364
749,1846737,2042357,195620,19391
750,1848752,2044386,195634,19234
751,1850815,2046433,195618,20028
752,1852845,2048445,195600,21224
753,1855233,2050856,195623,19831
754,1856930,2052561,195631,19244
755,1858933,2054579,195646,20142
756,1860961,2056612,195651,20989
757,1862978,2058739,195761,19887
758,1864983,2060786,195803,19948
759,1867030,2062767,195737,20145
760,1869050,2065163,196113,21511
761,1871057,2066967,195910,19628
762,1873063,2069046,195983,20107
763,1875087,2071145,196058,20438
764,1877100,2073190,196090,21428
765,1879523,2075524,196001,19818
766,1881110,2077341,196231,19750
767,1883157,2079381,196224,20439
768,1885161,2081430,196269,20958
769,1887209,2083533,196324,20048
770,1889214,2085612,196398,20105
771,1891260,2087654,196394,20292
772,1893275,2089996,196721,21207
773,1895274,2091797,196523,19756
774,1897268,2093861,196593,19860
775,1899318,2095969,196651,20480
776,1901323,2097992,196669,21551
777,1903960,2100256,196296,19426
778,1905395,2102140,196745,19787
779,1907484,2104166,196682,20206
780,1909470,2106214,196744,21115
781,1911505,2108342,196837,19882
782,1913497,2110358,196861,19535
783,1915550,2112394,196844,20201
784,1917543,2114766,197223,21289
785,1919518,2116545,197027,19752
786,1921556,2118571,197015,19749
787,1923596,2120645,197049,20312
788,1925585,2122663,197078,21561
789,1928200,2124892,196692,19546
790,1929648,2126743,197095,19874
791,1931720,2128713,196993,20308
792,1933728,2130723,196995,21089
793,1935784,2132799,197015,19905
794,1937786,2134846,197060,20394
795,1939874,2136892,197018,20505
796,1941885,2139225,197340,21457
797,1943918,2141042,197124,19945
798,1945928,2143082,197154,20072
799,1947983,2145140,197157,20587
800,1950031,2147171,197140,21484
801,1952554,2149472,196918,19869
802,1954057,2151251,197194,19918
803,1956127,2153269,197142,20553
804,1958127,2155299,197172,21026
805,1960142,2157350,197208,19947
806,1962082,2159397,197315,20165
807,1964097,2161392,197295,20554
808,1966071,2163750,197679,21433
809,1968038,2165512,197474,19763
810,1970018,2167563,197545,20135
811,1971974,2169635,197661,20466
812,1973916,2171663,197747,21814
813,1976490,2174090,197600,19695
814,1977797,2175793,197996,19624
815,1979815,2177803,197988,20429
816,1981731,2179844,198113,21096
817,1983692,2181935,198243,20041
818,1985639,2183972,198333,19962
819,1987602,2185978,198376,20434
820,1989573,2188297,198724,21257
821,1991564,2190087,198523,19766
822,1993549,2192121,198572,20052
823,1995567,2194174,198607,20338
824,1997594,2196168,198574,21543
825,2000179,2198534,198355,19922
826,2001679,2200208,198529,19547
827,2003721,2202211,198490,20589
828,2005776,2204217,198441,21091
829,2007848,2206291,198443,19986
830,2009847,2208314,198467,20149
831,2011958,2210316,198358,20560
832,2014021,2212836,198815,21724
833,2016076,2214434,198358,19440
834,2018143,2216461,198318,20166
835,2020227,2218523,198296,20572
836,2022297,2220543,198246,21493
837,2024822,2222988,198166,20161
838,2026403,2224601,198198,19507
839,2028523,2226618,198095,20656
840,2030645,2228657,198012,21064
841,2032717,2230778,198061,20244
842,2034743,2232825,198082,20270
843,2036821,2234885,198064,20698
844,2038865,2237265,198400,21512
845,2040871,2239018,198147,19809
846,2042919,2241044,198125,19904
847,2044943,2243113,198170,20545
848,2046984,2245109,198125,21475
849,2049517,2247427,197910,19862
850,2051074,2249179,198105,19678
851,2053121,2251200,198079,20549
852,2055202,2253199,197997,20876
853,2057237,2255241,198004,19787
854,2059260,2257273,198013,20096
855,2061361,2259271,197910,20254
856,2063397,2261666,198269,21380
857,2065482,2263309,197827,19386
858,2067526,2265343,197817,19823
859,2069605,2267397,197792,20482
860,2071687,2269374,197687,21323
861,2074247,2271915,197668,20176
862,2075812,2273385,197573,19204
863,2077897,2275430,197533,20566
864,2079996,2277460,197464,21274
865,2082043,2279529,197486,19626
866,2084073,2281564,197491,20153
867,2086170,2283575,197405,20405
868,2088233,2285953,197720,21365
869,2090267,2287664,197397,19636
870,2092347,2289670,197323,19622
871,2094391,2291707,197316,20354
872,2096474,2293696,197222,21293
873,2098936,2295999,197063,19793
874,2100634,2297739,197105,19681
875,2102669,2299762,197093,20609
876,2104742,2301833,197091,21185
877,2106783,2303927,197144,19918
878,2108834,2305992,197158,19903
879,2110876,2308006,197130,20402
880,2112967,2310303,197336,21144
881,2115012,2312104,197092,19602
882,2117093,2314138,197045,19861
883,2119133,2316206,197073,20379
884,2121162,2318226,197064,21352
885,2123701,2320285,196584,19275
886,2125277,2322313,197036,19947
887,2127290,2324328,197038,20312
888,2129326,2326367,197041,20816
889,2131326,2328434,197108,19724
890,2133347,2330478,197131,19851
891,2135429,2332514,197085,20297
892,2137485,2334545,197060,20627
893,2139538,2336653,197115,20473
894,2141606,2338697,197091,19608
895,2143635,2340746,197111,20473
896,2145702,2342861,197159,21899
897,2148252,2344871,196619,18863
898,2149755,2346950,197195,20253
899,2151833,2349020,197187,20477
900,2153867,2351086,197219,20877
901,2155892,2353135,197243,19889
902,2157938,2355429,197491,20093
903,2159957,2357329,197372,19982
904,2162009,2359498,197489,20877
