iteration,start,end,latency,execution
1,0,80223,80223,104767
2,1199,121146,119947,91127
3,12199,162752,150553,98421
4,23160,204236,181076,93222
5,33999,246559,212560,100773
6,44912,287601,242689,105603
7,55742,328908,273166,80875
8,66522,370175,303653,97509
9,77689,412258,334569,99171
10,88550,454301,365751,95617
11,99507,496539,397032,125434
12,113701,538488,424787,110982
13,126941,580978,454037,132904
14,146228,622906,476678,105855
15,159111,665448,506337,129443
16,171939,707263,535324,96973
17,185181,749474,564293,145678
18,198475,791826,593351,121571
19,209569,834030,624461,133342
20,221853,876015,654162,129533
21,234436,918259,683823,136042
22,246497,960249,713752,127524
23,257962,1002919,744957,127277
24,269133,1044695,775562,136334
25,280503,1087059,806556,122825
26,292213,1129104,836891,130319
27,303344,1171048,867704,136083
28,316312,1213474,897162,128052
29,327653,1255331,927678,135049
30,338953,1297969,959016,125632
31,350424,1340014,989590,129546
32,361894,1382364,1020470,133389
33,373734,1425328,1051594,145011
34,385871,1467416,1081545,130857
35,398188,1509283,1111095,126354
36,410391,1551900,1141509,150739
37,422863,1594387,1171524,119245
38,435129,1636031,1200902,136538
39,447447,1678015,1230568,166637
40,459844,1720277,1260433,159884
41,472166,1763047,1290881,174141
42,484382,1804697,1320315,153309
43,496780,1846850,1350070,162756
44,509121,1889604,1380483,165350
45,521953,1930971,1409018,169543
46,534440,1973091,1438651,161632
47,546721,2015495,1468774,160147
48,559232,2057912,1498680,172361
49,571739,2098883,1527144,153746
50,583906,2140928,1557022,162525
51,596197,2183188,1586991,167309
52,608576,2225367,1616791,159636
53,620915,2268287,1647372,170464
54,633189,2310564,1677375,158511
55,645695,2353533,1707838,163314
56,658138,2395656,1737518,165616
57,670938,2437102,1766164,173110
58,683458,2479790,1796332,156642
59,695841,2521072,1825231,159498
60,708191,2562367,1854176,171829
61,720521,2604667,1884146,182760
62,732764,2646888,1914124,188230
63,745189,2688907,1943718,192260
64,757466,2731341,1973875,194312
65,769788,2773948,2004160,190138
66,782242,2815487,2033245,196967
67,794624,2857636,2063012,194657
68,807153,2899975,2092822,194029
69,820097,2942839,2122742,190176
70,832514,2984831,2152317,200288
71,844969,3025948,2180979,188254
72,857444,3068721,2211277,189256
73,869885,3111751,2241866,202953
74,882240,3154478,2272238,189345
75,894751,3196950,2302199,194062
76,907265,3239904,2332639,191049
77,919906,3281819,2361913,197602
78,932386,3324244,2391858,193384
79,944802,3366557,2421755,192562
80,957215,3409121,2451906,195854
81,970060,3450896,2480836,189176
82,982458,3493586,2511128,198985
83,994986,3535070,2540084,195792
84,1010835,3577238,2566403,218543
85,1029515,3619310,2589795,223864
86,1042071,3661556,2619485,227082
87,1054488,3703754,2649266,220238
88,1066927,3745850,2678923,221750
89,1079302,3787979,2708677,232514
90,1091677,3830365,2738688,218737
91,1104099,3873368,2769269,224353
92,1116575,3916325,2799750,220158
93,1129433,3957504,2828071,222905
94,1141921,3999970,2858049,228043
95,1154388,4042931,2888543,222341
96,1166807,4085256,2918449,224468
97,1179138,4128024,2948886,219581
98,1191603,4169457,2977854,223225
99,1204117,4211561,3007444,227373
100,1216471,4253599,3037128,218098
101,1229061,4295600,3066539,223649
102,1241615,4337136,3095521,223749
103,1254041,4379081,3125040,224153
104,1266342,4421763,3155421,223633
105,1279108,4463308,3184200,227122
106,1291743,4505656,3213913,237520
107,1318350,4547851,3229501,254081
108,1360515,4590500,3229985,244378
109,1403589,4632127,3228538,257629
110,1446413,4674094,3227681,252948
111,1488787,4716560,3227773,255854
112,1529696,4759146,3229450,254642
113,1573458,4800816,3227358,246384
114,1608253,4842939,3234686,253514
115,1657566,4885348,3227782,258212
116,1699395,4928038,3228643,249171
117,1742293,4969347,3227054,250186
118,1776828,5011637,3234809,255732
119,1826337,5054538,3228201,255126
120,1868349,5096915,3228566,246802
121,1903474,5138952,3235478,263275
122,1952480,5181250,3228770,252728
123,1994118,5223388,3229270,254691
124,2036832,5265590,3228758,240302
125,2071511,5308255,3236744,255371
126,2120386,5349662,3229276,256298
127,2162547,5392016,3229469,258114
128,2204627,5435014,3230387,254321
129,2247117,5475973,3228856,246890
130,2289704,5518434,3228730,251728
131,2332016,5560528,3228512,259307
132,2375042,5603319,3228277,242201
133,2409678,5644924,3235246,264670
134,2458713,5687914,3229201,247399
135,2493648,5730172,3236524,255013
136,2536594,5772875,3236281,249538
137,2583797,5814430,3230633,262370
138,2626192,5856661,3230469,252623
139,2668412,5898897,3230485,254141
140,2710426,5941688,3231262,244624
141,2753330,5983004,3229674,248384
142,2787937,6025384,3237447,260166
143,2836974,6067569,3230595,257901
144,2879044,6109685,3230641,248544
145,2921298,6151721,3230423,251353
146,2964377,6193906,3229529,251514
147,2998897,6235813,3236916,259838
148,3047438,6279134,3231696,249575
149,3090232,6322420,3232188,260119
150,3133342,6364560,3231218,253807
151,3176178,6406590,3230412,253999
152,3218621,6449081,3230460,244187
153,3262097,6492060,3229963,258332
154,3303569,6535380,3231811,259154
155,3345922,6578350,3232428,255628
156,3388303,6621420,3233117,235854
157,3423135,6663616,3240481,264729
158,3472670,6705726,3233056,251212
