iteration,start,end,latency,execution
1,0,103740,103740,128131
2,848,155117,154269,62788
3,1596,205878,204282,62316
4,2408,256892,254484,62494
5,3295,307854,304559,69280
6,4191,359130,354939,62275
7,4917,410437,405520,63743
8,5599,461635,456036,62941
9,6305,514402,508097,64309
10,7131,567469,560338,64293
11,7876,619964,612088,65085
12,8610,670935,662325,64093
13,9409,723370,713961,67669
14,10210,775996,765786,61193
15,11015,826974,815959,61784
16,11968,878970,867002,62704
17,13072,930143,917071,69440
18,13905,982026,968121,62965
19,14652,1032963,1018311,62709
20,15351,1085660,1070309,63162
21,16066,1137083,1121017,61354
22,16791,1188996,1172205,61967
23,17666,1241691,1224025,62981
24,18609,1292666,1274057,62733
25,19519,1344790,1325271,62346
26,20227,1397814,1377587,63804
27,20930,1448769,1427839,61713
28,21748,1500730,1478982,62790
29,22724,1551570,1528846,64416
30,23995,1604177,1580182,63021
31,24773,1655709,1630936,62803
32,25669,1708091,1682422,63007
33,26463,1759158,1732695,61095
34,27205,1811180,1783975,60884
35,27769,1863273,1835504,61916
36,28371,1914419,1886048,97334
37,28965,1965599,1936634,108464
38,29556,2018195,1988639,112341
39,30128,2069313,2039185,113062
40,30712,2121130,2090418,113433
41,31322,2174236,2142914,115819
42,31919,2226654,2194735,115655
43,32449,2279187,2246738,114880
44,32918,2332123,2299205,115238
45,33404,2383281,2349877,113573
46,33995,2435679,2401684,114626
47,34648,2486978,2452330,112901
48,35258,2538662,2503404,112772
49,35866,2591680,2555814,114486
50,36402,2642907,2606505,112617
51,36869,2695762,2658893,114521
52,37432,2748837,2711405,114075
53,38030,2801487,2763457,115323
54,38566,2852705,2814139,112516
55,39097,2904703,2865606,113449
56,39707,2957171,2917464,114235
57,40197,3008302,2968105,112531
58,40782,3060150,3019368,113765
59,41376,3111249,3069873,113046
60,41967,3163219,3121252,112993
61,42568,3215416,3172848,114133
62,43161,3268133,3224972,113388
63,43634,3319373,3275739,113009
64,44225,3371194,3326969,112992
65,44869,3423993,3379124,115251
66,45757,3475262,3429505,112276
67,46224,3528147,3481923,113870
68,46700,3581131,3534431,114470
69,47173,3632028,3584855,111982
70,47748,3684239,3636491,112832
71,48325,3736762,3688437,159177
72,48911,3787680,3738769,164658
73,49523,3839968,3790445,171975
74,50168,3892752,3842584,166523
