iteration,start,end,latency,execution
69,787719,2949059,2161340,196023
70,799990,2991220,2191230,195632
71,812880,3034178,2221298,210119
72,825416,3076403,2250987,178755
73,837761,3118582,2280821,192129
74,850060,3160874,2310814,190382
75,862456,3202887,2340431,200049
76,874946,3245935,2370989,195241
77,887227,3287260,2400033,191582
78,899413,3329436,2430023,193602
79,911894,3371582,2459688,194798
80,924598,3414615,2490017,198301
81,937059,3455785,2518726,183516
82,949625,3497855,2548230,204380
83,971508,3539088,2567580,225945
84,984971,3581689,2596718,217815
85,997381,3624469,2627088,229333
86,1009717,3666550,2656833,223105
87,1022055,3708895,2686840,239108
88,1034486,3751830,2717344,209056
89,1046926,3793830,2746904,222285
90,1059589,3835304,2775715,218531
91,1072087,3877393,2805306,231345
92,1084967,3920458,2835491,221194
93,1097292,3962611,2865319,226301
94,1109679,4004748,2895069,223615
95,1122670,4047162,2924492,223255
96,1135003,4089926,2954923,223360
97,1147400,4132304,2984904,219252
98,1159708,4174534,3014826,224639
99,1172380,4217344,3044964,227607
100,1184740,4259614,3074874,218007
101,1196941,4301054,3104113,228355
102,1209389,4343078,3133689,223290
103,1221924,4384967,3163043,223343
104,1234816,4427027,3192211,213271
105,1247350,4468538,3221188,250347
106,1277920,4511457,3233537,251259
107,1324347,4552606,3228259,259810
108,1368970,4595153,3226183,245103
109,1411649,4638158,3226509,263094
110,1453729,4680460,3226731,248284
111,1496201,4722479,3226278,257782
112,1538992,4764893,3225901,251756
113,1584581,4807858,3223277,248651
114,1616445,4849745,3233300,254445
115,1660948,4892256,3231308,258044
116,1707170,4935289,3228119,246649
117,1741186,4977564,3236378,254926
118,1789957,5020585,3230628,259898
119,1832790,5062861,3230071,251829
120,1874508,5104900,3230392,240622
121,1908510,5146852,3238342,265742
122,1957540,5189350,3231810,245151
123,1991804,5231581,3239777,259820
124,2040841,5274166,3233325,244025
125,2083229,5315698,3232469,263410
126,2125339,5357744,3232405,246460
127,2167623,5399981,3232358,259279
128,2210160,5442934,3232774,244244
129,2251816,5484213,3232397,262646
130,2294146,5526216,3232070,253547
131,2336773,5567723,3230950,252572
132,2378350,5609722,3231372,248479
133,2420754,5651961,3231207,252259
134,2463902,5694165,3230263,254487
135,2506460,5736178,3229718,256898
136,2548856,5778562,3229706,249497
137,2590830,5821585,3230755,259790
138,2633266,5863862,3230596,252860
139,2675440,5905838,3230398,253144
140,2718174,5948281,3230107,241890
141,2752786,5991184,3238398,265943
142,2801933,6034154,3232221,247362
143,2844674,6076392,3231718,258136
144,2886355,6118464,3232109,241085
145,2921419,6160796,3239377,266302
146,2970560,6202880,3232320,253155
147,3012792,6244941,3232149,253602
148,3055808,6287885,3232077,248113
149,3097940,6329061,3231121,252100
150,3140244,6371566,3231322,253566
151,3182503,6413940,3231437,258404
152,3224957,6456823,3231866,243061
153,3259801,6499299,3239498,266305
154,3309006,6542292,3233286,255379
155,3351685,6585065,3233380,252911
156,3393117,6627469,3234352,242190
157,3428279,6669580,3241301,264625
158,3477411,6711897,3234486,240143
159,3511499,6754971,3243472,266054
160,3560288,6797347,3237059,248984
161,3603051,6840041,3236990,259314
162,3646005,6882667,3236662,254184
163,3687972,6925384,3237412,253841
164,3730637,6968216,3237579,248377
165,3773230,7009756,3236526,251381
166,3807605,7051873,3244268,255750
167,3857271,7094285,3237014,258265
168,3898921,7137286,3238365,249666
169,3941958,7179603,3237645,260273
170,3984223,7222571,3238348,254883
171,4026290,7264880,3238590,254255
172,4068768,7306825,3238057,247805
173,4111775,7349057,3237282,259058
174,4154082,7391298,3237216,247284
175,4196201,7434151,3237950,261063
176,4239576,7476404,3236828,241608
177,4273570,7518480,3244910,263957
178,4323033,7560843,3237810,254558
179,4365266,7602881,3237615,252502
180,4406781,7645002,3238221,246353
181,4440795,7687222,3246427,261736
182,4490470,7729586,3239116,247437
183,4525132,7772214,3247082,260779
184,4574234,7814994,3240760,248148
185,4616972,7857852,3240880,261055
186,4660111,7899878,3239767,254125
187,4702495,7942127,3239632,255142
188,4744906,7984300,3239394,246405
189,4786537,8026366,3239829,259300
190,4829769,8068631,3238862,247994
191,4872237,8110844,3238607,256751
192,4914097,8152871,3238774,245788
193,4957098,8195218,3238120,262819
194,4999442,8238221,3238779,255463
195,5042592,8280624,3238032,253973
196,5084858,8323332,3238474,255615
197,5126879,8365820,3238941,255289
198,5168963,8407948,3238985,254592
199,5211515,8450920,3239405,254725
200,5254219,8491968,3237749,243827
201,5287975,8534142,3246167,260862
202,5337479,8576357,3238878,254757
203,5380304,8618458,3238154,254321
204,5422160,8660835,3238675,245478
205,5456443,8702891,3246448,260079
206,5505586,8745162,3239576,246909
207,5540281,8787334,3247053,257787
208,5589928,8829575,3239647,246110
209,5631870,8872543,3240673,265599
210,5674263,8914863,3240600,253637
211,5716255,8956911,3240656,254798
212,5758897,8999175,3240278,253707
213,5800716,9041235,3240519,255060
214,5843715,9084211,3240496,255468
215,5886679,9126324,3239645,252857
216,5928037,9168521,3240484,253461
217,5970377,9210932,3240555,253711
218,6013339,9253886,3240547,254987
219,6056348,9296286,3239938,254680
220,6098572,9339078,3240506,254037
221,6140683,9381456,3240773,254276
222,6183088,9424372,3241284,255212
223,6225778,9467205,3241427,250664
224,9472166,9543123,70957,314064
225,9496671,9588862,92191,367533
226,9530238,9634043,103805,418992
227,9566965,9677371,110406,373693
228,9605006,9720766,115760,343789
229,9641442,9765752,124310,329446
230,9675092,9809909,134817,364076
231,9709465,9864834,155369,407916
232,9745735,9910095,164360,371687
233,9783014,9956091,173077,369754
234,9819223,10001392,182169,375365
235,9855790,10047265,191475,391500
236,9893675,10093049,199374,386122
237,9931916,10136361,204445,394523
238,9968821,10180496,211675,363619
239,10006152,10224184,218032,393493
240,10045117,10267757,222640,328707
241,10077930,10311966,234036,354977
242,10110880,10356144,245264,362942
243,10145426,10400409,254983,364913
244,10180480,10442722,262242,364923
245,10215334,10486134,270800,377416
246,10250167,10530989,280822,358548
247,10285044,10576422,291378,368726
248,10320211,10619813,299602,365907
249,10355221,10663605,308384,378331
250,10390142,10710833,320691,328706
251,10423054,10755172,332118,370116
252,10456683,10800016,343333,406569
253,10493702,10846577,352875,402816
254,10531493,10890353,358860,338230
255,10566938,10935055,368117,361673
256,10600863,10985622,384759,379612
257,10635772,11029885,394113,373251
258,10670455,11073436,402981,366122
259,10705648,11117890,412242,374774
260,10740877,11162186,421309,389292
261,10777428,11206067,428639,382082
262,10813479,11251509,438030,374670
263,10849636,11295340,445704,376477
264,10886142,11340067,453925,379175
265,10922411,11385589,463178,385107
266,10958617,11429608,470991,375290
267,10994726,11474244,479518,376379
268,11031239,11518041,486802,376272
269,11067159,11562944,495785,383460
270,11103098,11607067,503969,373439
271,11139252,11650943,511691,378960
272,11175902,11694395,518493,377603
273,11212109,11738654,526545,384051
274,11248313,11782925,534612,371157
275,11283988,11827528,543540,392352
276,11320980,11872125,551145,375441
277,11357776,11915990,558214,364337
278,11392858,11959529,566671,368894
279,11428232,12003809,575577,368262
280,11463680,12048400,584720,374656
281,11498882,12092108,593226,370791
282,11534134,12140775,606641,371912
283,11569384,12185234,615850,376926
284,11605821,12228625,622804,372370
285,11641370,12273531,632161,375471
286,11676704,12317913,641209,371669
287,11711788,12364041,652253,371861
288,11747155,12410585,663430,369602
289,11782429,12455738,673309,377697
290,11817797,12500214,682417,369109
291,11853131,12545345,692214,371344
292,11888369,12589960,701591,370814
293,11923490,12635420,711930,375977
294,11958575,12679495,720920,368783
295,11993968,12723660,729692,370650
296,12029215,12771063,741848,372387
297,12064568,12815058,750490,376311
298,12099796,12859477,759681,366694
299,12134947,12904261,769314,369447
300,12170124,12949114,778990,358741
301,12204346,12994298,789952,381551
302,12239098,13042298,803200,382521
303,12275438,13087687,812249,380029
304,12311651,13132541,820890,375453
305,12347792,13179046,831254,383274
306,12383668,13223800,840132,377146
307,12419541,13269377,849836,377317
308,12455497,13315946,860449,379022
309,12491657,13359973,868316,384120
310,12527690,13406132,878442,375390
311,12563698,13451298,887600,391456
312,12600079,13497312,897233,348571
313,12634605,13543244,908639,368480
314,12669230,13589626,920396,372106
315,12703828,13637657,933829,366712
316,12738530,13683522,944992,368215
317,12773177,13728883,955706,397430
318,12808547,13774144,965597,404036
319,12844308,13820102,975794,415723
320,12879699,13866174,986475,404309
321,12915754,13912391,996637,404418
322,12952911,13957972,1005061,416232
323,12988206,14004062,1015856,416197
324,13024070,14048999,1024929,415232
325,13060521,14093281,1032760,404153
326,13097487,14139378,1041891,411404
327,13134626,14185417,1050791,426258
328,13171498,14230665,1059167,402797
329,13208569,14276054,1067485,405988
330,13245679,14320918,1075239,452011
331,13291989,14365815,1073826,380520
332,13320500,14411058,1090558,411087
333,13357673,14457166,1099493,414638
334,13394825,14503155,1108330,452221
335,13441154,14548963,1107809,389653
336,13469965,14594318,1124353,410881
337,13507234,14639520,1132286,414439
338,13544511,14685748,1141237,452800
339,13591152,14732679,1141527,378874
340,13619320,14779764,1160444,429946
341,13656504,14824769,1168265,402439
342,13693731,14870120,1176389,448379
343,13739568,14915952,1176384,385499
344,13768239,14962039,1193800,407918
345,13805174,15008120,1202946,409632
346,13842226,15054064,1211838,447526
347,13887712,15100117,1212405,385498
348,13916550,15146293,1229743,410686
349,13953717,15192734,1239017,414431
350,13990900,15238699,1247799,449683
351,14037320,15284739,1247419,382265
352,14065828,15330662,1264834,408735
353,14103063,15376004,1272941,413393
354,14140095,15422701,1282606,414793
355,14177117,15468031,1290914,423259
356,14214698,15514110,1299412,408258
357,14251626,15559025,1307399,409129
358,14288592,15605023,1316431,415453
359,14325447,15650270,1324823,421490
360,14362920,15697127,1334207,416950
361,14399768,15743227,1343459,409400
362,14436745,15788617,1351872,412315
363,14473877,15834623,1360746,421568
364,14511675,15880620,1368945,411994
365,14548470,15926553,1378083,414288
366,14585330,15971993,1386663,412506
367,14622186,16017757,1395571,420602
368,14659667,16063962,1404295,413254
369,14696599,16109868,1413269,414750
370,14733537,16156070,1422533,414710
371,14770595,16200304,1429709,421230
372,14808445,16244189,1435744,409195
373,14845266,16288516,1443250,411068
374,14882385,16332591,1450206,420230
375,14919809,16377763,1457954,407626
376,14957120,16421987,1464867,411784
377,14993963,16467340,1473377,408582
378,15031020,16511870,1480850,415934
379,15068231,16555677,1487446,407027
380,15105616,16601580,1495964,416746
381,15142561,16645202,1502641,411633
382,15179495,16689268,1509773,414310
383,15217775,16735565,1517790,411980
384,15254390,16780631,1526241,416104
385,15291617,16826579,1534962,411651
386,15328619,16872713,1544094,411458
387,15365689,16918751,1553062,416541
388,15403144,16965307,1562163,417107
389,15440264,17010869,1570605,417532
390,15477520,17056262,1578742,404136
391,15514894,17102786,1587892,411611
392,15552194,17149231,1597037,410055
393,15589212,17195595,1606383,408134
394,15626107,17240682,1614575,409436
395,15663444,17286870,1623426,414066
396,15700562,17332617,1632055,418727
397,15737579,17378946,1641367,405313
398,15774831,17423975,1649144,409482
399,15811863,17470082,1658219,423412
400,15848915,17516006,1667091,413291
401,15886148,17562887,1676739,436097
402,15923142,17608105,1684963,440860
403,15960069,17653092,1693023,440882
404,15997509,17698766,1701257,441317
405,16034448,17744282,1709834,444435
406,16071453,17789436,1717983,426571
407,16108428,17834632,1726204,435635
408,16145352,17880708,1735356,432819
409,16180443,17925777,1745334,434607
410,16215545,17970964,1755419,424578
411,16250541,18016768,1766227,437040
412,16285746,18062046,1776300,444588
413,16320979,18107156,1786177,431520
414,16356323,18153217,1796894,426175
415,16391620,18198928,1807308,444225
416,16428221,18244230,1816009,429097
417,16463753,18289717,1825964,434955
418,16498783,18335407,1836624,432564
419,16534199,18380863,1846664,440050
420,16571336,18426746,1855410,436004
421,16606923,18473014,1866091,440895
422,16642239,18519076,1876837,436148
423,16677454,18570711,1893257,444382
424,16714679,18615238,1900559,438959
425,16751680,18659801,1908121,446124
426,16788568,18711038,1922470,436275
427,16825588,18757091,1931503,445845
428,16862441,18802472,1940031,444338
429,16899910,18847598,1947688,439596
430,16937358,18892772,1955414,444880
431,16974414,18939666,1965252,437298
432,17011733,18985927,1974194,450965
433,17048620,19030889,1982269,440479
434,17085528,19076160,1990632,424090
435,17122402,19122226,1999824,440616
436,17159451,19167403,2007952,438554
437,17196229,19213139,2016910,443417
438,17233325,19258768,2025443,435104
439,17270135,19304536,2034401,437294
440,17307230,19350318,2043088,440215
441,17344202,19395723,2051521,441469
442,17381360,19441667,2060307,436891
443,17418306,19488043,2069737,447924
444,17455162,19534009,2078847,442908
445,17492025,19579935,2087910,434100
446,17529023,19625039,2096016,465700
447,17566013,19671617,2105604,430451
448,17603216,19718079,2114863,451854
449,17639939,19764258,2124319,427195
450,17676744,19809544,2132800,437131
451,17713857,19854733,2140876,442375
452,17750844,19900608,2149764,440898
453,17787763,19945576,2157813,437561
454,17824845,19991014,2166169,437398
455,17862346,20037763,2175417,441721
456,17899514,20083056,2183542,437117
457,17936643,20128952,2192309,444319
458,17974140,20174360,2200220,440034
459,18011978,20220248,2208270,445810
460,18048930,20266378,2217448,443252
461,18086003,20313119,2227116,437979
462,18123164,20359484,2236320,468337
463,18160247,20406733,2246486,431908
464,18197085,20453868,2256783,444626
465,18234163,20500835,2266672,443013
466,18271309,20546586,2275277,437304
467,18308310,20593051,2284741,447166
468,18346399,20635232,2288833,440231
469,18383565,20679926,2296361,443193
470,18420525,20726130,2305605,436797
471,18457636,20771617,2313981,436970
472,18494507,20818295,2323788,435400
473,18531628,20864558,2332930,439549
474,18566862,20911296,2344434,433827
475,18601989,20955823,2353834,437186
476,18638721,21002857,2364136,439356
477,18675080,21049724,2374644,444405
478,18711714,21095734,2384020,437187
479,18748077,21140992,2392915,436721
480,18784368,21187125,2402757,445056
481,18821016,21234004,2412988,453147
482,18861623,21279944,2418321,444428
