iteration,start,end,latency,execution
1,0,105058,105058,127643
2,810,156555,155745,64651
3,1559,207289,205730,61194
4,2273,258583,256310,64088
5,2978,309560,306582,63030
6,3773,360924,357151,63819
7,4632,411867,407235,62488
8,5525,464704,459179,64025
9,6397,517373,510976,65673
10,7187,569847,562660,63291
11,8084,621373,613289,65917
12,8989,673799,664810,65772
13,9902,726345,716443,65922
14,10699,777498,766799,61529
15,11439,830430,818991,63757
16,12246,881520,869274,66308
17,13201,934462,921261,62980
18,13959,987544,973585,63045
19,14792,1040409,1025617,63390
20,15752,1093173,1077421,62925
21,16566,1145287,1128721,62149
22,17439,1198077,1180638,64679
23,18201,1249097,1230896,61793
24,18925,1302149,1283224,63817
25,19691,1355146,1335455,63863
26,20436,1405827,1385391,63021
27,21137,1456808,1435671,61395
28,21844,1508696,1486852,66084
29,22589,1559959,1537370,61151
30,23310,1612787,1589477,63938
31,24154,1663812,1639658,63126
32,25092,1716788,1691696,62804
33,25962,1769666,1743704,62405
34,26725,1822793,1796068,63547
35,27293,1873727,1846434,61958
36,27867,1925667,1897800,99028
37,28460,1978304,1949844,109596
38,29051,2029497,2000446,111733
39,29563,2082079,2052516,113700
40,30045,2133518,2103473,116940
41,30530,2186610,2156080,114122
42,30989,2239541,2208552,114665
43,31538,2292488,2260950,115270
44,32056,2345099,2313043,114817
45,32644,2397992,2365348,115206
46,33212,2451145,2417933,114954
47,33868,2502149,2468281,111946
48,34395,2555133,2520738,117723
49,34910,2607958,2573048,113109
50,35368,2658975,2623607,112907
51,36039,2710988,2674949,114148
52,36493,2763652,2727159,114872
53,36943,2814785,2777842,112614
54,37427,2867008,2829581,113860
55,37991,2919807,2881816,114891
56,38586,2972568,2933982,113909
57,39186,3025636,2986450,115763
58,39765,3078460,3038695,115833
59,40218,3129181,3088963,110672
60,40672,3181452,3140780,112441
61,41138,3234472,3193334,113932
62,41608,3285451,3243843,112724
63,42079,3338460,3296381,114919
64,42542,3389450,3346908,111732
65,43025,3441212,3398187,113974
66,43606,3494087,3450481,115475
67,44233,3545308,3501075,113444
68,44856,3598092,3553236,113752
69,45468,3651305,3605837,114309
70,46033,3703880,3657847,115954
71,46519,3754928,3708409,159996
72,46989,3807050,3760061,175191
73,47462,3859743,3812281,163305
74,47969,3910782,3862813,165504
75,48454,3962864,3914410,153184
76,48927,4015617,3966690,181672
77,49392,4068778,4019386,167863
78,49958,4120818,4070860,152555
79,50553,4173760,4123207,180818
80,51129,4226485,4175356,151981
81,51723,4279762,4228039,179951
82,52289,4332473,4280184,166389
83,52756,4383434,4330678,165170
84,53305,4435504,4382199,165850
85,53830,4488486,4434656,166899
86,54553,4539422,4484869,163775
87,55103,4591186,4536083,151736
88,55679,4642463,4586784,178495
89,56232,4695132,4638900,168063
90,56776,4747621,4690845,152948
91,57274,4799343,4742069,163228
92,57828,4852183,4794355,169020
93,58413,4905083,4846670,164045
94,59017,4957882,4898865,178776
95,59642,5008880,4949238,149651
96,60201,5061070,5000869,179049
97,60790,5113589,5052799,166007
98,61367,5164763,5103396,164745
99,61942,5216883,5154941,151427
100,62413,5267806,5205393,176385
101,62892,5320837,5257945,167555
102,63460,5373819,5310359,154239
103,64041,5426443,5362402,227421
104,64606,5479516,5414910,214432
105,65169,5532581,5467412,229047
106,65651,5585519,5519868,214148
107,66233,5636424,5570191,198471
108,66786,5688466,5621680,228408
109,67342,5741207,5673865,217751
110,70537,5792383,5721846,202609
111,74549,5845001,5770452,218804
112,78863,5895965,5817102,216795
113,83188,5949140,5865952,232662
