iteration,start,end,latency,execution
1,0,79013,79013,132952
2,1229,120274,119045,247417
3,42219,161478,119259,250037
4,85131,202827,117696,248474
5,126412,244709,118297,262172
6,168888,286679,117791,254250
7,210965,327770,116805,256636
8,255645,369393,113748,239516
9,294772,411550,116778,253459
10,337056,453810,116754,274768
11,381092,495067,113975,246165
12,424691,537221,112530,256715
13,465591,579444,113853,261547
14,509856,621870,112014,267355
15,553429,663553,110124,242549
16,596970,705843,108873,246399
17,637776,748005,110229,271486
18,682197,790242,108045,254971
19,723823,831176,107353,250079
20,769796,873650,103854,236527
21,807269,915477,108208,270211
22,851055,957953,106898,259108
23,893397,998809,105412,246218
24,935890,1040761,104871,250127
25,976927,1083286,106359,254529
26,1019543,1125846,106303,265371
27,1061809,1167332,105523,235961
28,1104409,1209051,104642,244550
29,1145438,1251971,106533,265059
30,1188033,1294016,105983,259249
31,1230450,1336010,105560,260714
32,1275889,1377336,101447,236688
33,1315939,1419515,103576,245144
34,1357028,1462261,105233,270476
35,1399669,1503625,103956,245987
36,1441980,1545937,103957,250760
37,1483070,1588161,105091,253902
38,1525620,1629986,104366,264894
39,1568132,1671249,103117,235136
40,1610444,1713529,103085,247208
41,1651662,1756137,104475,263989
42,1694354,1798792,104438,261146
43,1737133,1841390,104257,263344
44,1783091,1883097,100006,233830
45,1822464,1924882,102418,245791
46,1863471,1967465,103994,271922
47,1906220,2008651,102431,246520
48,1948930,2050856,101926,252063
49,1990066,2093667,103601,253649
50,2032729,2136159,103430,265432
51,2075086,2178991,103905,243546
52,2117583,2221507,103924,258829
53,2160241,2263484,103243,252558
54,2202763,2305956,103193,259667
55,2245451,2346757,101306,250349
56,2291673,2388305,96632,235724
57,2329062,2428968,99906,257779
58,2371788,2470603,98815,242205
59,2412597,2511191,98594,261316
60,2455441,2556031,100590,283949
61,2497737,2598888,101151,231813
62,2540513,2641438,100925,267381
63,2583156,2684203,101047,245865
64,2625915,2727043,101128,258257
65,2668681,2769596,100915,251683
66,2711203,2812154,100951,263291
67,2754025,2853800,99775,248619
68,2800034,2895325,95291,237493
69,2837936,2936023,98087,258630
70,2880809,2977786,96977,244572
71,2921843,3019249,97406,260232
72,2964595,3060899,96304,251858
73,3005745,3102818,97073,254409
74,3048556,3145842,97286,270230
75,3091254,3188339,97085,243500
76,3133991,3231320,97329,259457
77,3176759,3273477,96718,253285
78,3219497,3315760,96263,260922
79,3262194,3356722,94528,246699
80,3307957,3397989,90032,239356
81,3346258,3439068,92810,258283
82,3389118,3481020,91902,246710
83,3430219,3522328,92109,260385
84,3473047,3564347,91300,251644
85,3514078,3607918,93840,257470
86,3557032,3655072,98040,273568
87,3599879,3697899,98020,243179
88,3642485,3740509,98024,259011
89,3685308,3783143,97835,253430
90,3728018,3825846,97828,260633
91,3770628,3867398,96770,250374
92,3817048,3909063,92015,235115
93,3854404,3949757,95353,258820
94,3897438,3991446,94008,246705
95,3938512,4033048,94536,260090
96,3981308,4074627,93319,250424
97,4022348,4115478,93130,247515
98,4065266,4156938,91672,248434
99,4106306,4199850,93544,263494
100,4149167,4243832,94665,259769
101,4191890,4286207,94317,253395
102,4234482,4331028,96546,264859
103,4277196,4376040,98844,270038
104,4324522,4417413,92891,228888
105,4363054,4459155,96101,245378
106,4404063,4501899,97836,273870
107,4446973,4542979,96006,243145
108,4489652,4584126,94474,252687
109,4530771,4625999,95228,256145
110,4573748,4672550,98802,275047
111,4616516,4714268,97752,231440
112,4659071,4756091,97020,245634
113,4700268,4798808,98540,266593
114,4743080,4841494,98414,262123
115,4785863,4883051,97188,240437
116,4828536,4924413,95877,244565
117,4869678,4966425,96747,249098
118,4911074,5009161,98087,275302
119,4954065,5050768,96703,242713
120,4996736,5092140,95404,251793
121,5037790,5134157,96367,256516
122,5080683,5179026,98343,273203
123,5123426,5220396,96970,231617
124,5166065,5262466,96401,244447
125,5207089,5304823,97734,267672
126,5249979,5346872,96893,262171
127,5292788,5387973,95185,239364
128,5335467,5428818,93351,245323
129,5376794,5470350,93556,245806
130,5417929,5515559,97630,278711
